date,Pt,Pd,Pl,Po
2012-07-02,4,1,1,4
2012-07-03,6,0,2,6
2012-07-04,6,1,1,5
2012-07-05,4,1,1,3
2012-07-06,4,1,1,3
2012-07-09,4,1,1,2
2012-07-10,4,1,1,3
2012-07-11,4,0,0,4
2012-07-12,4,1,1,2
2012-07-13,4,1,1,3
2012-07-16,4,1,1,2
2012-07-17,6,2,1,8
2012-07-18,6,3,0,5
2012-07-19,6,1,2,4
2012-07-20,6,2,0,,
2012-07-23,4,1,1,3
2012-07-24,4,2,0,3
2012-07-25,6,2,1,3
2012-07-26,6,3,0,3
2012-07-27,6,2,1,5
2012-07-30,6,2,1,4
2012-07-31,6,3,0,4
