date,Pt,Pd,Pl,Po
2012-12-05,6,1,1,4
2012-12-06,6,1,1,4
2012-12-07,6,1,1,3
2012-12-10,6,0,2,6
2012-12-11,6,1,0,8
2012-12-12,6,1,1,6
2012-12-13,6,1,1,5
2012-12-14,6,1,1,11
2012-12-17,6,1,1,2
2012-12-18,6,1,1,6
2012-12-19,6,1,1,14
2012-12-20,6,1,1,11
2012-12-25,4,1,0,0
2012-12-26,6,1,1,5
2012-12-27,6,1,1,9
2012-12-28,6,1,1,6
2012-12-29,6,1,0,4
