date,tI,tO,tC,tM,tF,tS
2010-10-08,1.5,3.0,0.5,5.5,5.5,7.0
2010-10-09,0.0,3.0,0.5,5.5,6.5,7.0
2010-10-11,3.0,3.0,0.0,5.0,5.0,6.5
2010-10-12,0.5,1.5,2.0,6.0,5.0,6.0
2010-10-13,1.0,5.0,1.5,5.0,5.0,7.0
2010-10-14,6.0,0.0,0.0,6.0,5.0,7.0
2010-10-15,0.0,6.0,0.0,6.0,5.0,7.0
2010-10-18,0.0,3.25,1.2,8.25,5.0,7.0
2010-10-19,0.0,6.0,3.75,3.75,3.25,6.0
2010-10-20,1.0,4.0,0.5,9.0,5.0,6.5
2010-10-21,0.5,3.0,4.25,7.75,2.0,6.5
2010-10-22,0.0,4.25,1.0,6.5,3.75,6.5
2010-10-24,1.5,2.75,3.25,4.0,5.0,6.0
2010-10-25,0.0,7.5,2.5,6.0,2.0,6.0
2010-10-26,2.75,2.3,0.0,6.85,2.0,6.5
2010-10-27,0.5,4.0,6.75,4.25,2.0,6.0
2010-10-28,0.0,1.0,1.0,4.5,2.0,5.5
2010-10-29,0.0,10.5,0.0,5.25,2.0,7.0
2010-10-30,1.5,8.5,2.0,1.5,2.0,6.00
