date,Pt,Pd,Pl,Po
2012-11-01,6,1,1,5
2012-11-02,6,2,0,3
2012-11-05,6,2,0,8
2012-11-06,6,2,0,9
2012-11-07,6,1,1,7
2012-11-15,6,1,1,4
2012-11-16,6,1,2,9
2012-11-19,6,1,1,6
2012-11-20,6,1,1,4
2012-11-21,6,1,1,4
2012-11-22,6,2,0,4
2012-11-23,6,1,1,3
2012-11-26,6,2,1,5
2012-11-27,6,2,1,3
2012-11-28,6,1,1,7
2012-11-29,6,2,0,3
2012-11-30,4,1,1,3
