date,Pt,Pd,Pl,Po
2012-06-01,6,1,1,4
2012-06-04,6,2,0,7
2012-06-05,6,1,1,7
2012-06-06,6,2,0,4
2012-06-07,6,2,0,1
2012-06-08,6,1,1,8
2012-06-11,6,2,0,2
2012-06-12,6,2,0,9
2012-06-13,6,1,1,3
2012-06-14,6,2,0,3
2012-06-15,6,1,1,5
2012-06-18,6,2,0,3
2012-06-19,6,2,0,2
2012-06-20,6,1,1,9
2012-06-25,6,2,0,1
2012-06-26,6,2,0,3
2012-06-27,6,2,1,8
2012-06-28,6,3,0,1
2012-06-29,6,1,2,6
