date,Pt,Pd,Pl,Po
2012-05-02,6,0,2,6
2012-05-03,6,0,2,6
2012-05-04,6,1,1,8
2012-04-07,6,0,2,6
2012-05-08,6,1,0,4
2012-05-09,8,1,1,6
2012-05-10,6,0,1,4
2012-05-14,0,0,0,0
2012-05-15,6,0,2,6
2012-05-16,6,0,2,6
2012-05-17,6,0,2,6
2012-05-18,6,0,0,6
2012-05-19,6,1,1,8
2012-05-20,6,2,0,3
2012-05-21,6,2,0,5
2012-05-22,6,2,0,4
2012-05-24,0,0,0,0
2012-05-27,4,2,0,2
2012-05-28,6,1,1,7
2012-05-29,6,1,1,4
2012-05-30,6,1,1,3
2012-05-31,6,1,1,13
