date,Pt,Pd,Pl,Po
2012-08-01,6,1,2,8
2012-08-02,6,1,0,2
2012-08-03,6,1,0,4
2012-08-06,6,3,0,6
2012-08-07,3,3,0,4
2012-08-08,6,3,0,7
2012-08-09,6,2,1,13
2012-08-10,6,1,1,5
2012-08-13,6,1,2,7
2012-08-14,6,1,2,6
2012-08-15,6,1,0,8
2012-08-16,6,1,2,8
2012-08-17,6,1,1,3
2012-08-17,6,1,2,5
2012-08-21,6,2,1,7
2012-08-22,6,2,1,12
2012-08-23,6,1,2,11
2012-08-29,6,1,1,9
2012-08-30,6,1,1,3
2012-08-31,6,1,1,4
