date,Pt,Pd,Pl,Po
2012-10-10,6,2,0,4
2012-10-11,6,1,1,6
2012-10-12,6,2,0,6
2012-10-15,6,2,1,6
2012-10-16,6,2,1,7
2012-10-17,6,2,0,6
2012-10-18,0,0,0,0
2012-10-19,6,1,1,5
2012-10-22,6,2,0,6
2012-10-23,6,1,0,,
2012-10-24,6,2,0,8
2012-10-25,6,2,1,9
2012-10-29,6,2,0,7
2012-10-30,6,1,1,7
2012-10-31,6,1,1,7
