date,Pt,Pd,Pl,Po
2012-09-03,6,1,2,16
2012-09-04,6,2,1,5
2012-09-05,6,2,1,11
2012-09-06,0,0,0,0
2012-09-07,0,0,0,0
2012-09-10,0,0,0,0
2012-09-11,6,1,1,9
2012-09-12,6,2,0,7
2012-09-13,6,1,1,11
2012-09-14,0,0,0,0
2012-09-17,6,2,0,7
2012-09-18,6,1,1,6
2012-09-19,6,1,1,8
2012-09-20,6,0,2,6
2012-09-21,6,1,1,6
2012-09-24,6,1,1,8
2012-09-25,6,1,2,12
2012-09-26,6,1,1,11
2012-09-27,6,1,2,10
2012-09-28,6,1,1,9
