date,Pt,Pd,Pl,Po
2013-03-01,6,1,1,6
2013-03-04,6,1,1,4
2013-03-05,6,1,1,4
2013-03-06,6,1,1,4
2013-03-07,6,2,0,4
2013-03-10,6,1,1,4
2013-03-11,6,1,1,2
2013-03-12,6,1,1,7
2013-03-14,6,1,1,5
2013-03-15,6,1,1,6
2013-03-18,8,1,1,4
2013-03-19,6,1,1,3
2013-03-20,6,1,1,11
2013-03-21,6,1,1,10
2013-03-22,6,1,1,6
2013-02-25,6,1,1,4
2013-03-26,6,1,1,5
2013-03-27,6,1,1,6
2013-03-27,6,0,2,6
