活动类别,持续时间,开始时间,结束时间,备注
交通,0.27,2015-10-28 12:33,2015-10-28 12:49,
GDG,0.77,2015-10-28 11:47,2015-10-28 12:33,
GDG,0.68,2015-10-28 11:6,2015-10-28 11:47,
Chaos,0.47,2015-10-28 10:38,2015-10-28 11:6,
交流,1.12,2015-10-28 09:31,2015-10-28 10:38,
工作,0.48,2015-10-28 09:2,2015-10-28 09:31,
Chaos,0.75,2015-10-28 08:17,2015-10-28 09:2,
交通,0.37,2015-10-28 07:55,2015-10-28 08:17,
家务,0.47,2015-10-28 07:27,2015-10-28 07:55,
睡眠,5.30,2015-10-28 02:9,2015-10-28 07:27,
交通,0.12,2015-10-28 02:2,2015-10-28 02:9,
家务,1.82,2015-10-28 00:13,2015-10-28 02:2,
交通,0.50,2015-10-27 23:43,2015-10-28 00:13,
GDG,3.15,2015-10-27 20:34,2015-10-27 23:43,
Chaos,0.12,2015-10-27 20:27,2015-10-27 20:34,
交通,0.30,2015-10-27 20:9,2015-10-27 20:27,
用餐,0.77,2015-10-27 19:23,2015-10-27 20:9,
交通,0.38,2015-10-27 19:0,2015-10-27 19:23,
GDG,1.95,2015-10-27 17:3,2015-10-27 19:0,
工作,2.08,2015-10-27 14:58,2015-10-27 17:3,
Chaos,0.22,2015-10-27 14:45,2015-10-27 14:58,
交通,0.33,2015-10-27 14:25,2015-10-27 14:45,
Chaos,0.50,2015-10-27 13:55,2015-10-27 14:25,
交通,0.80,2015-10-27 13:7,2015-10-27 13:55,
工作,1.50,2015-10-27 11:37,2015-10-27 13:7,
GDG,0.13,2015-10-27 11:29,2015-10-27 11:37,
Chaos,0.17,2015-10-27 11:19,2015-10-27 11:29,
家务,0.37,2015-10-27 10:57,2015-10-27 11:19,
Chaos,0.10,2015-10-27 10:51,2015-10-27 10:57,
交流,0.55,2015-10-27 10:18,2015-10-27 10:51,
Chaos,0.15,2015-10-27 10:9,2015-10-27 10:18,
GDG,1.80,2015-10-27 08:21,2015-10-27 10:9,
交通,0.27,2015-10-27 08:5,2015-10-27 08:21,
家务,0.27,2015-10-27 07:49,2015-10-27 08:5,
睡眠,5.73,2015-10-27 02:5,2015-10-27 07:49,
Chaos,0.77,2015-10-27 01:19,2015-10-27 02:5,
交通,0.10,2015-10-27 01:13,2015-10-27 01:19,
GDG,2.45,2015-10-26 22:46,2015-10-27 01:13,
GDG,1.15,2015-10-26 21:37,2015-10-26 22:46,
Pt0,1.77,2015-10-26 19:51,2015-10-26 21:37,
交通,0.23,2015-10-26 19:37,2015-10-26 19:51,
购物,0.15,2015-10-26 19:28,2015-10-26 19:37,
用餐,0.43,2015-10-26 19:2,2015-10-26 19:28,
交通,0.33,2015-10-26 18:42,2015-10-26 19:2,
交流,1.33,2015-10-26 17:22,2015-10-26 18:42,
GDG,1.48,2015-10-26 15:53,2015-10-26 17:22,
Chaos,0.27,2015-10-26 15:37,2015-10-26 15:53,
购物,0.75,2015-10-26 14:52,2015-10-26 15:37,
Chaos,0.33,2015-10-26 14:32,2015-10-26 14:52,
交通,0.27,2015-10-26 14:16,2015-10-26 14:32,
Chaos,1.35,2015-10-26 12:55,2015-10-26 14:16,
用餐,0.47,2015-10-26 12:27,2015-10-26 12:55,
交通,0.30,2015-10-26 12:9,2015-10-26 12:27,
GDG,1.70,2015-10-26 10:27,2015-10-26 12:9,
交流,0.22,2015-10-26 10:15,2015-10-26 10:28,
Chaos,0.93,2015-10-26 09:19,2015-10-26 10:15,
交通,1.18,2015-10-26 08:8,2015-10-26 09:19,
Air,1.75,2015-10-26 06:23,2015-10-26 08:8,
家务,0.18,2015-10-26 06:12,2015-10-26 06:23,
睡眠,6.87,2015-10-25 23:20,2015-10-26 06:12,
Chaos,2.35,2015-10-25 20:59,2015-10-25 23:20,
家务,1.75,2015-10-25 19:14,2015-10-25 20:59,
Chaos,0.92,2015-10-25 18:19,2015-10-25 19:14,
家务,1.27,2015-10-25 17:3,2015-10-25 18:19,
家务,1.00,2015-10-25 16:3,2015-10-25 17:3,
交通,0.63,2015-10-25 15:25,2015-10-25 16:3,
学习,3.67,2015-10-25 11:45,2015-10-25 15:25,
交通,0.78,2015-10-25 10:58,2015-10-25 11:45,
Chaos,0.50,2015-10-25 10:28,2015-10-25 10:58,
交通,0.40,2015-10-25 10:4,2015-10-25 10:28,
Chaos,1.28,2015-10-25 08:47,2015-10-25 10:4,
家务,0.63,2015-10-25 08:9,2015-10-25 08:47,
睡眠,8.17,2015-10-24 23:59,2015-10-25 08:9,
阅读,0.20,2015-10-24 23:47,2015-10-24 23:59,
Chaos,1.68,2015-10-24 22:6,2015-10-24 23:47,
家务,2.95,2015-10-24 19:9,2015-10-24 22:6,
交通,0.87,2015-10-24 18:17,2015-10-24 19:9,
Chaos,1.57,2015-10-24 16:43,2015-10-24 18:17,
Chaos,0.83,2015-10-24 15:53,2015-10-24 16:43,
睡眠,1.88,2015-10-24 14:0,2015-10-24 15:53,
交通,0.42,2015-10-24 13:35,2015-10-24 14:0,
用餐,0.83,2015-10-24 12:45,2015-10-24 13:35,
交通,0.80,2015-10-24 11:57,2015-10-24 12:45,
Chaos,0.65,2015-10-24 11:18,2015-10-24 11:57,
交通,0.85,2015-10-24 10:27,2015-10-24 11:18,
Chaos,1.42,2015-10-24 09:2,2015-10-24 10:27,
交通,0.12,2015-10-24 08:55,2015-10-24 09:2,
用餐,0.33,2015-10-24 08:35,2015-10-24 08:55,
家务,0.18,2015-10-24 08:24,2015-10-24 08:35,
睡眠,7.38,2015-10-24 01:1,2015-10-24 08:24,
Chaos,0.20,2015-10-24 00:49,2015-10-24 01:1,
家务,0.52,2015-10-24 00:18,2015-10-24 00:49,
交通,1.78,2015-10-23 22:31,2015-10-24 00:18,
交通,0.75,2015-10-23 21:46,2015-10-23 22:31,
Chaos,1.07,2015-10-23 20:42,2015-10-23 21:46,
交通,0.17,2015-10-23 20:32,2015-10-23 20:42,
用餐,0.55,2015-10-23 19:59,2015-10-23 20:32,
交通,0.38,2015-10-23 19:36,2015-10-23 19:59,
Pt0,1.95,2015-10-23 17:39,2015-10-23 19:36,
Chaos,0.05,2015-10-23 17:36,2015-10-23 17:39,
Pt0,1.43,2015-10-23 16:10,2015-10-23 17:36,
Pt0,1.22,2015-10-23 14:57,2015-10-23 16:10,
交通,0.32,2015-10-23 14:38,2015-10-23 14:57,
Chaos,1.08,2015-10-23 13:33,2015-10-23 14:38,
交通,0.17,2015-10-23 13:23,2015-10-23 13:33,
用餐,0.37,2015-10-23 13:1,2015-10-23 13:23,
交通,0.27,2015-10-23 12:45,2015-10-23 13:1,
Pt0,1.33,2015-10-23 11:25,2015-10-23 12:45,
Chaos,0.93,2015-10-23 10:29,2015-10-23 11:25,
交流,0.25,2015-10-23 10:14,2015-10-23 10:29,
Chaos,1.30,2015-10-23 09:11,2015-10-23 10:29,
交通,0.50,2015-10-23 08:41,2015-10-23 09:11,
家务,0.50,2015-10-23 08:11,2015-10-23 08:41,
睡眠,1.40,2015-10-23 06:47,2015-10-23 08:11,
家务,0.30,2015-10-23 06:29,2015-10-23 06:47,
睡眠,4.72,2015-10-23 01:46,2015-10-23 06:29,
Chaos,0.78,2015-10-23 00:59,2015-10-23 01:46,
交通,0.42,2015-10-23 00:34,2015-10-23 00:59,
GDG,1.70,2015-10-22 22:52,2015-10-23 00:34,
交流,3.35,2015-10-22 19:31,2015-10-22 22:52,
交通,0.88,2015-10-22 18:38,2015-10-22 19:31,
用餐,0.17,2015-10-22 18:28,2015-10-22 18:38,
交通,0.10,2015-10-22 18:22,2015-10-22 18:28,
Chaos,0.25,2015-10-22 18:7,2015-10-22 18:22,
Pt0,1.22,2015-10-22 16:54,2015-10-22 18:7,
Chaos,0.15,2015-10-22 16:45,2015-10-22 16:54,
Pt0,1.67,2015-10-22 15:5,2015-10-22 16:45,
Chaos,0.33,2015-10-22 14:45,2015-10-22 15:5,
交通,0.30,2015-10-22 14:27,2015-10-22 14:45,
Chaos,0.88,2015-10-22 13:34,2015-10-22 14:27,
用餐,0.32,2015-10-22 13:15,2015-10-22 13:34,
交通,0.30,2015-10-22 12:57,2015-10-22 13:15,
Pt0,2.67,2015-10-22 10:17,2015-10-22 12:57,
GDG,1.52,2015-10-22 08:46,2015-10-22 10:17,
交通,0.32,2015-10-22 08:27,2015-10-22 08:46,
家务,1.00,2015-10-22 07:27,2015-10-22 08:27,
睡眠,5.53,2015-10-22 01:55,2015-10-22 07:27,
Chaos,0.62,2015-10-22 01:18,2015-10-22 01:55,
交通,0.52,2015-10-22 00:47,2015-10-22 01:18,
电影,1.45,2015-10-21 23:20,2015-10-22 00:47,
交通,0.22,2015-10-21 23:7,2015-10-21 23:20,
GDG,1.95,2015-10-21 21:10,2015-10-21 23:7,
用餐,0.48,2015-10-21 20:41,2015-10-21 21:10,
交通,0.15,2015-10-21 20:32,2015-10-21 20:41,
GDG,0.45,2015-10-21 20:5,2015-10-21 20:32,
工作,2.27,2015-10-21 17:49,2015-10-21 20:5,
Chaos,0.23,2015-10-21 17:35,2015-10-21 17:49,
Pt0,0.52,2015-10-21 17:4,2015-10-21 17:35,
GDG,0.07,2015-10-21 17:0,2015-10-21 17:4,
Pt0,0.67,2015-10-21 16:20,2015-10-21 17:0,
交流,0.72,2015-10-21 15:37,2015-10-21 16:20,
Pt0,0.55,2015-10-21 15:4,2015-10-21 15:37,
家务,0.13,2015-10-21 14:56,2015-10-21 15:4,
Pt0,0.02,2015-10-21 14:55,2015-10-21 14:56,
交通,0.60,2015-10-21 14:19,2015-10-21 14:55,
Chaos,1.00,2015-10-21 13:19,2015-10-21 14:19,
交通,0.08,2015-10-21 13:14,2015-10-21 13:19,
用餐,0.32,2015-10-21 12:55,2015-10-21 13:14,
交通,0.23,2015-10-21 12:41,2015-10-21 12:55,
Chaos,0.38,2015-10-21 12:18,2015-10-21 12:41,
Pt0,1.50,2015-10-21 10:48,2015-10-21 12:18,
Chaos,0.15,2015-10-21 10:39,2015-10-21 10:48,
交流,0.35,2015-10-21 10:18,2015-10-21 10:39,
GDG,1.55,2015-10-21 08:45,2015-10-21 10:18,
交通,0.27,2015-10-21 08:29,2015-10-21 08:45,
家务,0.30,2015-10-21 08:11,2015-10-21 08:29,
家务,0.07,2015-10-21 08:7,2015-10-21 08:11,
睡眠,1.23,2015-10-21 06:53,2015-10-21 08:7,
家务,0.18,2015-10-21 06:42,2015-10-21 06:53,
睡眠,4.88,2015-10-21 01:49,2015-10-21 06:42,
Chaos,0.70,2015-10-21 01:7,2015-10-21 01:49,
交通,0.27,2015-10-21 00:51,2015-10-21 01:7,
Chaos,0.62,2015-10-21 00:14,2015-10-21 00:51,
GDG,1.38,2015-10-20 22:51,2015-10-21 00:14,
Chaos,1.18,2015-10-20 21:40,2015-10-20 22:51,
交通,0.28,2015-10-20 21:23,2015-10-20 21:40,
交流,1.77,2015-10-20 19:37,2015-10-20 21:23,
交通,0.95,2015-10-20 18:40,2015-10-20 19:37,
GDG,1.17,2015-10-20 17:30,2015-10-20 18:40,
Pt0,1.97,2015-10-20 15:32,2015-10-20 17:30,
Chaos,0.05,2015-10-20 15:29,2015-10-20 15:32,
交流,0.75,2015-10-20 14:44,2015-10-20 15:29,
交通,0.20,2015-10-20 14:32,2015-10-20 14:44,
家务,0.32,2015-10-20 14:12,2015-10-20 14:31,
Chaos,0.52,2015-10-20 13:41,2015-10-20 14:12,
用餐,0.62,2015-10-20 13:4,2015-10-20 13:41,
交通,0.18,2015-10-20 12:53,2015-10-20 13:4,
GDG,2.03,2015-10-20 10:51,2015-10-20 12:53,
交流,1.32,2015-10-20 09:32,2015-10-20 10:51,
GDG,1.02,2015-10-20 08:32,2015-10-20 09:33,
交通,0.65,2015-10-20 07:53,2015-10-20 08:32,
家务,0.23,2015-10-20 07:39,2015-10-20 07:53,
睡眠,5.88,2015-10-20 01:46,2015-10-20 07:39,
Chaos,0.85,2015-10-20 00:55,2015-10-20 01:46,
交通,0.32,2015-10-20 00:36,2015-10-20 00:55,
GDG,2.77,2015-10-19 21:50,2015-10-20 00:36,
Chaos,0.07,2015-10-19 21:46,2015-10-19 21:50,
交流,0.22,2015-10-19 21:33,2015-10-19 21:46,
交通,0.03,2015-10-19 21:31,2015-10-19 21:33,
电影,1.80,2015-10-19 19:43,2015-10-19 21:31,
交通,0.38,2015-10-19 19:20,2015-10-19 19:43,
GDG,1.55,2015-10-19 17:47,2015-10-19 19:20,
Chaos,0.03,2015-10-19 17:45,2015-10-19 17:47,
GDG,0.73,2015-10-19 17:1,2015-10-19 17:45,
交流,0.13,2015-10-19 16:53,2015-10-19 17:1,
Chaos,0.70,2015-10-19 16:11,2015-10-19 16:53,
交流,0.08,2015-10-19 16:6,2015-10-19 16:11,
GDG,0.58,2015-10-19 15:31,2015-10-19 16:6,
家务,0.17,2015-10-19 15:21,2015-10-19 15:31,
Chaos,0.78,2015-10-19 14:34,2015-10-19 15:21,
交通,0.37,2015-10-19 14:12,2015-10-19 14:34,
Chaos,0.48,2015-10-19 13:43,2015-10-19 14:12,
用餐,0.72,2015-10-19 13:0,2015-10-19 13:43,
交通,0.27,2015-10-19 12:44,2015-10-19 13:0,
交流,2.47,2015-10-19 10:16,2015-10-19 12:44,
Chaos,0.32,2015-10-19 09:57,2015-10-19 10:16,
交流,0.77,2015-10-19 09:11,2015-10-19 09:57,
交通,1.07,2015-10-19 08:7,2015-10-19 09:11,
Air,1.15,2015-10-19 06:58,2015-10-19 08:7,
Chaos,0.37,2015-10-19 06:36,2015-10-19 06:58,
交通,0.20,2015-10-19 06:24,2015-10-19 06:36,
家务,0.23,2015-10-19 06:10,2015-10-19 06:24,
睡眠,5.45,2015-10-19 00:43,2015-10-19 06:10,
Chaos,1.03,2015-10-18 23:41,2015-10-19 00:43,
GDG,3.40,2015-10-18 20:17,2015-10-18 23:41,
交通,0.60,2015-10-18 19:41,2015-10-18 20:17,
交流,0.67,2015-10-18 19:1,2015-10-18 19:41,
用餐,0.47,2015-10-18 18:33,2015-10-18 19:1,
GDG,3.08,2015-10-18 15:28,2015-10-18 18:33,
交流,1.18,2015-10-18 14:17,2015-10-18 15:28,
交通,0.65,2015-10-18 13:38,2015-10-18 14:17,
交通,0.05,2015-10-18 13:35,2015-10-18 13:38,
用餐,0.92,2015-10-18 12:40,2015-10-18 13:35,
交通,0.30,2015-10-18 12:22,2015-10-18 12:40,
用餐,0.08,2015-10-18 12:17,2015-10-18 12:22,
家务,0.23,2015-10-18 12:3,2015-10-18 12:17,
GDG,0.98,2015-10-18 11:4,2015-10-18 12:3,
交通,0.63,2015-10-18 10:26,2015-10-18 11:4,
GDG,1.05,2015-10-18 09:23,2015-10-18 10:26,
家务,0.53,2015-10-18 08:51,2015-10-18 09:23,
睡眠,8.60,2015-10-18 00:15,2015-10-18 08:51,
GDG,0.90,2015-10-17 23:21,2015-10-18 00:15,
Chaos,1.65,2015-10-17 21:42,2015-10-17 23:21,
GDG,1.05,2015-10-17 20:39,2015-10-17 21:42,
家务,0.67,2015-10-17 19:59,2015-10-17 20:39,
Chaos,1.08,2015-10-17 18:54,2015-10-17 19:59,
用餐,0.32,2015-10-17 18:35,2015-10-17 18:54,
交通,0.83,2015-10-17 17:45,2015-10-17 18:35,
家务,4.17,2015-10-17 13:35,2015-10-17 17:45,
交通,0.35,2015-10-17 13:14,2015-10-17 13:35,
Chaos,0.67,2015-10-17 12:34,2015-10-17 13:14,
家务,0.62,2015-10-17 11:57,2015-10-17 12:34,
GDG,0.85,2015-10-17 11:6,2015-10-17 11:57,
家务,0.05,2015-10-17 11:3,2015-10-17 11:6,
交通,0.58,2015-10-17 10:28,2015-10-17 11:3,
上网,2.03,2015-10-17 08:26,2015-10-17 10:28,
睡眠,6.90,2015-10-17 01:32,2015-10-17 08:26,
Chaos,0.65,2015-10-17 00:53,2015-10-17 01:32,
GDG,1.20,2015-10-16 23:41,2015-10-17 00:53,
家务,0.13,2015-10-16 23:33,2015-10-16 23:41,
GDG,1.73,2015-10-16 21:49,2015-10-16 23:33,
家务,0.43,2015-10-16 21:22,2015-10-16 21:48,
用餐,0.18,2015-10-16 21:11,2015-10-16 21:22,
交通,0.70,2015-10-16 20:29,2015-10-16 21:11,
Chaos,0.28,2015-10-16 20:12,2015-10-16 20:29,
Air,1.20,2015-10-16 19:0,2015-10-16 20:12,
Chaos,0.70,2015-10-16 18:18,2015-10-16 19:0,
交通,0.83,2015-10-16 17:28,2015-10-16 18:18,
Chaos,0.15,2015-10-16 17:19,2015-10-16 17:28,
交流,1.28,2015-10-16 16:2,2015-10-16 17:19,
GDG,0.48,2015-10-16 15:33,2015-10-16 16:2,
Chaos,0.67,2015-10-16 14:53,2015-10-16 15:33,
交通,0.27,2015-10-16 14:37,2015-10-16 14:53,
Chaos,1.13,2015-10-16 13:29,2015-10-16 14:37,
交通,0.05,2015-10-16 13:26,2015-10-16 13:29,
用餐,0.33,2015-10-16 13:6,2015-10-16 13:26,
交通,0.28,2015-10-16 12:49,2015-10-16 13:6,
Chaos,0.10,2015-10-16 12:43,2015-10-16 12:49,
GDG,1.85,2015-10-16 10:52,2015-10-16 12:43,
GDG,2.45,2015-10-16 08:25,2015-10-16 10:52,
交通,0.37,2015-10-16 08:3,2015-10-16 08:25,
家务,0.15,2015-10-16 07:54,2015-10-16 08:3,
睡眠,6.02,2015-10-16 01:53,2015-10-16 07:54,
Chaos,0.62,2015-10-16 01:16,2015-10-16 01:53,
交通,0.25,2015-10-16 01:1,2015-10-16 01:16,
GDG,1.10,2015-10-15 23:55,2015-10-16 01:1,
Chaos,0.57,2015-10-15 23:21,2015-10-15 23:55,
交流,4.48,2015-10-15 18:52,2015-10-15 23:21,
Pt0,1.25,2015-10-15 17:37,2015-10-15 18:52,
交流,1.93,2015-10-15 15:41,2015-10-15 17:37,
工作,0.32,2015-10-15 15:22,2015-10-15 15:41,
GDG,0.10,2015-10-15 15:16,2015-10-15 15:22,
Chaos,0.48,2015-10-15 14:47,2015-10-15 15:16,
交通,0.33,2015-10-15 14:27,2015-10-15 14:47,
家务,0.28,2015-10-15 14:10,2015-10-15 14:27,
Chaos,0.73,2015-10-15 13:26,2015-10-15 14:10,
家务,0.37,2015-10-15 13:4,2015-10-15 13:26,
用餐,0.33,2015-10-15 12:44,2015-10-15 13:4,
交通,0.38,2015-10-15 12:21,2015-10-15 12:44,
GDG,0.78,2015-10-15 11:34,2015-10-15 12:21,
家务,0.03,2015-10-15 11:32,2015-10-15 11:34,
GDG,1.90,2015-10-15 09:38,2015-10-15 11:32,
Chaos,0.90,2015-10-15 08:44,2015-10-15 09:38,
交通,0.35,2015-10-15 08:23,2015-10-15 08:44,
家务,0.55,2015-10-15 07:50,2015-10-15 08:23,
睡眠,5.92,2015-10-15 01:55,2015-10-15 07:50,
Chaos,1.10,2015-10-15 00:49,2015-10-15 01:55,
交通,0.35,2015-10-15 00:28,2015-10-15 00:49,
GDG,4.10,2015-10-14 20:22,2015-10-15 00:28,
交通,0.28,2015-10-14 20:5,2015-10-14 20:22,
用餐,0.73,2015-10-14 19:21,2015-10-14 20:5,
交通,0.15,2015-10-14 19:12,2015-10-14 19:21,
GDG,1.10,2015-10-14 18:6,2015-10-14 19:12,
交流,0.57,2015-10-14 17:32,2015-10-14 18:6,
Chaos,0.28,2015-10-14 17:15,2015-10-14 17:32,
Pt0,1.90,2015-10-14 15:21,2015-10-14 17:15,
GDG,0.17,2015-10-14 15:11,2015-10-14 15:21,
Chaos,0.43,2015-10-14 14:45,2015-10-14 15:11,
交通,0.22,2015-10-14 14:32,2015-10-14 14:45,
Chaos,0.78,2015-10-14 13:45,2015-10-14 14:32,
家务,0.23,2015-10-14 13:31,2015-10-14 13:45,
交通,0.08,2015-10-14 13:26,2015-10-14 13:31,
用餐,0.20,2015-10-14 13:14,2015-10-14 13:26,
交通,0.20,2015-10-14 13:2,2015-10-14 13:14,
工作,1.45,2015-10-14 11:35,2015-10-14 13:2,
Chaos,0.35,2015-10-14 11:14,2015-10-14 11:35,
交流,0.80,2015-10-14 10:26,2015-10-14 11:14,
Chaos,1.35,2015-10-14 09:5,2015-10-14 10:26,
交通,0.35,2015-10-14 08:44,2015-10-14 09:5,
家务,0.53,2015-10-14 08:12,2015-10-14 08:44,
睡眠,7.08,2015-10-14 01:7,2015-10-14 08:12,
Chaos,1.27,2015-10-13 23:51,2015-10-14 01:7,
交通,0.32,2015-10-13 23:32,2015-10-13 23:51,
工作,1.05,2015-10-13 22:29,2015-10-13 23:32,
GDG,1.40,2015-10-13 21:5,2015-10-13 22:29,
Chaos,0.65,2015-10-13 20:26,2015-10-13 21:5,
交通,0.18,2015-10-13 20:15,2015-10-13 20:26,
用餐,0.65,2015-10-13 19:36,2015-10-13 20:15,
交通,0.18,2015-10-13 19:25,2015-10-13 19:36,
GDG,1.87,2015-10-13 17:33,2015-10-13 19:25,
Chaos,0.75,2015-10-13 16:48,2015-10-13 17:33,
Pt0,1.37,2015-10-13 15:26,2015-10-13 16:48,
GDG,0.35,2015-10-13 15:5,2015-10-13 15:26,
交通,0.28,2015-10-13 14:48,2015-10-13 15:5,
家务,1.67,2015-10-13 13:8,2015-10-13 14:48,
交通,0.15,2015-10-13 12:59,2015-10-13 13:8,
用餐,0.30,2015-10-13 12:41,2015-10-13 12:59,
交通,0.28,2015-10-13 12:24,2015-10-13 12:41,
GDG,1.27,2015-10-13 11:8,2015-10-13 12:24,
Chaos,0.25,2015-10-13 10:53,2015-10-13 11:8,
交流,0.62,2015-10-13 10:16,2015-10-13 10:53,
Chaos,1.50,2015-10-13 08:46,2015-10-13 10:16,
交通,0.35,2015-10-13 08:25,2015-10-13 08:46,
家务,0.43,2015-10-13 07:59,2015-10-13 08:25,
睡眠,6.37,2015-10-13 01:37,2015-10-13 07:59,
Chaos,1.03,2015-10-13 00:35,2015-10-13 01:37,
交通,0.27,2015-10-13 00:19,2015-10-13 00:35,
GDG,1.55,2015-10-12 22:46,2015-10-13 00:19,
GDG,1.48,2015-10-12 21:17,2015-10-12 22:46,
Chaos,0.12,2015-10-12 21:10,2015-10-12 21:17,
OBP,0.65,2015-10-12 20:31,2015-10-12 21:10,
