活动类别,持续时间,开始时间,结束时间,备注
Chaos,0.9,01/01/14 23:38,01/02/14 00:30,
学习,2.3,01/01/14 21:20,01/01/14 23:38,
家务,4.9,01/01/14 16:24,01/01/14 21:20,
Chaos,4.2,01/01/14 12:14,01/01/14 16:24,
家务,3.1,01/01/14 09:06,01/01/14 12:14,
Chaos,0.3,01/01/14 08:50,01/01/14 09:06,
睡眠,6.9,01/01/14 01:56,01/01/14 08:50,
家务,1.3,01/01/14 00:38,01/01/14 01:56,
学习,2.5,12/31/13 22:11,01/01/14 00:38,
家务,1.6,12/31/13 20:36,12/31/13 22:11,
用餐,1.6,12/31/13 18:57,12/31/13 20:36,
交流,2.0,12/31/13 16:57,12/31/13 18:57,
GDG,0.8,12/31/13 16:09,12/31/13 16:57,
Chaos,1.7,12/31/13 14:25,12/31/13 16:09,
交通,0.2,12/31/13 14:12,12/31/13 14:25,
Chaos,0.5,12/31/13 13:40,12/31/13 14:12,
用餐,0.3,12/31/13 13:19,12/31/13 13:40,
交通,0.2,12/31/13 13:07,12/31/13 13:19,
工作,2.5,12/31/13 10:40,12/31/13 13:07,
GDG,1.9,12/31/13 08:48,12/31/13 10:40,
Chaos,0.1,12/31/13 08:41,12/31/13 08:48,
用餐,0.1,12/31/13 08:37,12/31/13 08:41,
交通,0.6,12/31/13 08:00,12/31/13 08:37,
Chaos,0.5,12/31/13 07:30,12/31/13 08:00,
睡眠,7.7,12/30/13 23:46,12/31/13 07:30,
Chaos,1.1,12/30/13 22:40,12/30/13 23:46,
交通,0.4,12/30/13 22:17,12/30/13 22:40,
工作,5.4,12/30/13 16:52,12/30/13 22:17,
Chaos,0.6,12/30/13 16:14,12/30/13 16:52,
学习,0.6,12/30/13 15:36,12/30/13 16:14,
Chaos,1.1,12/30/13 14:27,12/30/13 15:36,
交通,0.3,12/30/13 14:11,12/30/13 14:27,
Chaos,1.2,12/30/13 12:56,12/30/13 14:11,
用餐,0.3,12/30/13 12:38,12/30/13 12:56,
交通,0.3,12/30/13 12:21,12/30/13 12:38,
Chaos,0.4,12/30/13 11:54,12/30/13 12:21,
GDG,1.5,12/30/13 10:26,12/30/13 11:54,
Chaos,1.7,12/30/13 08:45,12/30/13 10:26,
交通,0.8,12/30/13 07:59,12/30/13 08:45,
Chaos,0.6,12/30/13 07:26,12/30/13 07:59,
睡眠,4.6,12/30/13 02:50,12/30/13 07:26,
Chaos,1.9,12/30/13 00:58,12/30/13 02:50,
家务,0.3,12/30/13 00:42,12/30/13 00:58,
GDG,4.8,12/29/13 19:56,12/30/13 00:42,
交通,2.2,12/29/13 17:43,12/29/13 19:56,
交流,4.0,12/29/13 13:42,12/29/13 17:43,
用餐,0.9,12/29/13 12:46,12/29/13 13:42,
交流,3.0,12/29/13 09:45,12/29/13 12:47,
交通,2.2,12/29/13 07:36,12/29/13 09:45,
Chaos,0.2,12/29/13 07:26,12/29/13 07:36,
睡眠,7.3,12/29/13 00:09,12/29/13 07:26,
GDG,1.7,12/28/13 22:26,12/29/13 00:09,
Chaos,3.1,12/28/13 19:18,12/28/13 22:26,
用餐,1.9,12/28/13 17:27,12/28/13 19:18,
Chaos,4.0,12/28/13 13:29,12/28/13 17:27,
