活动类别,持续时间,开始时间,结束时间,备注
Chaos,1.58,2015-05-29 12:22,2015-05-29 13:57,
用餐,0.30,2015-05-29 12:04,2015-05-29 12:22,
交通,0.18,2015-05-29 11:53,2015-05-29 12:04,
Chaos,1.23,2015-05-29 10:39,2015-05-29 11:53,
交流,0.38,2015-05-29 10:16,2015-05-29 10:39,
Chaos,0.43,2015-05-29 09:50,2015-05-29 10:16,
交通,0.30,2015-05-29 09:32,2015-05-29 09:50,
家务,0.68,2015-05-29 08:51,2015-05-29 09:32,
睡眠,5.62,2015-05-29 03:14,2015-05-29 08:51,
Chaos,2.65,2015-05-29 00:35,2015-05-29 03:14,
交通,0.33,2015-05-29 00:15,2015-05-29 00:35,
GDG,0.48,2015-05-28 23:46,2015-05-29 00:15,
Chaos,1.75,2015-05-28 22:01,2015-05-28 23:46,
交通,0.05,2015-05-28 21:58,2015-05-28 22:01,
用餐,2.45,2015-05-28 19:31,2015-05-28 21:58,
交通,0.73,2015-05-28 18:47,2015-05-28 19:31,
Chaos,0.23,2015-05-28 18:33,2015-05-28 18:47,
Pt0,0.53,2015-05-28 18:01,2015-05-28 18:33,
GDG,0.17,2015-05-28 17:51,2015-05-28 18:01,
Pt0,1.18,2015-05-28 16:40,2015-05-28 17:51,
Chaos,0.28,2015-05-28 16:23,2015-05-28 16:40,
交流,1.18,2015-05-28 15:12,2015-05-28 16:23,
Pt0,0.10,2015-05-28 15:05,2015-05-28 15:11,
Chaos,0.55,2015-05-28 14:32,2015-05-28 15:05,
Chaos,0.05,2015-05-28 14:29,2015-05-28 14:32,
交通,0.32,2015-05-28 14:10,2015-05-28 14:29,
Chaos,1.07,2015-05-28 13:06,2015-05-28 14:10,
用餐,0.63,2015-05-28 12:28,2015-05-28 13:06,
交通,0.22,2015-05-28 12:15,2015-05-28 12:28,
交流,1.67,2015-05-28 10:35,2015-05-28 12:15,
Chaos,0.12,2015-05-28 10:28,2015-05-28 10:35,
GDG,0.37,2015-05-28 10:06,2015-05-28 10:28,
Chaos,0.55,2015-05-28 09:33,2015-05-28 10:06,
交通,0.35,2015-05-28 09:12,2015-05-28 09:33,
家务,0.77,2015-05-28 08:26,2015-05-28 09:12,
睡眠,6.38,2015-05-28 02:03,2015-05-28 08:26,
Chaos,2.38,2015-05-27 23:40,2015-05-28 02:03,
家务,1.17,2015-05-27 22:30,2015-05-27 23:40,
交通,0.42,2015-05-27 22:05,2015-05-27 22:30,
Chaos,0.13,2015-05-27 21:57,2015-05-27 22:05,
交通,0.30,2015-05-27 21:39,2015-05-27 21:57,
电影,2.23,2015-05-27 19:25,2015-05-27 21:39,
交通,0.37,2015-05-27 19:03,2015-05-27 19:25,
Chaos,0.63,2015-05-27 18:25,2015-05-27 19:03,
交流,1.63,2015-05-27 16:47,2015-05-27 18:25,
Pt0,0.50,2015-05-27 16:17,2015-05-27 16:47,
Chaos,1.33,2015-05-27 14:57,2015-05-27 16:17,
交通,0.33,2015-05-27 14:37,2015-05-27 14:57,
家务,1.25,2015-05-27 13:22,2015-05-27 14:37,
交通,0.10,2015-05-27 13:16,2015-05-27 13:22,
用餐,0.50,2015-05-27 12:46,2015-05-27 13:16,
GDG,2.13,2015-05-27 10:38,2015-05-27 12:46,
交流,0.25,2015-05-27 10:23,2015-05-27 10:38,
Chaos,0.78,2015-05-27 09:36,2015-05-27 10:23,
交通,0.30,2015-05-27 09:18,2015-05-27 09:36,
家务,0.52,2015-05-27 08:47,2015-05-27 09:18,
睡眠,6.55,2015-05-27 02:14,2015-05-27 08:47,
Chaos,2.02,2015-05-27 00:13,2015-05-27 02:14,
家务,0.23,2015-05-26 23:59,2015-05-27 00:13,
交通,1.22,2015-05-26 22:46,2015-05-26 23:59,
Air,0.73,2015-05-26 22:02,2015-05-26 22:46,
交通,1.40,2015-05-26 20:38,2015-05-26 22:02,
用餐,1.85,2015-05-26 18:47,2015-05-26 20:38,
Chaos,0.17,2015-05-26 18:37,2015-05-26 18:47,
交流,2.40,2015-05-26 16:13,2015-05-26 18:37,
交流,0.23,2015-05-26 16:00,2015-05-26 16:14,
Chaos,0.20,2015-05-26 15:48,2015-05-26 16:00,
交通,1.00,2015-05-26 14:48,2015-05-26 15:48,
Air,0.65,2015-05-26 14:09,2015-05-26 14:48,
Chaos,0.98,2015-05-26 13:10,2015-05-26 14:09,
交通,1.03,2015-05-26 12:08,2015-05-26 13:10,
Chaos,1.62,2015-05-26 10:31,2015-05-26 12:08,
交流,1.08,2015-05-26 09:26,2015-05-26 10:31,
交通,0.28,2015-05-26 09:09,2015-05-26 09:26,
家务,0.37,2015-05-26 08:47,2015-05-26 09:09,
睡眠,6.25,2015-05-26 02:32,2015-05-26 08:47,
Chaos,1.35,2015-05-26 01:11,2015-05-26 02:32,
家务,0.05,2015-05-26 01:08,2015-05-26 01:11,
交通,0.37,2015-05-26 00:46,2015-05-26 01:08,
Chaos,0.53,2015-05-26 00:14,2015-05-26 00:46,
Pt0,0.40,2015-05-25 23:50,2015-05-26 00:14,
GDG,1.58,2015-05-25 22:15,2015-05-25 23:50,
交通,0.53,2015-05-25 21:43,2015-05-25 22:15,
交流,4.45,2015-05-25 17:16,2015-05-25 21:43,
Chaos,0.53,2015-05-25 16:44,2015-05-25 17:16,
OBP,0.50,2015-05-25 16:14,2015-05-25 16:44,
Chaos,0.78,2015-05-25 15:27,2015-05-25 16:14,
GDG,0.48,2015-05-25 14:58,2015-05-25 15:27,
Chaos,0.27,2015-05-25 14:42,2015-05-25 14:58,
交通,0.25,2015-05-25 14:27,2015-05-25 14:42,
家务,1.75,2015-05-25 12:42,2015-05-25 14:27,
交通,0.12,2015-05-25 12:35,2015-05-25 12:42,
用餐,0.33,2015-05-25 12:15,2015-05-25 12:35,
交通,0.23,2015-05-25 12:01,2015-05-25 12:15,
OBP,0.20,2015-05-25 11:49,2015-05-25 12:01,
Chaos,0.32,2015-05-25 11:30,2015-05-25 11:49,
OBP,0.45,2015-05-25 11:03,2015-05-25 11:30,
GDG,0.07,2015-05-25 10:59,2015-05-25 11:03,
Chaos,0.35,2015-05-25 10:38,2015-05-25 10:59,
交流,0.32,2015-05-25 10:19,2015-05-25 10:38,
Chaos,0.20,2015-05-25 10:07,2015-05-25 10:19,
用餐,0.85,2015-05-25 09:16,2015-05-25 10:07,
交通,1.15,2015-05-25 08:07,2015-05-25 09:16,
Air,1.33,2015-05-25 06:47,2015-05-25 08:07,
交通,0.23,2015-05-25 06:33,2015-05-25 06:47,
睡眠,5.52,2015-05-25 01:02,2015-05-25 06:33,
Chaos,1.75,2015-05-24 23:17,2015-05-25 01:02,
家务,0.70,2015-05-24 22:35,2015-05-24 23:17,
Chaos,2.72,2015-05-24 19:52,2015-05-24 22:35,
家务,1.28,2015-05-24 18:35,2015-05-24 19:52,
用餐,1.02,2015-05-24 17:34,2015-05-24 18:35,
交通,0.65,2015-05-24 16:55,2015-05-24 17:34,
Chaos,1.37,2015-05-24 15:33,2015-05-24 16:55,
家务,0.78,2015-05-24 14:46,2015-05-24 15:33,
睡眠,1.67,2015-05-24 13:06,2015-05-24 14:46,
Chaos,0.33,2015-05-24 12:46,2015-05-24 13:06,
家务,0.42,2015-05-24 12:21,2015-05-24 12:46,
交通,1.47,2015-05-24 10:53,2015-05-24 12:21,
学习,1.65,2015-05-24 09:14,2015-05-24 10:53,
交通,0.55,2015-05-24 08:41,2015-05-24 09:14,
家务,0.68,2015-05-24 08:00,2015-05-24 08:41,
睡眠,6.80,2015-05-24 01:12,2015-05-24 08:00,
Chaos,1.82,2015-05-23 23:23,2015-05-24 01:12,
家务,0.20,2015-05-23 23:11,2015-05-23 23:23,
交流,1.23,2015-05-23 21:57,2015-05-23 23:11,
电影,2.48,2015-05-23 19:28,2015-05-23 21:57,
家务,0.90,2015-05-23 18:34,2015-05-23 19:28,
用餐,0.53,2015-05-23 18:02,2015-05-23 18:34,
家务,0.37,2015-05-23 17:40,2015-05-23 18:02,
交通,0.12,2015-05-23 17:33,2015-05-23 17:40,
Chaos,1.33,2015-05-23 16:13,2015-05-23 17:33,
OBP,1.18,2015-05-23 15:02,2015-05-23 16:13,
交通,1.45,2015-05-23 13:35,2015-05-23 15:02,
用餐,0.30,2015-05-23 13:17,2015-05-23 13:35,
交通,0.85,2015-05-23 12:26,2015-05-23 13:17,
学习,3.35,2015-05-23 09:05,2015-05-23 12:26,
交通,0.13,2015-05-23 08:57,2015-05-23 09:05,
用餐,0.25,2015-05-23 08:42,2015-05-23 08:57,
家务,0.67,2015-05-23 08:02,2015-05-23 08:42,
睡眠,6.88,2015-05-23 01:09,2015-05-23 08:02,
Chaos,1.25,2015-05-22 23:54,2015-05-23 01:09,
家务,0.42,2015-05-22 23:30,2015-05-22 23:55,
GDG,0.58,2015-05-22 22:55,2015-05-22 23:30,
交流,1.72,2015-05-22 21:12,2015-05-22 22:55,
家务,0.60,2015-05-22 20:36,2015-05-22 21:12,
交通,0.40,2015-05-22 20:12,2015-05-22 20:36,
Air,1.43,2015-05-22 18:46,2015-05-22 20:12,
Chaos,0.52,2015-05-22 18:15,2015-05-22 18:46,
交通,1.07,2015-05-22 17:11,2015-05-22 18:15,
Chaos,1.00,2015-05-22 16:11,2015-05-22 17:11,
Pt0,0.88,2015-05-22 15:18,2015-05-22 16:11,
Chaos,0.63,2015-05-22 14:40,2015-05-22 15:18,
交通,0.32,2015-05-22 14:21,2015-05-22 14:40,
家务,1.27,2015-05-22 13:05,2015-05-22 14:21,
交通,0.10,2015-05-22 12:59,2015-05-22 13:05,
用餐,0.38,2015-05-22 12:36,2015-05-22 12:59,
交通,0.22,2015-05-22 12:23,2015-05-22 12:36,
Chaos,1.62,2015-05-22 10:46,2015-05-22 12:23,
Chaos,0.08,2015-05-22 10:41,2015-05-22 10:46,
Pt0,0.23,2015-05-22 10:27,2015-05-22 10:41,
交流,0.20,2015-05-22 10:16,2015-05-22 10:28,
Chaos,0.25,2015-05-22 10:01,2015-05-22 10:16,
OBP,0.23,2015-05-22 09:47,2015-05-22 10:01,
交通,0.43,2015-05-22 09:21,2015-05-22 09:47,
家务,0.67,2015-05-22 08:41,2015-05-22 09:21,
睡眠,6.42,2015-05-22 02:16,2015-05-22 08:41,
家务,1.53,2015-05-22 00:44,2015-05-22 02:16,
交通,0.23,2015-05-22 00:30,2015-05-22 00:44,
GDG,2.47,2015-05-21 22:02,2015-05-22 00:30,
交流,0.97,2015-05-21 21:04,2015-05-21 22:02,
Pt0,0.33,2015-05-21 20:44,2015-05-21 21:04,
Chaos,0.40,2015-05-21 20:20,2015-05-21 20:44,
交通,0.27,2015-05-21 20:04,2015-05-21 20:20,
购物,0.20,2015-05-21 19:52,2015-05-21 20:04,
用餐,0.25,2015-05-21 19:37,2015-05-21 19:52,
交通,0.47,2015-05-21 19:09,2015-05-21 19:37,
Pt0,1.03,2015-05-21 18:07,2015-05-21 19:09,
Chaos,0.88,2015-05-21 17:14,2015-05-21 18:07,
Pt0,0.67,2015-05-21 16:34,2015-05-21 17:14,
Chaos,0.38,2015-05-21 16:11,2015-05-21 16:34,
GDG,0.75,2015-05-21 15:26,2015-05-21 16:11,
Pt0,0.32,2015-05-21 15:07,2015-05-21 15:26,
Chaos,0.47,2015-05-21 14:39,2015-05-21 15:07,
交通,0.37,2015-05-21 14:17,2015-05-21 14:39,
Chaos,0.85,2015-05-21 13:26,2015-05-21 14:17,
家务,0.57,2015-05-21 12:52,2015-05-21 13:26,
交通,0.08,2015-05-21 12:47,2015-05-21 12:52,
用餐,0.32,2015-05-21 12:28,2015-05-21 12:47,
交通,0.23,2015-05-21 12:14,2015-05-21 12:28,
Chaos,0.57,2015-05-21 11:40,2015-05-21 12:14,
OBP,1.02,2015-05-21 10:39,2015-05-21 11:40,
Chaos,1.00,2015-05-21 09:39,2015-05-21 10:39,
交通,0.38,2015-05-21 09:16,2015-05-21 09:39,
家务,0.60,2015-05-21 08:40,2015-05-21 09:16,
睡眠,6.53,2015-05-21 02:08,2015-05-21 08:40,
Chaos,1.67,2015-05-21 00:28,2015-05-21 02:08,
交通,0.37,2015-05-21 00:06,2015-05-21 00:28,
Pt0,1.08,2015-05-20 23:01,2015-05-21 00:06,
交通,0.38,2015-05-20 22:38,2015-05-20 23:01,
电影,2.35,2015-05-20 20:17,2015-05-20 22:38,
Chaos,0.57,2015-05-20 19:43,2015-05-20 20:17,
交通,0.22,2015-05-20 19:30,2015-05-20 19:43,
用餐,0.37,2015-05-20 19:08,2015-05-20 19:30,
交通,0.27,2015-05-20 18:52,2015-05-20 19:08,
Chaos,0.05,2015-05-20 18:49,2015-05-20 18:52,
交流,1.33,2015-05-20 17:29,2015-05-20 18:49,
Pt0,0.45,2015-05-20 17:02,2015-05-20 17:29,
Chaos,0.27,2015-05-20 16:46,2015-05-20 17:02,
Pt0,1.27,2015-05-20 15:30,2015-05-20 16:46,
Chaos,0.87,2015-05-20 14:38,2015-05-20 15:30,
交通,0.37,2015-05-20 14:16,2015-05-20 14:38,
家务,1.30,2015-05-20 12:58,2015-05-20 14:16,
用餐,0.38,2015-05-20 12:35,2015-05-20 12:58,
交通,0.22,2015-05-20 12:22,2015-05-20 12:35,
Pt0,0.45,2015-05-20 11:55,2015-05-20 12:22,
Chaos,1.45,2015-05-20 10:28,2015-05-20 11:55,
交流,0.20,2015-05-20 10:16,2015-05-20 10:28,
Chaos,0.77,2015-05-20 09:30,2015-05-20 10:16,
家务,0.75,2015-05-20 08:45,2015-05-20 09:30,
睡眠,7.05,2015-05-20 01:42,2015-05-20 08:45,
Chaos,0.72,2015-05-20 00:59,2015-05-20 01:42,
家务,0.57,2015-05-20 00:25,2015-05-20 00:59,
交通,0.33,2015-05-20 00:05,2015-05-20 00:25,
Pt0,0.12,2015-05-19 23:58,2015-05-20 00:05,
GDG,0.45,2015-05-19 23:31,2015-05-19 23:58,
Chaos,0.57,2015-05-19 22:57,2015-05-19 23:31,
用餐,1.03,2015-05-19 21:57,2015-05-19 22:59,
交流,2.43,2015-05-19 19:31,2015-05-19 21:57,
交通,0.07,2015-05-19 19:27,2015-05-19 19:31,
Chaos,0.08,2015-05-19 19:22,2015-05-19 19:27,
Pt0,1.93,2015-05-19 17:26,2015-05-19 19:22,
Chaos,0.42,2015-05-19 17:01,2015-05-19 17:26,
Pt0,1.38,2015-05-19 15:38,2015-05-19 17:01,
Chaos,0.20,2015-05-19 15:26,2015-05-19 15:38,
交流,0.58,2015-05-19 14:51,2015-05-19 15:26,
Chaos,0.27,2015-05-19 14:35,2015-05-19 14:51,
交通,0.30,2015-05-19 14:17,2015-05-19 14:35,
Chaos,0.35,2015-05-19 13:56,2015-05-19 14:17,
家务,0.53,2015-05-19 13:24,2015-05-19 13:56,
交通,0.17,2015-05-19 13:14,2015-05-19 13:24,
用餐,0.48,2015-05-19 12:45,2015-05-19 13:14,
交通,0.15,2015-05-19 12:36,2015-05-19 12:45,
家务,0.13,2015-05-19 12:28,2015-05-19 12:36,
交通,0.23,2015-05-19 12:14,2015-05-19 12:28,
Pt0,1.38,2015-05-19 10:51,2015-05-19 12:14,
交流,0.58,2015-05-19 10:16,2015-05-19 10:51,
Chaos,0.98,2015-05-19 09:17,2015-05-19 10:16,
交通,0.27,2015-05-19 09:01,2015-05-19 09:17,
家务,0.43,2015-05-19 08:35,2015-05-19 09:01,
睡眠,6.62,2015-05-19 01:58,2015-05-19 08:35,
家务,1.93,2015-05-19 00:02,2015-05-19 01:58,
交通,0.30,2015-05-18 23:44,2015-05-19 00:02,
Pt0,0.77,2015-05-18 22:58,2015-05-18 23:44,
Chaos,0.12,2015-05-18 22:51,2015-05-18 22:58,
Pt0,0.68,2015-05-18 22:10,2015-05-18 22:51,
交通,0.82,2015-05-18 21:21,2015-05-18 22:10,
用餐,1.90,2015-05-18 19:27,2015-05-18 21:21,
Chaos,1.12,2015-05-18 18:20,2015-05-18 19:27,
Pt0,0.68,2015-05-18 17:39,2015-05-18 18:20,
Pt0,1.07,2015-05-18 16:35,2015-05-18 17:39,
Chaos,0.47,2015-05-18 16:07,2015-05-18 16:35,
Pt0,0.03,2015-05-18 16:05,2015-05-18 16:07,
Chaos,0.52,2015-05-18 15:34,2015-05-18 16:05,
Pt0,0.95,2015-05-18 14:37,2015-05-18 15:34,
交通,0.35,2015-05-18 14:16,2015-05-18 14:37,
睡眠,0.93,2015-05-18 13:20,2015-05-18 14:16,
家务,0.43,2015-05-18 12:54,2015-05-18 13:20,
交通,0.18,2015-05-18 12:43,2015-05-18 12:54,
用餐,0.32,2015-05-18 12:24,2015-05-18 12:43,
交通,0.35,2015-05-18 12:03,2015-05-18 12:24,
Pt0,0.92,2015-05-18 11:08,2015-05-18 12:03,
Chaos,0.65,2015-05-18 10:29,2015-05-18 11:08,
交流,0.23,2015-05-18 10:15,2015-05-18 10:29,
Chaos,1.00,2015-05-18 09:15,2015-05-18 10:15,
交通,1.12,2015-05-18 08:08,2015-05-18 09:15,
Air,1.15,2015-05-18 06:59,2015-05-18 08:08,
交通,0.57,2015-05-18 06:25,2015-05-18 06:59,
家务,0.23,2015-05-18 06:11,2015-05-18 06:25,
睡眠,8.37,2015-05-17 21:49,2015-05-18 06:11,
家务,1.30,2015-05-17 20:31,2015-05-17 21:49,
用餐,0.97,2015-05-17 19:33,2015-05-17 20:31,
Chaos,0.40,2015-05-17 19:09,2015-05-17 19:33,
家务,1.68,2015-05-17 17:28,2015-05-17 19:09,
购物,8.83,2015-05-17 08:38,2015-05-17 17:28,
家务,1.23,2015-05-17 07:24,2015-05-17 08:38,
睡眠,7.30,2015-05-17 00:06,2015-05-17 07:24,
Chaos,1.52,2015-05-16 22:35,2015-05-17 00:06,
家务,0.55,2015-05-16 22:02,2015-05-16 22:35,
交通,0.67,2015-05-16 21:22,2015-05-16 22:02,
电影,1.70,2015-05-16 19:40,2015-05-16 21:22,
交通,0.55,2015-05-16 19:07,2015-05-16 19:40,
用餐,1.07,2015-05-16 18:03,2015-05-16 19:07,
家务,1.30,2015-05-16 16:45,2015-05-16 18:03,
睡眠,2.55,2015-05-16 14:12,2015-05-16 16:45,
睡眠,2.55,2015-05-16 14:12,2015-05-16 16:45,
Chaos,0.60,2015-05-16 13:36,2015-05-16 14:12,
家务,1.23,2015-05-16 12:22,2015-05-16 13:36,
Chaos,2.02,2015-05-16 10:21,2015-05-16 12:22,
家务,2.27,2015-05-16 08:05,2015-05-16 10:21,
睡眠,7.17,2015-05-16 00:55,2015-05-16 08:05,
Chaos,1.22,2015-05-15 23:42,2015-05-16 00:55,
家务,0.78,2015-05-15 22:55,2015-05-15 23:42,
GDG,1.85,2015-05-15 21:04,2015-05-15 22:55,
家务,0.55,2015-05-15 20:31,2015-05-15 21:04,
交通,0.35,2015-05-15 20:10,2015-05-15 20:31,
Air,1.43,2015-05-15 18:44,2015-05-15 20:10,
Chaos,0.52,2015-05-15 18:13,2015-05-15 18:44,
交通,1.00,2015-05-15 17:13,2015-05-15 18:13,
Pt0,1.15,2015-05-15 16:04,2015-05-15 17:13,
Pt0,1.68,2015-05-15 14:23,2015-05-15 16:04,
交通,0.32,2015-05-15 14:04,2015-05-15 14:23,
Chaos,0.45,2015-05-15 13:37,2015-05-15 14:04,
家务,0.52,2015-05-15 13:06,2015-05-15 13:37,
用餐,0.62,2015-05-15 12:29,2015-05-15 13:06,
交通,0.20,2015-05-15 12:17,2015-05-15 12:29,
Pt0,1.13,2015-05-15 11:09,2015-05-15 12:17,
Chaos,0.37,2015-05-15 10:47,2015-05-15 11:09,
OBP,0.28,2015-05-15 10:30,2015-05-15 10:47,
交流,0.22,2015-05-15 10:17,2015-05-15 10:30,
OBP,0.05,2015-05-15 10:14,2015-05-15 10:17,
Chaos,1.05,2015-05-15 09:11,2015-05-15 10:14,
交通,0.28,2015-05-15 08:54,2015-05-15 09:11,
家务,0.47,2015-05-15 08:26,2015-05-15 08:54,
睡眠,6.62,2015-05-15 01:49,2015-05-15 08:26,
Chaos,0.08,2015-05-15 01:44,2015-05-15 01:49,
家务,1.25,2015-05-15 00:29,2015-05-15 01:44,
交通,0.37,2015-05-15 00:07,2015-05-15 00:29,
Chaos,0.55,2015-05-14 23:34,2015-05-15 00:07,
Pt0,3.13,2015-05-14 20:26,2015-05-14 23:34,
Chaos,0.27,2015-05-14 20:10,2015-05-14 20:26,
交流,0.35,2015-05-14 19:49,2015-05-14 20:10,
用餐,1.30,2015-05-14 18:31,2015-05-14 19:49,
交通,0.40,2015-05-14 18:07,2015-05-14 18:31,
Chaos,0.33,2015-05-14 17:47,2015-05-14 18:07,
Pt0,1.05,2015-05-14 16:44,2015-05-14 17:47,
Chaos,0.72,2015-05-14 16:01,2015-05-14 16:44,
Pt0,1.38,2015-05-14 14:38,2015-05-14 16:01,
Chaos,0.22,2015-05-14 14:25,2015-05-14 14:38,
交通,0.37,2015-05-14 14:03,2015-05-14 14:25,
家务,1.17,2015-05-14 12:53,2015-05-14 14:03,
交通,0.18,2015-05-14 12:42,2015-05-14 12:53,
用餐,0.22,2015-05-14 12:29,2015-05-14 12:42,
交通,0.18,2015-05-14 12:18,2015-05-14 12:29,
Chaos,0.80,2015-05-14 11:30,2015-05-14 12:18,
GDG,1.85,2015-05-14 09:39,2015-05-14 11:30,
交通,0.33,2015-05-14 09:19,2015-05-14 09:39,
家务,0.53,2015-05-14 08:47,2015-05-14 09:19,
睡眠,7.40,2015-05-14 01:23,2015-05-14 08:47,
Chaos,1.22,2015-05-14 00:10,2015-05-14 01:23,
交通,0.25,2015-05-13 23:55,2015-05-14 00:10,
Chaos,0.57,2015-05-13 23:21,2015-05-13 23:55,
交通,0.20,2015-05-13 23:09,2015-05-13 23:21,
用餐,1.45,2015-05-13 21:42,2015-05-13 23:09,
电影,3.15,2015-05-13 18:33,2015-05-13 21:42,
Chaos,0.63,2015-05-13 17:55,2015-05-13 18:33,
交流,0.60,2015-05-13 17:19,2015-05-13 17:55,
Chaos,1.62,2015-05-13 15:42,2015-05-13 17:19,
学习,1.20,2015-05-13 14:30,2015-05-13 15:42,
交通,0.23,2015-05-13 14:16,2015-05-13 14:30,
家务,1.32,2015-05-13 12:57,2015-05-13 14:16,
交通,0.10,2015-05-13 12:51,2015-05-13 12:57,
用餐,0.42,2015-05-13 12:26,2015-05-13 12:51,
交通,0.17,2015-05-13 12:16,2015-05-13 12:26,
Chaos,0.85,2015-05-13 11:25,2015-05-13 12:16,
家务,0.27,2015-05-13 11:09,2015-05-13 11:25,
Chaos,0.10,2015-05-13 11:03,2015-05-13 11:09,
交流,0.80,2015-05-13 10:15,2015-05-13 11:03,
Chaos,0.73,2015-05-13 09:31,2015-05-13 10:15,
交通,0.58,2015-05-13 08:56,2015-05-13 09:31,
家务,1.00,2015-05-13 07:56,2015-05-13 08:56,
睡眠,7.78,2015-05-13 00:09,2015-05-13 07:56,
Chaos,0.85,2015-05-12 23:18,2015-05-13 00:09,
家务,0.82,2015-05-12 22:29,2015-05-12 23:18,
交通,0.17,2015-05-12 22:19,2015-05-12 22:29,
Chaos,0.08,2015-05-12 22:14,2015-05-12 22:19,
