活动类别,持续时间,开始时间,结束时间,备注
交流,2.80,2015-01-27 21:24,2015-01-28 00:12,
用餐,0.90,2015-01-27 20:30,2015-01-27 21:24,
Chaos,0.25,2015-01-27 20:15,2015-01-27 20:30,
交通,0.77,2015-01-27 19:29,2015-01-27 20:15,
工作,0.48,2015-01-27 19:00,2015-01-27 19:29,
Chaos,0.87,2015-01-27 18:08,2015-01-27 19:00,
交流,1.83,2015-01-27 16:18,2015-01-27 18:08,
Chaos,1.72,2015-01-27 14:35,2015-01-27 16:18,
用餐,1.57,2015-01-27 13:01,2015-01-27 14:35,
Chaos,0.72,2015-01-27 12:18,2015-01-27 13:01,
交通,2.17,2015-01-27 10:08,2015-01-27 12:18,
GDG,0.52,2015-01-27 09:37,2015-01-27 10:08,
家务,1.18,2015-01-27 08:26,2015-01-27 09:37,
睡眠,6.40,2015-01-27 02:02,2015-01-27 08:26,
Chaos,0.60,2015-01-27 01:26,2015-01-27 02:02,
GDG,2.68,2015-01-26 22:45,2015-01-27 01:26,
Chaos,2.52,2015-01-26 20:14,2015-01-26 22:45,
用餐,1.28,2015-01-26 18:57,2015-01-26 20:14,
交流,4.32,2015-01-26 14:38,2015-01-26 18:57,
Chaos,0.98,2015-01-26 13:39,2015-01-26 14:38,
GDG,0.72,2015-01-26 12:56,2015-01-26 13:39,
用餐,0.40,2015-01-26 12:32,2015-01-26 12:56,
工作,0.18,2015-01-26 12:21,2015-01-26 12:32,
GDG,2.50,2015-01-26 09:51,2015-01-26 12:21,
Chaos,0.70,2015-01-26 09:09,2015-01-26 09:51,
用餐,0.45,2015-01-26 08:42,2015-01-26 09:09,
家务,0.38,2015-01-26 08:19,2015-01-26 08:42,
睡眠,6.47,2015-01-26 01:51,2015-01-26 08:19,
GDG,2.43,2015-01-25 23:25,2015-01-26 01:51,
用餐,0.57,2015-01-25 22:51,2015-01-25 23:25,
Chaos,0.43,2015-01-25 22:25,2015-01-25 22:51,
交通,2.12,2015-01-25 20:18,2015-01-25 22:25,
Air,3.42,2015-01-25 16:53,2015-01-25 20:18,
交通,2.83,2015-01-25 14:03,2015-01-25 16:53,
睡眠,0.95,2015-01-25 13:06,2015-01-25 14:03,
用餐,1.02,2015-01-25 12:06,2015-01-25 13:07,
Chaos,1.08,2015-01-25 11:01,2015-01-25 12:06,
家务,2.23,2015-01-25 08:47,2015-01-25 11:01,
睡眠,8.18,2015-01-25 00:36,2015-01-25 08:47,
Chaos,0.73,2015-01-24 23:52,2015-01-25 00:36,
OBP,0.53,2015-01-24 23:20,2015-01-24 23:52,
OBP,2.02,2015-01-24 21:20,2015-01-24 23:21,
交通,0.80,2015-01-24 20:32,2015-01-24 21:20,
工作,0.07,2015-01-24 20:28,2015-01-24 20:32,
交通,0.67,2015-01-24 19:48,2015-01-24 20:28,
家务,0.65,2015-01-24 19:09,2015-01-24 19:48,
用餐,0.37,2015-01-24 18:47,2015-01-24 19:09,
家务,1.72,2015-01-24 17:04,2015-01-24 18:47,
睡眠,1.52,2015-01-24 15:33,2015-01-24 17:04,
Chaos,0.22,2015-01-24 15:20,2015-01-24 15:33,
睡眠,0.50,2015-01-24 14:50,2015-01-24 15:20,
Chaos,0.48,2015-01-24 14:21,2015-01-24 14:50,
OBP,1.53,2015-01-24 12:49,2015-01-24 14:21,
用餐,0.52,2015-01-24 12:18,2015-01-24 12:49,
家务,4.42,2015-01-24 07:53,2015-01-24 12:18,
睡眠,7.48,2015-01-24 00:24,2015-01-24 07:53,
Chaos,1.68,2015-01-23 22:43,2015-01-24 00:24,
用餐,0.57,2015-01-23 22:09,2015-01-23 22:43,
家务,0.52,2015-01-23 21:38,2015-01-23 22:09,
GDG,2.53,2015-01-23 19:06,2015-01-23 21:38,
Chaos,0.38,2015-01-23 18:43,2015-01-23 19:06,
工作,0.78,2015-01-23 17:56,2015-01-23 18:43,
阅读,0.33,2015-01-23 17:35,2015-01-23 17:55,
GDG,0.37,2015-01-23 17:13,2015-01-23 17:35,
Chaos,0.68,2015-01-23 16:32,2015-01-23 17:13,
OBP,0.93,2015-01-23 15:36,2015-01-23 16:32,
GDG,0.13,2015-01-23 15:28,2015-01-23 15:36,
Chaos,0.37,2015-01-23 15:06,2015-01-23 15:28,
OBP,0.05,2015-01-23 15:03,2015-01-23 15:06,
Chaos,0.05,2015-01-23 15:00,2015-01-23 15:03,
交通,0.42,2015-01-23 14:35,2015-01-23 15:00,
Chaos,1.27,2015-01-23 13:19,2015-01-23 14:35,
用餐,0.45,2015-01-23 12:52,2015-01-23 13:19,
交通,0.37,2015-01-23 12:30,2015-01-23 12:52,
上网,0.53,2015-01-23 11:58,2015-01-23 12:30,
GDG,3.03,2015-01-23 08:56,2015-01-23 11:58,
用餐,0.50,2015-01-23 08:26,2015-01-23 08:56,
交通,0.37,2015-01-23 08:04,2015-01-23 08:26,
家务,0.73,2015-01-23 07:20,2015-01-23 08:04,
睡眠,4.68,2015-01-23 02:39,2015-01-23 07:20,
家务,0.08,2015-01-23 02:34,2015-01-23 02:39,
电影,2.90,2015-01-22 23:40,2015-01-23 02:34,
家务,1.20,2015-01-22 22:28,2015-01-22 23:40,
交通,0.30,2015-01-22 22:10,2015-01-22 22:28,
GDG,2.03,2015-01-22 20:08,2015-01-22 22:10,
Chaos,1.35,2015-01-22 18:47,2015-01-22 20:08,
GDG,2.08,2015-01-22 16:42,2015-01-22 18:47,
工作,1.15,2015-01-22 15:33,2015-01-22 16:42,
交通,0.93,2015-01-22 14:37,2015-01-22 15:33,
Chaos,1.42,2015-01-22 13:12,2015-01-22 14:37,
用餐,0.35,2015-01-22 12:51,2015-01-22 13:12,
交通,0.33,2015-01-22 12:31,2015-01-22 12:51,
GDG,1.27,2015-01-22 11:15,2015-01-22 12:31,
家务,0.28,2015-01-22 10:58,2015-01-22 11:15,
GDG,1.63,2015-01-22 09:20,2015-01-22 10:58,
Chaos,0.88,2015-01-22 08:27,2015-01-22 09:20,
交通,0.63,2015-01-22 07:49,2015-01-22 08:27,
家务,0.22,2015-01-22 07:36,2015-01-22 07:49,
睡眠,5.77,2015-01-22 01:50,2015-01-22 07:36,
Chaos,0.95,2015-01-22 00:53,2015-01-22 01:50,
学习,0.38,2015-01-22 00:30,2015-01-22 00:53,
Chaos,0.05,2015-01-22 00:27,2015-01-22 00:30,
家务,0.57,2015-01-21 23:53,2015-01-22 00:27,
交通,0.23,2015-01-21 23:39,2015-01-21 23:53,
GDG,4.65,2015-01-21 19:00,2015-01-21 23:39,
Chaos,0.58,2015-01-21 18:25,2015-01-21 19:00,
交流,0.72,2015-01-21 17:42,2015-01-21 18:25,
Chaos,0.28,2015-01-21 17:25,2015-01-21 17:42,
GDG,2.02,2015-01-21 15:24,2015-01-21 17:25,
Chaos,0.20,2015-01-21 15:12,2015-01-21 15:24,
交通,0.30,2015-01-21 14:54,2015-01-21 15:12,
家务,1.58,2015-01-21 13:19,2015-01-21 14:54,
交通,0.37,2015-01-21 12:57,2015-01-21 13:19,
GDG,2.07,2015-01-21 10:53,2015-01-21 12:57,
工作,0.57,2015-01-21 10:19,2015-01-21 10:53,
Chaos,0.50,2015-01-21 09:49,2015-01-21 10:19,
家务,1.52,2015-01-21 08:18,2015-01-21 09:49,
交通,0.28,2015-01-21 08:01,2015-01-21 08:18,
家务,0.62,2015-01-21 07:24,2015-01-21 08:01,
睡眠,7.02,2015-01-21 00:23,2015-01-21 07:24,
Chaos,0.78,2015-01-20 23:36,2015-01-21 00:23,
学习,1.68,2015-01-20 21:55,2015-01-20 23:36,
家务,1.12,2015-01-20 20:48,2015-01-20 21:55,
交通,3.95,2015-01-20 16:51,2015-01-20 20:48,
交流,1.78,2015-01-20 15:04,2015-01-20 16:51,
交通,2.98,2015-01-20 12:05,2015-01-20 15:04,
Chaos,0.63,2015-01-20 11:27,2015-01-20 12:05,
交通,1.25,2015-01-20 10:12,2015-01-20 11:27,
Chaos,0.35,2015-01-20 09:51,2015-01-20 10:12,
用餐,0.23,2015-01-20 09:37,2015-01-20 09:51,
Chaos,0.25,2015-01-20 09:22,2015-01-20 09:37,
家务,0.48,2015-01-20 08:53,2015-01-20 09:22,
睡眠,8.28,2015-01-20 00:36,2015-01-20 08:53,
Chaos,2.08,2015-01-19 22:31,2015-01-20 00:36,
GDG,3.62,2015-01-19 18:54,2015-01-19 22:31,
用餐,0.62,2015-01-19 18:17,2015-01-19 18:54,
交流,0.75,2015-01-19 17:32,2015-01-19 18:17,
交通,0.65,2015-01-19 16:53,2015-01-19 17:32,
交流,2.80,2015-01-19 14:05,2015-01-19 16:53,
用餐,0.28,2015-01-19 13:48,2015-01-19 14:05,
用餐,1.00,2015-01-19 12:48,2015-01-19 13:48,
交通,0.62,2015-01-19 12:11,2015-01-19 12:48,
交流,0.42,2015-01-19 11:46,2015-01-19 12:11,
交通,1.13,2015-01-19 10:38,2015-01-19 11:46,
Chaos,0.18,2015-01-19 10:27,2015-01-19 10:38,
交通,2.27,2015-01-19 08:11,2015-01-19 10:27,
家务,0.62,2015-01-19 07:34,2015-01-19 08:11,
睡眠,7.22,2015-01-19 00:21,2015-01-19 07:34,
Chaos,0.08,2015-01-19 00:16,2015-01-19 00:21,
上网,3.05,2015-01-18 21:13,2015-01-19 00:16,
家务,2.55,2015-01-18 18:40,2015-01-18 21:13,
交通,0.50,2015-01-18 18:10,2015-01-18 18:40,
用餐,2.60,2015-01-18 15:34,2015-01-18 18:10,
Chaos,0.98,2015-01-18 14:35,2015-01-18 15:34,
电影,1.82,2015-01-18 12:46,2015-01-18 14:35,
交通,0.23,2015-01-18 12:32,2015-01-18 12:46,
家务,1.70,2015-01-18 10:50,2015-01-18 12:32,
运动,0.22,2015-01-18 10:37,2015-01-18 10:50,
家务,1.03,2015-01-18 09:35,2015-01-18 10:37,
用餐,0.53,2015-01-18 09:03,2015-01-18 09:35,
家务,1.00,2015-01-18 08:03,2015-01-18 09:03,
睡眠,7.97,2015-01-18 00:05,2015-01-18 08:03,
家务,0.27,2015-01-17 23:49,2015-01-18 00:05,
Chaos,1.12,2015-01-17 22:42,2015-01-17 23:49,
家务,2.53,2015-01-17 20:10,2015-01-17 22:42,
交通,0.08,2015-01-17 20:05,2015-01-17 20:10,
用餐,0.67,2015-01-17 19:25,2015-01-17 20:05,
交通,1.88,2015-01-17 17:32,2015-01-17 19:25,
交流,1.15,2015-01-17 16:23,2015-01-17 17:32,
Chaos,0.80,2015-01-17 15:35,2015-01-17 16:23,
交流,1.68,2015-01-17 13:54,2015-01-17 15:35,
OBP,0.33,2015-01-17 13:34,2015-01-17 13:54,
交流,0.40,2015-01-17 13:10,2015-01-17 13:34,
OBP,0.07,2015-01-17 13:06,2015-01-17 13:10,
Chaos,0.23,2015-01-17 12:52,2015-01-17 13:06,
用餐,0.23,2015-01-17 12:38,2015-01-17 12:52,
OBP,0.07,2015-01-17 12:34,2015-01-17 12:38,
交通,0.57,2015-01-17 12:00,2015-01-17 12:34,
交流,1.42,2015-01-17 10:35,2015-01-17 12:00,
Chaos,0.12,2015-01-17 10:28,2015-01-17 10:35,
OBP,0.67,2015-01-17 09:48,2015-01-17 10:28,
交通,1.12,2015-01-17 08:41,2015-01-17 09:48,
Chaos,0.53,2015-01-17 08:09,2015-01-17 08:41,
用餐,0.33,2015-01-17 07:49,2015-01-17 08:09,
家务,0.60,2015-01-17 07:13,2015-01-17 07:49,
睡眠,6.35,2015-01-17 00:52,2015-01-17 07:13,
Chaos,1.53,2015-01-16 23:20,2015-01-17 00:52,
工作,0.93,2015-01-16 22:24,2015-01-16 23:20,
OBP,1.38,2015-01-16 21:01,2015-01-16 22:24,
Chaos,0.33,2015-01-16 20:41,2015-01-16 21:01,
用餐,0.75,2015-01-16 19:56,2015-01-16 20:41,
Chaos,0.40,2015-01-16 19:32,2015-01-16 19:56,
交通,0.18,2015-01-16 19:21,2015-01-16 19:32,
交通,0.60,2015-01-16 18:46,2015-01-16 19:22,
交流,1.85,2015-01-16 16:55,2015-01-16 18:46,
OBP,0.83,2015-01-16 16:05,2015-01-16 16:55,
Chaos,0.63,2015-01-16 15:27,2015-01-16 16:05,
交流,0.68,2015-01-16 14:46,2015-01-16 15:27,
Chaos,0.58,2015-01-16 14:11,2015-01-16 14:46,
交流,0.55,2015-01-16 13:38,2015-01-16 14:11,
用餐,0.80,2015-01-16 12:50,2015-01-16 13:38,
交通,0.45,2015-01-16 12:23,2015-01-16 12:50,
交流,1.60,2015-01-16 10:47,2015-01-16 12:23,
交流,0.70,2015-01-16 10:05,2015-01-16 10:47,
交通,0.28,2015-01-16 09:48,2015-01-16 10:05,
用餐,0.73,2015-01-16 09:04,2015-01-16 09:48,
睡眠,7.52,2015-01-16 01:33,2015-01-16 09:04,
Chaos,0.87,2015-01-16 00:41,2015-01-16 01:33,
交流,2.22,2015-01-15 22:28,2015-01-16 00:41,
工作,0.68,2015-01-15 21:47,2015-01-15 22:28,
Chaos,2.10,2015-01-15 19:41,2015-01-15 21:47,
交流,2.47,2015-01-15 17:13,2015-01-15 19:41,
交通,1.15,2015-01-15 16:04,2015-01-15 17:13,
交流,2.00,2015-01-15 14:04,2015-01-15 16:04,
交通,1.62,2015-01-15 12:28,2015-01-15 14:05,
交流,1.00,2015-01-15 11:28,2015-01-15 12:28,
交通,1.75,2015-01-15 09:43,2015-01-15 11:28,
Chaos,0.88,2015-01-15 08:50,2015-01-15 09:43,
用餐,0.13,2015-01-15 08:42,2015-01-15 08:50,
交通,0.53,2015-01-15 08:10,2015-01-15 08:42,
家务,0.68,2015-01-15 07:29,2015-01-15 08:10,
睡眠,6.88,2015-01-15 00:36,2015-01-15 07:29,
Chaos,1.02,2015-01-14 23:35,2015-01-15 00:36,
家务,0.70,2015-01-14 22:53,2015-01-14 23:35,
用餐,0.62,2015-01-14 22:16,2015-01-14 22:53,
家务,0.20,2015-01-14 22:04,2015-01-14 22:16,
交通,0.22,2015-01-14 21:51,2015-01-14 22:04,
交流,1.25,2015-01-14 20:36,2015-01-14 21:51,
Pt0,2.65,2015-01-14 17:57,2015-01-14 20:36,
GDG,0.45,2015-01-14 17:30,2015-01-14 17:57,
家务,0.12,2015-01-14 17:23,2015-01-14 17:30,
Pt0,0.95,2015-01-14 16:26,2015-01-14 17:23,
交流,0.37,2015-01-14 16:04,2015-01-14 16:26,
Pt0,0.57,2015-01-14 15:30,2015-01-14 16:04,
Chaos,0.15,2015-01-14 15:21,2015-01-14 15:30,
交通,0.27,2015-01-14 15:05,2015-01-14 15:21,
Chaos,1.53,2015-01-14 13:33,2015-01-14 15:05,
用餐,0.05,2015-01-14 13:30,2015-01-14 13:33,
交通,1.15,2015-01-14 12:21,2015-01-14 13:30,
交流,0.12,2015-01-14 12:14,2015-01-14 12:21,
Pt0,1.23,2015-01-14 11:00,2015-01-14 12:14,
交流,1.07,2015-01-14 09:56,2015-01-14 11:00,
工作,0.68,2015-01-14 09:15,2015-01-14 09:56,
Pt0,0.22,2015-01-14 09:02,2015-01-14 09:15,
Chaos,0.23,2015-01-14 08:48,2015-01-14 09:02,
家务,1.87,2015-01-14 06:56,2015-01-14 08:48,
睡眠,6.08,2015-01-14 00:51,2015-01-14 06:56,
Chaos,0.77,2015-01-14 00:05,2015-01-14 00:51,
交通,1.27,2015-01-13 22:49,2015-01-14 00:05,
Pt0,0.42,2015-01-13 22:24,2015-01-13 22:49,
Chaos,0.20,2015-01-13 22:12,2015-01-13 22:24,
交流,1.02,2015-01-13 21:12,2015-01-13 22:13,
阅读,1.52,2015-01-13 19:41,2015-01-13 21:12,
Chaos,0.12,2015-01-13 19:34,2015-01-13 19:41,
工作,0.90,2015-01-13 18:40,2015-01-13 19:34,
GDG,1.58,2015-01-13 17:05,2015-01-13 18:40,
家务,1.03,2015-01-13 16:03,2015-01-13 17:05,
工作,1.28,2015-01-13 14:46,2015-01-13 16:03,
交通,0.33,2015-01-13 14:26,2015-01-13 14:46,
Chaos,0.87,2015-01-13 13:34,2015-01-13 14:26,
Chaos,0.15,2015-01-13 13:25,2015-01-13 13:34,
用餐,0.30,2015-01-13 13:07,2015-01-13 13:25,
家务,0.17,2015-01-13 12:57,2015-01-13 13:07,
交通,0.27,2015-01-13 12:41,2015-01-13 12:57,
GDG,1.77,2015-01-13 10:55,2015-01-13 12:41,
上网,1.23,2015-01-13 09:41,2015-01-13 10:55,
GDG,0.83,2015-01-13 08:51,2015-01-13 09:41,
Chaos,0.25,2015-01-13 08:36,2015-01-13 08:51,
用餐,0.40,2015-01-13 08:12,2015-01-13 08:36,
交通,0.43,2015-01-13 07:46,2015-01-13 08:12,
家务,0.45,2015-01-13 07:19,2015-01-13 07:46,
睡眠,6.55,2015-01-13 00:46,2015-01-13 07:19,
交流,0.25,2015-01-13 00:31,2015-01-13 00:46,
Chaos,0.37,2015-01-13 00:09,2015-01-13 00:31,
家务,0.17,2015-01-12 23:59,2015-01-13 00:09,
交通,0.37,2015-01-12 23:37,2015-01-12 23:59,
电影,0.65,2015-01-12 22:58,2015-01-12 23:37,
电影,1.00,2015-01-12 21:58,2015-01-12 22:58,
交通,0.18,2015-01-12 21:47,2015-01-12 21:58,
OBP,1.90,2015-01-12 19:53,2015-01-12 21:47,
Chaos,0.78,2015-01-12 19:06,2015-01-12 19:53,
用餐,0.70,2015-01-12 18:24,2015-01-12 19:06,
OBP,1.90,2015-01-12 16:30,2015-01-12 18:24,
Chaos,0.18,2015-01-12 16:19,2015-01-12 16:30,
OBP,1.62,2015-01-12 14:42,2015-01-12 16:19,
Chaos,0.17,2015-01-12 14:32,2015-01-12 14:42,
交通,0.25,2015-01-12 14:17,2015-01-12 14:32,
Chaos,0.87,2015-01-12 13:25,2015-01-12 14:17,
用餐,0.38,2015-01-12 13:02,2015-01-12 13:25,
家务,0.17,2015-01-12 12:52,2015-01-12 13:02,
交通,0.40,2015-01-12 12:28,2015-01-12 12:52,
交流,2.05,2015-01-12 10:25,2015-01-12 12:28,
GDG,1.58,2015-01-12 08:50,2015-01-12 10:25,
交通,0.85,2015-01-12 07:59,2015-01-12 08:50,
家务,0.60,2015-01-12 07:23,2015-01-12 07:59,
睡眠,6.82,2015-01-12 00:34,2015-01-12 07:23,
交通,0.93,2015-01-11 23:38,2015-01-12 00:34,
电影,2.12,2015-01-11 21:31,2015-01-11 23:38,
交通,0.12,2015-01-11 21:24,2015-01-11 21:31,
Chaos,2.18,2015-01-11 19:13,2015-01-11 21:24,
用餐,1.92,2015-01-11 17:18,2015-01-11 19:13,
Chaos,0.67,2015-01-11 16:38,2015-01-11 17:18,
Chaos,2.00,2015-01-11 14:38,2015-01-11 16:38,
用餐,1.50,2015-01-11 13:08,2015-01-11 14:38,
Chaos,1.72,2015-01-11 11:25,2015-01-11 13:08,
家务,0.77,2015-01-11 10:39,2015-01-11 11:25,
用餐,0.65,2015-01-11 10:00,2015-01-11 10:39,
家务,0.37,2015-01-11 09:38,2015-01-11 10:00,
睡眠,9.38,2015-01-11 00:15,2015-01-11 09:38,
阅读,1.90,2015-01-10 22:21,2015-01-11 00:15,
Chaos,0.80,2015-01-10 21:33,2015-01-10 22:21,
交流,1.58,2015-01-10 19:58,2015-01-10 21:33,
用餐,0.78,2015-01-10 19:11,2015-01-10 19:58,
交通,2.00,2015-01-10 17:11,2015-01-10 19:11,
GDG,3.22,2015-01-10 13:58,2015-01-10 17:11,
交通,0.88,2015-01-10 13:05,2015-01-10 13:58,
家务,2.05,2015-01-10 11:02,2015-01-10 13:05,
用餐,0.33,2015-01-10 10:42,2015-01-10 11:02,
交通,0.30,2015-01-10 10:24,2015-01-10 10:42,
家务,1.05,2015-01-10 09:21,2015-01-10 10:24,
睡眠,8.50,2015-01-10 00:51,2015-01-10 09:21,
Chaos,2.52,2015-01-09 22:20,2015-01-10 00:51,
用餐,0.48,2015-01-09 21:51,2015-01-09 22:20,
家务,0.27,2015-01-09 21:35,2015-01-09 21:51,
交通,0.30,2015-01-09 21:17,2015-01-09 21:35,
Chaos,0.48,2015-01-09 20:48,2015-01-09 21:17,
OBP,0.42,2015-01-09 20:23,2015-01-09 20:48,
Chaos,1.78,2015-01-09 18:36,2015-01-09 20:23,
OBP,1.48,2015-01-09 17:07,2015-01-09 18:36,
Chaos,0.27,2015-01-09 16:51,2015-01-09 17:07,
GDG,1.27,2015-01-09 15:35,2015-01-09 16:51,
Chaos,0.37,2015-01-09 15:13,2015-01-09 15:35,
交通,0.30,2015-01-09 14:55,2015-01-09 15:13,
Chaos,1.25,2015-01-09 13:40,2015-01-09 14:55,
用餐,0.20,2015-01-09 13:28,2015-01-09 13:40,
家务,0.20,2015-01-09 13:16,2015-01-09 13:28,
交通,0.25,2015-01-09 13:01,2015-01-09 13:16,
GDG,2.22,2015-01-09 10:48,2015-01-09 13:01,
Chaos,0.53,2015-01-09 10:16,2015-01-09 10:48,
阅读,0.50,2015-01-09 09:46,2015-01-09 10:16,
Chaos,0.80,2015-01-09 08:58,2015-01-09 09:46,
用餐,0.40,2015-01-09 08:34,2015-01-09 08:58,
交通,0.70,2015-01-09 07:52,2015-01-09 08:34,
家务,0.47,2015-01-09 07:24,2015-01-09 07:52,
睡眠,5.50,2015-01-09 01:54,2015-01-09 07:24,
Chaos,1.23,2015-01-09 00:40,2015-01-09 01:54,
交通,0.47,2015-01-09 00:12,2015-01-09 00:40,
OBP,1.93,2015-01-08 22:16,2015-01-09 00:12,
Chaos,0.03,2015-01-08 22:14,2015-01-08 22:16,
工作,0.50,2015-01-08 21:44,2015-01-08 22:14,
上网,0.17,2015-01-08 21:34,2015-01-08 21:44,
Chaos,0.30,2015-01-08 21:16,2015-01-08 21:34,
工作,0.48,2015-01-08 20:47,2015-01-08 21:16,
Chaos,0.05,2015-01-08 20:44,2015-01-08 20:47,
交通,0.13,2015-01-08 20:36,2015-01-08 20:44,
用餐,0.93,2015-01-08 19:40,2015-01-08 20:36,
交通,0.18,2015-01-08 19:29,2015-01-08 19:40,
工作,0.18,2015-01-08 19:18,2015-01-08 19:29,
上网,0.88,2015-01-08 18:25,2015-01-08 19:18,
GDG,0.57,2015-01-08 17:51,2015-01-08 18:25,
Chaos,0.03,2015-01-08 17:49,2015-01-08 17:51,
GDG,1.07,2015-01-08 16:45,2015-01-08 17:49,
Chaos,0.22,2015-01-08 16:32,2015-01-08 16:45,
上网,0.80,2015-01-08 15:44,2015-01-08 16:32,
Chaos,0.70,2015-01-08 15:02,2015-01-08 15:44,
交通,0.37,2015-01-08 14:40,2015-01-08 15:02,
Chaos,0.78,2015-01-08 13:53,2015-01-08 14:40,
用餐,0.45,2015-01-08 13:26,2015-01-08 13:53,
家务,0.32,2015-01-08 13:07,2015-01-08 13:26,
交通,0.33,2015-01-08 12:47,2015-01-08 13:07,
