活动类别,持续时间,开始时间,结束时间,备注
Chaos,0.2,03/28 15:47,03/28 16:02,
交流,1.1,03/28 14:42,03/28 15:47,
Chaos,1.8,03/28 12:51,03/28 14:42,
用餐,0.3,03/28 12:31,03/28 12:51,
用餐,0.1,03/28 12:23,03/28 12:31,
交流,3.7,03/28 08:43,03/28 12:23,
交通,1.0,03/28 07:46,03/28 08:43,
Chaos,0.6,03/28 07:07,03/28 07:46,
睡眠,5.5,03/28 01:37,03/28 07:07,
电影,1.3,03/28 00:21,03/28 01:37,
Chaos,0.9,03/27 23:25,03/28 00:21,
用餐,0.8,03/27 22:38,03/27 23:25,
交通,0.1,03/27 22:29,03/27 22:38,
Chaos,0.2,03/27 22:19,03/27 22:29,
Pt0,1.3,03/27 21:02,03/27 22:19,
工作,1.3,03/27 19:45,03/27 21:02,
Chaos,0.6,03/27 19:08,03/27 19:45,
学习,2.2,03/27 16:54,03/27 19:08,
Pt0,1.1,03/27 15:51,03/27 16:54,
学习,1.3,03/27 14:36,03/27 15:51,
Chaos,0.1,03/27 14:31,03/27 14:36,
Pt0,0.2,03/27 14:18,03/27 14:31,
Chaos,0.0,03/27 14:17,03/27 14:18,
交通,0.3,03/27 14:01,03/27 14:17,
Chaos,1.5,03/27 12:30,03/27 14:01,
交通,0.2,03/27 12:18,03/27 12:30,
交流,1.5,03/27 10:48,03/27 12:18,
Chaos,0.1,03/27 10:42,03/27 10:48,
阅读,0.4,03/27 10:17,03/27 10:42,
工作,0.2,03/27 10:03,03/27 10:17,
交流,0.5,03/27 09:35,03/27 10:03,
Chaos,0.9,03/27 08:39,03/27 09:35,
用餐,0.8,03/27 07:50,03/27 08:39,
家务,0.2,03/27 07:40,03/27 07:50,
Chaos,0.6,03/27 07:07,03/27 07:40,
睡眠,5.2,03/27 01:53,03/27 07:07,
电影,2.2,03/26 23:41,03/27 01:53,
工作,2.7,03/26 21:00,03/26 23:41,
家务,1.8,03/26 19:11,03/26 21:00,
用餐,0.7,03/26 18:29,03/26 19:11,
交流,1.4,03/26 17:03,03/26 18:29,
交流,0.4,03/26 16:39,03/26 17:03,
Chaos,2.1,03/26 14:36,03/26 16:39,
交通,0.3,03/26 14:15,03/26 14:36,
Chaos,1.1,03/26 13:08,03/26 14:15,
用餐,0.5,03/26 12:40,03/26 13:08,
工作,1.1,03/26 11:32,03/26 12:40,
Chaos,0.7,03/26 10:51,03/26 11:32,
阅读,1.0,03/26 09:48,03/26 10:51,
工作,1.0,03/26 08:50,03/26 09:48,
Chaos,0.3,03/26 08:34,03/26 08:50,
家务,0.9,03/26 07:38,03/26 08:34,
Chaos,0.4,03/26 07:13,03/26 07:38,
睡眠,5.6,03/26 01:39,03/26 07:13,
电影,2.2,03/25 23:24,03/26 01:39,
阅读,1.3,03/25 22:07,03/25 23:24,
家务,3.0,03/25 19:08,03/25 22:07,
交通,0.2,03/25 18:55,03/25 19:08,
用餐,0.5,03/25 18:22,03/25 18:55,
Chaos,1.5,03/25 16:52,03/25 18:22,
家务,0.8,03/25 16:02,03/25 16:52,
交流,0.5,03/25 15:35,03/25 16:02,
Chaos,0.8,03/25 14:47,03/25 15:35,
交通,0.5,03/25 14:18,03/25 14:47,
睡眠,1.0,03/25 13:16,03/25 14:18,
Chaos,1.0,03/25 12:17,03/25 13:16,
交流,0.7,03/25 11:37,03/25 12:17,
Chaos,0.4,03/25 11:11,03/25 11:37,
购物,0.2,03/25 10:56,03/25 11:11,
Chaos,0.3,03/25 10:40,03/25 10:56,
交流,1.6,03/25 09:02,03/25 10:40,
Chaos,0.5,03/25 08:30,03/25 09:02,
用餐,0.3,03/25 08:10,03/25 08:26,
交通,0.4,03/25 07:45,03/25 08:10,
Chaos,0.5,03/25 07:13,03/25 07:45,
睡眠,5.3,03/25 01:55,03/25 07:13,
交流,3.1,03/24 22:46,03/25 01:55,
O.B.P,1.2,03/24 21:35,03/24 22:46,
Chaos,1.6,03/24 20:02,03/24 21:35,
用餐,0.6,03/24 19:24,03/24 20:02,
家务,5.7,03/24 13:45,03/24 19:24,
Chaos,0.2,03/24 13:31,03/24 13:45,
O.B.P,2.6,03/24 10:52,03/24 13:31,
上网,0.0,03/24 10:51,03/24 10:52,
Chaos,2.3,03/24 08:34,03/24 10:51,
睡眠,6.3,03/24 02:14,03/24 08:34,
Chaos,0.6,03/24 01:36,03/24 02:14,
工作,3.3,03/23 22:17,03/24 01:36,
交通,1.7,03/23 20:33,03/23 22:17,
用餐,1.4,03/23 19:07,03/23 20:33,
交通,0.9,03/23 18:12,03/23 19:07,
交流,4.9,03/23 13:16,03/23 18:12,
Chaos,1.2,03/23 12:04,03/23 13:16,
交通,3.1,03/23 08:56,03/23 12:04,
Chaos,0.7,03/23 08:12,03/23 08:56,
睡眠,5.7,03/23 02:28,03/23 08:12,
电影,1.6,03/23 00:54,03/23 02:28,
就医,0.4,03/23 00:29,03/23 00:54,
交流,0.9,03/22 23:34,03/23 00:29,
上网,2.9,03/22 20:41,03/22 23:34,
Chaos,0.7,03/22 19:58,03/22 20:41,
交流,1.3,03/22 18:39,03/22 19:58,
用餐,1.4,03/22 17:18,03/22 18:39,
Chaos,0.3,03/22 17:00,03/22 17:18,
阅读,0.7,03/22 16:19,03/22 17:00,
Chaos,0.4,03/22 15:57,03/22 16:19,
交流,1.0,03/22 14:55,03/22 15:57,
Chaos,0.2,03/22 14:45,03/22 14:55,
交通,0.3,03/22 14:28,03/22 14:45,
Chaos,2.2,03/22 12:15,03/22 14:28,
工作,1.1,03/22 11:08,03/22 12:15,
阅读,0.3,03/22 10:49,03/22 11:08,
Chaos,0.3,03/22 10:34,03/22 10:49,
交流,0.7,03/22 09:53,03/22 10:34,
Chaos,2.4,03/22 07:31,03/22 09:53,
睡眠,6.6,03/22 00:56,03/22 07:31,
电影,0.7,03/22 00:11,03/22 00:56,
Chaos,0.1,03/22 00:06,03/22 00:11,
阅读,0.7,03/21 23:23,03/22 00:06,
Chaos,0.5,03/21 22:53,03/21 23:23,
购物,3.8,03/21 19:03,03/21 22:53,
用餐,0.4,03/21 18:42,03/21 19:03,
交流,1.5,03/21 17:14,03/21 18:42,
Chaos,0.2,03/21 17:01,03/21 17:14,
Pt0,0.8,03/21 16:11,03/21 17:01,
工作,1.1,03/21 15:05,03/21 16:11,
Chaos,0.9,03/21 14:10,03/21 15:05,
交通,0.2,03/21 13:56,03/21 14:10,
阅读,1.4,03/21 12:34,03/21 13:56,
交通,0.2,03/21 12:20,03/21 12:34,
用餐,0.4,03/21 11:58,03/21 12:20,
工作,0.8,03/21 11:08,03/21 11:58,
Chaos,2.4,03/21 08:43,03/21 11:08,
用餐,0.3,03/21 08:26,03/21 08:43,
交通,0.2,03/21 08:16,03/21 08:26,
Chaos,0.4,03/21 07:51,03/21 08:16,
睡眠,6.2,03/21 01:40,03/21 07:51,
电影,0.6,03/21 01:07,03/21 01:40,
上网,0.4,03/21 00:41,03/21 01:07,
Chaos,0.6,03/21 00:05,03/21 00:41,
交流,4.6,03/20 19:32,03/21 00:05,
Chaos,0.2,03/20 19:18,03/20 19:32,
交通,0.1,03/20 19:14,03/20 19:18,
用餐,0.7,03/20 18:34,03/20 19:14,
交流,1.3,03/20 17:17,03/20 18:34,
交通,1.4,03/20 15:55,03/20 17:17,
Chaos,0.0,03/20 15:53,03/20 15:55,
交流,1.3,03/20 14:34,03/20 15:53,
Chaos,2.1,03/20 12:29,03/20 14:34,
用餐,0.5,03/20 12:01,03/20 12:29,
交流,0.5,03/20 11:29,03/20 12:01,
家务,0.6,03/20 10:55,03/20 11:29,
阅读,0.2,03/20 10:44,03/20 10:55,
交流,0.1,03/20 10:36,03/20 10:44,
工作,0.4,03/20 10:14,03/20 10:36,
家务,0.2,03/20 10:03,03/20 10:14,
Chaos,1.2,03/20 08:48,03/20 10:03,
用餐,0.4,03/20 08:22,03/20 08:48,
Chaos,0.6,03/20 07:48,03/20 08:22,
睡眠,7.3,03/20 00:29,03/20 07:48,
电影,0.5,03/19 23:58,03/20 00:28,
Chaos,0.1,03/19 23:51,03/19 23:58,
娱乐,3.0,03/19 20:50,03/19 23:50,
家务,2.4,03/19 18:29,03/19 20:50,
Chaos,0.3,03/19 18:13,03/19 18:29,
工作,1.0,03/19 17:13,03/19 18:13,
交流,0.1,03/19 17:08,03/19 17:13,
工作,0.0,03/19 17:05,03/19 17:08,
Chaos,0.1,03/19 17:01,03/19 17:05,
上网,0.5,03/19 16:31,03/19 17:01,
工作,1.5,03/19 15:03,03/19 16:31,
Chaos,0.8,03/19 14:17,03/19 15:03,
交通,0.4,03/19 13:56,03/19 14:17,
Chaos,0.8,03/19 13:06,03/19 13:56,
交通,0.0,03/19 13:03,03/19 13:06,
用餐,0.5,03/19 12:35,03/19 13:03,
Chaos,0.0,03/19 12:34,03/19 12:35,
交流,3.6,03/19 08:57,03/19 12:34,
Chaos,0.3,03/19 08:39,03/19 08:57,
交通,0.5,03/19 08:10,03/19 08:39,
Chaos,0.4,03/19 07:46,03/19 08:10,
睡眠,6.7,03/19 01:06,03/19 07:46,
电影,1.4,03/18 23:44,03/19 01:06,
电影,0.3,03/18 23:28,03/18 23:44,
Chaos,0.1,03/18 23:19,03/18 23:28,
O.B.P,0.9,03/18 22:23,03/18 23:19,
交流,1.0,03/18 21:23,03/18 22:23,
阅读,0.2,03/18 21:11,03/18 21:23,
家务,1.0,03/18 20:14,03/18 21:11,
工作,1.0,03/18 19:12,03/18 20:14,
Chaos,0.1,03/18 19:06,03/18 19:12,
交通,0.2,03/18 18:54,03/18 19:06,
用餐,0.4,03/18 18:32,03/18 18:54,
工作,2.0,03/18 16:35,03/18 18:32,
Chaos,0.7,03/18 15:54,03/18 16:34,
交流,1.3,03/18 14:38,03/18 15:54,
Chaos,0.4,03/18 14:14,03/18 14:38,
交通,0.1,03/18 14:08,03/18 14:14,
阅读,1.6,03/18 12:30,03/18 14:08,
交通,0.3,03/18 12:15,03/18 12:30,
用餐,0.3,03/18 12:00,03/18 12:15,
工作,0.5,03/18 11:28,03/18 12:00,
家务,0.4,03/18 11:06,03/18 11:28,
工作,0.6,03/18 10:28,03/18 11:06,
Chaos,0.6,03/18 09:51,03/18 10:28,
交流,0.9,03/18 08:55,03/18 09:51,
用餐,0.3,03/18 08:35,03/18 08:55,
交通,0.2,03/18 08:23,03/18 08:35,
Chaos,0.4,03/18 07:56,03/18 08:23,
睡眠,7.0,03/18 00:54,03/18 07:56,
阅读,1.1,03/17 23:46,03/18 00:54,
交流,3.1,03/17 20:39,03/17 23:46,
家务,4.0,03/17 16:41,03/17 20:39,
O.B.P,1.9,03/17 14:50,03/17 16:41,
家务,1.3,03/17 13:29,03/17 14:50,
阅读,2.1,03/17 11:21,03/17 13:29,
家务,1.0,03/17 10:24,03/17 11:21,
睡眠,6.8,03/17 03:35,03/17 10:24,
Chaos,0.6,03/17 02:58,03/17 03:35,
工作,4.7,03/16 22:16,03/17 02:58,
交流,1.4,03/16 20:52,03/16 22:16,
Chaos,0.2,03/16 20:42,03/16 20:52,
家务,1.2,03/16 19:28,03/16 20:42,
用餐,1.4,03/16 18:07,03/16 19:28,
交流,3.0,03/16 15:06,03/16 18:07,
交通,0.4,03/16 14:40,03/16 15:06,
Chaos,5.8,03/16 08:54,03/16 14:40,
睡眠,6.6,03/16 02:20,03/16 08:54,
电影,1.2,03/16 01:09,03/16 02:20,
Chaos,0.5,03/16 00:38,03/16 01:09,
O.B.P,0.3,03/16 00:18,03/16 00:38,
Chaos,0.1,03/16 00:14,03/16 00:18,
O.B.P,1.8,03/15 22:28,03/16 00:14,
家务,2.9,03/15 19:35,03/15 22:28,
用餐,0.7,03/15 18:53,03/15 19:35,
交通,0.2,03/15 18:38,03/15 18:53,
Chaos,0.7,03/15 17:58,03/15 18:38,
交流,1.1,03/15 16:51,03/15 17:58,
Chaos,0.6,03/15 16:12,03/15 16:51,
购物,0.2,03/15 16:02,03/15 16:12,
交流,0.5,03/15 15:32,03/15 16:01,
Chaos,1.1,03/15 14:24,03/15 15:32,
交通,0.2,03/15 14:10,03/15 14:24,
Chaos,1.5,03/15 12:38,03/15 14:10,
交通,0.2,03/15 12:23,03/15 12:38,
用餐,0.3,03/15 12:03,03/15 12:23,
工作,0.6,03/15 11:25,03/15 12:03,
Chaos,0.9,03/15 10:29,03/15 11:25,
工作,1.5,03/15 08:59,03/15 10:29,
Chaos,0.2,03/15 08:49,03/15 08:59,
交通,0.6,03/15 08:11,03/15 08:49,
Chaos,0.4,03/15 07:48,03/15 08:11,
睡眠,7.2,03/15 00:36,03/15 07:48,
电影,0.7,03/14 23:53,03/15 00:36,
交流,0.7,03/14 23:13,03/14 23:53,
上网,0.7,03/14 22:29,03/14 23:13,
家务,3.3,03/14 19:14,03/14 22:29,
用餐,0.8,03/14 18:28,03/14 19:14,
工作,1.4,03/14 17:04,03/14 18:28,
Chaos,0.2,03/14 16:50,03/14 17:04,
交流,0.8,03/14 16:01,03/14 16:50,
工作,1.7,03/14 14:21,03/14 16:01,
Chaos,1.9,03/14 12:28,03/14 14:21,
用餐,0.4,03/14 12:02,03/14 12:28,
Pt0,0.9,03/14 11:08,03/14 12:02,
工作,0.4,03/14 10:42,03/14 11:08,
Chaos,0.1,03/14 10:36,03/14 10:42,
交流,1.4,03/14 09:13,03/14 10:36,
Chaos,0.8,03/14 08:23,03/14 09:13,
睡眠,6.9,03/14 01:32,03/14 08:23,
电影,0.6,03/14 00:54,03/14 01:32,
电影,1.8,03/13 23:06,03/14 00:54,
Chaos,0.4,03/13 22:45,03/13 23:06,
交通,0.2,03/13 22:31,03/13 22:45,
Chaos,0.0,03/13 22:29,03/13 22:31,
阅读,0.6,03/13 21:55,03/13 22:29,
工作,0.4,03/13 21:30,03/13 21:55,
Chaos,0.1,03/13 21:27,03/13 21:30,
交流,2.7,03/13 18:44,03/13 21:27,
用餐,0.4,03/13 18:17,03/13 18:44,
交流,0.7,03/13 17:33,03/13 18:17,
工作,1.6,03/13 15:56,03/13 17:33,
Chaos,0.2,03/13 15:44,03/13 15:56,
工作,1.3,03/13 14:24,03/13 15:44,
交通,0.3,03/13 14:04,03/13 14:24,
家务,1.7,03/13 12:25,03/13 14:04,
交通,0.4,03/13 12:02,03/13 12:25,
Pt0,2.1,03/13 09:55,03/13 12:02,
Chaos,0.6,03/13 09:17,03/13 09:55,
交通,0.8,03/13 08:26,03/13 09:17,
Chaos,0.4,03/13 08:02,03/13 08:26,
睡眠,5.3,03/13 02:47,03/13 08:02,
睡眠,1.1,03/13 01:41,03/13 02:47,
电影,0.3,03/13 01:22,03/13 01:41,
Chaos,0.3,03/13 01:03,03/13 01:22,
电影,2.3,03/12 22:45,03/13 01:03,
上网,0.9,03/12 21:48,03/12 22:45,
家务,0.1,03/12 21:44,03/12 21:48,
Ukulele,0.1,03/12 21:39,03/12 21:44,
上网,0.4,03/12 21:15,03/12 21:39,
Chaos,0.4,03/12 20:50,03/12 21:15,
Ukulele,0.2,03/12 20:37,03/12 20:50,
Chaos,0.1,03/12 20:32,03/12 20:37,
交通,0.4,03/12 20:11,03/12 20:32,
Chaos,1.0,03/12 19:12,03/12 20:11,
用餐,0.6,03/12 18:35,03/12 19:12,
Chaos,1.9,03/12 16:43,03/12 18:35,
Pt0,0.3,03/12 16:28,03/12 16:43,
交流,0.5,03/12 15:57,03/12 16:27,
Chaos,0.5,03/12 15:24,03/12 15:57,
交流,0.8,03/12 14:34,03/12 15:24,
交通,0.3,03/12 14:16,03/12 14:34,
睡眠,0.9,03/12 13:19,03/12 14:16,
Chaos,0.3,03/12 12:59,03/12 13:19,
用餐,1.0,03/12 12:01,03/12 12:59,
Chaos,1.0,03/12 11:03,03/12 12:01,
Pt0,0.6,03/12 10:30,03/12 11:03,
交流,0.4,03/12 10:05,03/12 10:30,
工作,0.9,03/12 09:11,03/12 10:05,
Chaos,0.4,03/12 08:48,03/12 09:11,
交通,0.5,03/12 08:18,03/12 08:48,
Chaos,0.4,03/12 07:53,03/12 08:18,
睡眠,6.5,03/12 01:21,03/12 07:53,
电影,0.7,03/12 00:37,03/12 01:21,
Chaos,0.6,03/11 23:59,03/12 00:37,
交流,2.9,03/11 21:05,03/11 23:59,
家务,2.0,03/11 19:08,03/11 21:05,
Chaos,0.6,03/11 18:33,03/11 19:08,
工作,1.3,03/11 17:14,03/11 18:33,
阅读,0.3,03/11 16:58,03/11 17:14,
工作,0.4,03/11 16:31,03/11 16:58,
Chaos,0.1,03/11 16:26,03/11 16:31,
工作,2.0,03/11 14:28,03/11 16:26,
Chaos,1.7,03/11 12:43,03/11 14:28,
交流,2.1,03/11 10:35,03/11 12:43,
Chaos,0.1,03/11 10:29,03/11 10:35,
工作,1.5,03/11 09:01,03/11 10:29,
Chaos,1.2,03/11 07:51,03/11 09:01,
睡眠,8.5,03/10 23:20,03/11 07:51,
上网,2.1,03/10 21:17,03/10 23:20,
家务,4.4,03/10 16:54,03/10 21:17,
Chaos,0.6,03/10 16:19,03/10 16:54,
睡眠,1.6,03/10 14:45,03/10 16:19,
Chaos,2.3,03/10 12:27,03/10 14:45,
Ukulele,2.7,03/10 09:43,03/10 12:27,
家务,1.4,03/10 08:17,03/10 09:43,
睡眠,6.5,03/10 01:44,03/10 08:17,
电影,2.2,03/09 23:35,03/10 01:44,
工作,1.8,03/09 21:50,03/09 23:35,
Chaos,0.3,03/09 21:34,03/09 21:50,
交流,3.6,03/09 18:01,03/09 21:34,
Chaos,1.4,03/09 16:37,03/09 18:01,
睡眠,3.0,03/09 13:39,03/09 16:37,
用餐,1.3,03/09 12:18,03/09 13:39,
交通,0.5,03/09 11:48,03/09 12:18,
就医,1.2,03/09 10:34,03/09 11:48,
家务,1.9,03/09 08:40,03/09 10:34,
睡眠,6.8,03/09 01:54,03/09 08:40,
电影,4.4,03/08 21:30,03/09 01:54,
家务,3.0,03/08 18:31,03/08 21:30,
Chaos,0.1,03/08 18:22,03/08 18:31,
工作,1.2,03/08 17:09,03/08 18:22,
Chaos,0.6,03/08 16:31,03/08 17:09,
工作,0.1,03/08 16:26,03/08 16:31,
交流,0.8,03/08 15:40,03/08 16:26,
购物,0.4,03/08 15:15,03/08 15:40,
Chaos,0.8,03/08 14:25,03/08 15:15,
交通,0.1,03/08 14:17,03/08 14:25,
Chaos,1.0,03/08 13:18,03/08 14:17,
用餐,0.6,03/08 12:43,03/08 13:18,
Chaos,0.1,03/08 12:39,03/08 12:43,
阅读,1.9,03/08 10:47,03/08 12:39,
工作,1.7,03/08 09:04,03/08 10:47,
Chaos,0.3,03/08 08:45,03/08 09:04,
用餐,0.4,03/08 08:23,03/08 08:45,
交通,0.2,03/08 08:12,03/08 08:23,
Chaos,0.3,03/08 07:53,03/08 08:12,
睡眠,5.4,03/08 02:31,03/08 07:53,
电影,1.5,03/08 00:58,03/08 02:31,
Chaos,0.6,03/08 00:24,03/08 00:58,
电影,1.9,03/07 22:28,03/08 00:24,
上网,1.0,03/07 21:27,03/07 22:28,
家务,0.2,03/07 21:18,03/07 21:27,
交通,0.4,03/07 20:51,03/07 21:18,
家务,1.9,03/07 18:58,03/07 20:51,
交通,0.2,03/07 18:44,03/07 18:58,
用餐,0.7,03/07 18:00,03/07 18:44,
Chaos,0.2,03/07 17:49,03/07 18:00,
交流,0.7,03/07 17:08,03/07 17:49,
O.B.P,2.0,03/07 15:10,03/07 17:08,
上网,0.3,03/07 14:50,03/07 15:10,
工作,0.5,03/07 14:18,03/07 14:50,
Chaos,0.1,03/07 14:13,03/07 14:18,
交通,0.2,03/07 13:59,03/07 14:13,
Chaos,1.6,03/07 12:22,03/07 13:59,
工作,0.9,03/07 11:29,03/07 12:22,
交流,0.5,03/07 11:00,03/07 11:29,
Chaos,0.1,03/07 10:53,03/07 11:00,
O.B.P,1.8,03/07 09:07,03/07 10:53,
Chaos,0.4,03/07 08:45,03/07 09:07,
用餐,0.4,03/07 08:21,03/07 08:45,
交通,0.2,03/07 08:11,03/07 08:21,
Chaos,0.1,03/07 08:07,03/07 08:11,
睡眠,6.0,03/07 02:06,03/07 08:07,
电影,1.3,03/07 00:46,03/07 02:06,
家务,1.4,03/06 23:22,03/07 00:46,
O.B.P,0.8,03/06 22:37,03/06 23:22,
电影,0.6,03/06 21:59,03/06 22:37,
上网,0.8,03/06 21:10,03/06 21:59,
Ukulele,0.8,03/06 20:25,03/06 21:10,
用餐,1.8,03/06 18:36,03/06 20:25,
Chaos,0.3,03/06 18:16,03/06 18:36,
工作,1.9,03/06 16:24,03/06 18:16,
Chaos,0.1,03/06 16:20,03/06 16:24,
工作,0.0,03/06 16:17,03/06 16:20,
Chaos,0.9,03/06 15:25,03/06 16:17,
工作,1.0,03/06 14:22,03/06 15:25,
Chaos,1.0,03/06 13:24,03/06 14:22,
Ukulele,0.5,03/06 12:56,03/06 13:24,
Chaos,0.2,03/06 12:41,03/06 12:56,
交通,0.4,03/06 12:16,03/06 12:41,
用餐,0.3,03/06 11:56,03/06 12:16,
工作,0.9,03/06 11:05,03/06 11:56,
Chaos,1.6,03/06 09:30,03/06 11:05,
工作,0.3,03/06 09:14,03/06 09:30,
Chaos,0.2,03/06 09:03,03/06 09:14,
交通,0.6,03/06 08:27,03/06 09:03,
Chaos,0.3,03/06 08:08,03/06 08:27,
睡眠,6.2,03/06 01:54,03/06 08:08,
电影,5.1,03/05 20:46,03/06 01:54,
Chaos,0.7,03/05 20:06,03/05 20:46,
用餐,1.4,03/05 18:39,03/05 20:06,
工作,0.5,03/05 18:11,03/05 18:39,
交流,2.8,03/05 15:21,03/05 18:11,
工作,0.8,03/05 14:34,03/05 15:21,
Chaos,2.1,03/05 12:26,03/05 14:34,
用餐,0.5,03/05 11:57,03/05 12:26,
工作,1.8,03/05 10:11,03/05 11:57,
Chaos,1.2,03/05 08:58,03/05 10:11,
交通,0.5,03/05 08:26,03/05 08:58,
Chaos,0.5,03/05 07:54,03/05 08:26,
睡眠,7.4,03/05 00:30,03/05 07:54,
家务,0.1,03/05 00:25,03/05 00:30,
家务,0.5,03/04 23:55,03/05 00:25,
O.B.P,0.7,03/04 23:14,03/04 23:55,
上网,0.7,03/04 22:32,03/04 23:14,
电影,1.2,03/04 21:23,03/04 22:32,
家务,0.7,03/04 20:38,03/04 21:23,
Ukulele,0.8,03/04 19:53,03/04 20:38,
家务,0.3,03/04 19:36,03/04 19:53,
交通,0.6,03/04 19:01,03/04 19:36,
用餐,0.7,03/04 18:21,03/04 19:01,
工作,0.5,03/04 17:52,03/04 18:21,
Chaos,0.4,03/04 17:27,03/04 17:52,
购物,0.9,03/04 16:31,03/04 17:27,
工作,0.2,03/04 16:19,03/04 16:31,
Chaos,1.8,03/04 14:30,03/04 16:19,
Chaos,0.1,03/04 14:21,03/04 14:29,
交通,0.3,03/04 14:01,03/04 14:21,
Chaos,1.4,03/04 12:37,03/04 14:01,
用餐,0.4,03/04 12:14,03/04 12:37,
工作,1.1,03/04 11:08,03/04 12:14,
工作,1.9,03/04 09:15,03/04 11:08,
Chaos,0.3,03/04 08:55,03/04 09:15,
交通,0.7,03/04 08:16,03/04 08:55,
Chaos,0.5,03/04 07:48,03/04 08:15,
睡眠,7.1,03/04 00:42,03/04 07:48,
电影,2.2,03/03 22:29,03/04 00:42,
睡眠,1.9,03/03 20:37,03/03 22:29,
家务,1.2,03/03 19:28,03/03 20:37,
用餐,1.1,03/03 18:21,03/03 19:28,
Chaos,3.0,03/03 15:19,03/03 18:21,
睡眠,1.9,03/03 13:24,03/03 15:19,
Ukulele,0.4,03/03 12:57,03/03 13:24,
Chaos,0.8,03/03 12:06,03/03 12:57,
Chaos,2.3,03/03 09:50,03/03 12:06,
睡眠,6.8,03/03 03:01,03/03 09:50,
电影,1.4,03/03 01:38,03/03 03:01,
Chaos,2.4,03/02 23:12,03/03 01:38,
电影,2.5,03/02 20:42,03/02 23:12,
Chaos,0.1,03/02 20:39,03/02 20:42,
Ukulele,0.8,03/02 19:53,03/02 20:39,
电影,0.1,03/02 19:49,03/02 19:53,
用餐,1.2,03/02 18:38,03/02 19:49,
Chaos,0.9,03/02 17:46,03/02 18:38,
上网,3.0,03/02 14:44,03/02 17:46,
电影,1.2,03/02 13:32,03/02 14:44,
Chaos,0.3,03/02 13:15,03/02 13:32,
用餐,0.7,03/02 12:31,03/02 13:15,
家务,3.3,03/02 09:13,03/02 12:31,
睡眠,8.1,03/02 01:07,03/02 09:13,
电影,0.4,03/02 00:42,03/02 01:07,
上网,1.4,03/01 23:19,03/02 00:42,
家务,0.3,03/01 23:01,03/01 23:19,
交通,0.4,03/01 22:38,03/01 23:01,
Chaos,0.1,03/01 22:35,03/01 22:38,
工作,3.1,03/01 19:26,03/01 22:35,
Chaos,0.2,03/01 19:12,03/01 19:26,
用餐,0.8,03/01 18:25,03/01 19:12,
Chaos,0.9,03/01 17:30,03/01 18:25,
交通,0.2,03/01 17:21,03/01 17:30,
交流,1.4,03/01 15:58,03/01 17:21,
交通,0.3,03/01 15:41,03/01 15:58,
工作,0.1,03/01 15:35,03/01 15:41,
Chaos,0.5,03/01 15:07,03/01 15:35,
工作,0.4,03/01 14:43,03/01 15:07,
Chaos,0.3,03/01 14:23,03/01 14:43,
交通,0.2,03/01 14:10,03/01 14:23,
Chaos,0.1,03/01 14:05,03/01 14:10,
睡眠,0.4,03/01 13:43,03/01 14:05,
Chaos,0.6,03/01 13:08,03/01 13:43,
用餐,0.6,03/01 12:30,03/01 13:08,
