"活动类别","持续时间","开始时间","结束时间","备注"
"交通","00:16","2014-09-29 07:51","2014-09-29 08:07",
"家务","00:39","2014-09-29 07:12","2014-09-29 07:51",
"睡眠","06:38","2014-09-29 00:33","2014-09-29 07:12",
"Chaos","00:16","2014-09-29 00:16","2014-09-29 00:33",
"GDG","02:52","2014-09-28 21:24","2014-09-29 00:16",
"交通","00:58","2014-09-28 20:25","2014-09-28 21:24",
"家务","01:18","2014-09-28 19:07","2014-09-28 20:25",
"用餐","00:30","2014-09-28 18:35","2014-09-28 19:05",""
"交通","00:16","2014-09-28 18:18","2014-09-28 18:35",""
"GDG","01:45","2014-09-28 16:32","2014-09-28 18:18",
"交流","00:21","2014-09-28 16:11","2014-09-28 16:32",
"GDG","01:09","2014-09-28 15:01","2014-09-28 16:11",""
"交通","00:43","2014-09-28 14:18","2014-09-28 15:01",
"Chaos","00:58","2014-09-28 13:19","2014-09-28 14:18",
"用餐","00:24","2014-09-28 12:54","2014-09-28 13:19",
"交通","00:25","2014-09-28 12:29","2014-09-28 12:54",
"GDG","01:01","2014-09-28 11:27","2014-09-28 12:29",""
"OBP","00:20","2014-09-28 11:07","2014-09-28 11:27",
"Pt0","01:34","2014-09-28 09:32","2014-09-28 11:07",""
"Chaos","00:26","2014-09-28 09:06","2014-09-28 09:32",
"交通","00:57","2014-09-28 08:09","2014-09-28 09:06",
"家务","00:48","2014-09-28 07:20","2014-09-28 08:09",
"睡眠","07:03","2014-09-28 00:16","2014-09-28 07:20",
"Chaos","01:39","2014-09-27 22:37","2014-09-28 00:16",
"家务","00:43","2014-09-27 21:53","2014-09-27 22:37",
"交通","01:53","2014-09-27 20:00","2014-09-27 21:53",
"用餐","01:34","2014-09-27 18:25","2014-09-27 20:00",""
"交流","04:00","2014-09-27 14:25","2014-09-27 18:25",""
"Chaos","02:20","2014-09-27 12:04","2014-09-27 14:25",""
"交通","01:05","2014-09-27 11:00","2014-09-27 12:05",""
"GDG","01:00","2014-09-27 10:00","2014-09-27 11:00",""
"家务","01:00","2014-09-27 09:00","2014-09-27 10:00",""
"睡眠","07:50","2014-09-27 01:10","2014-09-27 09:00",""
"Chaos","01:17","2014-09-26 23:53","2014-09-27 01:10",
"用餐","01:34","2014-09-26 22:18","2014-09-26 23:53",
"交通","00:37","2014-09-26 21:40","2014-09-26 22:18",
"Chaos","00:10","2014-09-26 21:29","2014-09-26 21:40",""
"GDG","01:18","2014-09-26 20:11","2014-09-26 21:29",
"Chaos","01:56","2014-09-26 18:14","2014-09-26 20:11",
"交流","00:36","2014-09-26 17:37","2014-09-26 18:14",
"GDG","01:02","2014-09-26 16:34","2014-09-26 17:37",""
"GDG","01:01","2014-09-26 15:33","2014-09-26 16:34",
"Chaos","00:43","2014-09-26 14:50","2014-09-26 15:33",
"交通","00:13","2014-09-26 14:37","2014-09-26 14:50",
"Chaos","01:01","2014-09-26 13:35","2014-09-26 14:37",
"用餐","00:18","2014-09-26 13:16","2014-09-26 13:35",
"交通","00:28","2014-09-26 12:48","2014-09-26 13:16",
"GDG","01:39","2014-09-26 11:09","2014-09-26 12:48",
"家务","00:08","2014-09-26 11:00","2014-09-26 11:09",
"GDG","01:22","2014-09-26 09:37","2014-09-26 11:00",
"Chaos","00:27","2014-09-26 09:09","2014-09-26 09:37",
"用餐","00:36","2014-09-26 08:33","2014-09-26 09:09",
"交通","00:25","2014-09-26 08:08","2014-09-26 08:33",
"家务","00:40","2014-09-26 07:27","2014-09-26 08:08",
"睡眠","06:50","2014-09-26 00:36","2014-09-26 07:27",
"Chaos","01:28","2014-09-25 23:08","2014-09-26 00:36",
"用餐","01:15","2014-09-25 21:52","2014-09-25 23:08",
"Chaos","01:12","2014-09-25 20:39","2014-09-25 21:52",
"GDG","00:17","2014-09-25 20:22","2014-09-25 20:39",
"Chaos","00:34","2014-09-25 19:48","2014-09-25 20:22",
"GDG","01:54","2014-09-25 17:53","2014-09-25 19:48",""
"交流","00:06","2014-09-25 17:47","2014-09-25 17:53",""
"Chaos","00:00","2014-09-25 17:47","2014-09-25 17:47",
"工作","01:33","2014-09-25 16:14","2014-09-25 17:47",""
"GDG","01:33","2014-09-25 14:40","2014-09-25 16:14",
"Chaos","00:15","2014-09-25 14:24","2014-09-25 14:40",
"交通","00:25","2014-09-25 13:58","2014-09-25 14:24",
"Chaos","00:24","2014-09-25 13:33","2014-09-25 13:58",
"用餐","00:28","2014-09-25 13:05","2014-09-25 13:33",
"交通","00:27","2014-09-25 12:38","2014-09-25 13:05",
"交流","01:15","2014-09-25 11:22","2014-09-25 12:38",
"工作","01:00","2014-09-25 10:22","2014-09-25 11:22",
"GDG","01:40","2014-09-25 08:41","2014-09-25 10:22",""
"用餐","00:26","2014-09-25 08:15","2014-09-25 08:41",
"交通","00:21","2014-09-25 07:53","2014-09-25 08:15",
"家务","00:30","2014-09-25 07:22","2014-09-25 07:53",
"睡眠","06:22","2014-09-25 01:00","2014-09-25 07:22",
"Chaos","01:31","2014-09-24 23:28","2014-09-25 01:00",
"用餐","00:30","2014-09-24 22:58","2014-09-24 23:28",
"交通","00:39","2014-09-24 22:18","2014-09-24 22:58",
"电影","01:57","2014-09-24 20:20","2014-09-24 22:18",""
"交通","00:24","2014-09-24 19:55","2014-09-24 20:20",
"GDG","01:01","2014-09-24 18:53","2014-09-24 19:55",""
"用餐","00:34","2014-09-24 18:19","2014-09-24 18:53",
"Chaos","00:02","2014-09-24 18:16","2014-09-24 18:19",
"GDG","00:39","2014-09-24 17:37","2014-09-24 18:16",
"Chaos","00:44","2014-09-24 16:53","2014-09-24 17:37",
"交流","00:12","2014-09-24 16:40","2014-09-24 16:53",
"Chaos","00:07","2014-09-24 16:33","2014-09-24 16:40",
"GDG","01:38","2014-09-24 14:55","2014-09-24 16:33",""
"Chaos","00:00","2014-09-24 14:55","2014-09-24 14:55",
"家务","00:01","2014-09-24 14:53","2014-09-24 14:55",
"交通","00:24","2014-09-24 14:28","2014-09-24 14:53",
"Chaos","01:15","2014-09-24 13:13","2014-09-24 14:28",
"交通","00:06","2014-09-24 13:06","2014-09-24 13:13",
"用餐","00:23","2014-09-24 12:43","2014-09-24 13:06",
"交通","00:07","2014-09-24 12:35","2014-09-24 12:43",
"GDG","03:04","2014-09-24 09:31","2014-09-24 12:35",
"Chaos","00:46","2014-09-24 08:44","2014-09-24 09:30",
"用餐","00:31","2014-09-24 08:13","2014-09-24 08:44",
"交通","00:15","2014-09-24 07:58","2014-09-24 08:13",
"家务","00:30","2014-09-24 07:27","2014-09-24 07:58",
"睡眠","06:12","2014-09-24 01:14","2014-09-24 07:27",
"Chaos","00:38","2014-09-24 00:35","2014-09-24 01:14",
"用餐","00:39","2014-09-23 23:56","2014-09-24 00:35",
"交通","00:20","2014-09-23 23:35","2014-09-23 23:56",
"GDG","06:56","2014-09-23 16:39","2014-09-23 23:35",""
"工作","00:10","2014-09-23 16:28","2014-09-23 16:39",
"Chaos","01:33","2014-09-23 14:54","2014-09-23 16:28",
"交通","00:26","2014-09-23 14:28","2014-09-23 14:54",
"Chaos","01:11","2014-09-23 13:16","2014-09-23 14:28",
"用餐","00:10","2014-09-23 13:05","2014-09-23 13:16",
"交通","00:43","2014-09-23 12:21","2014-09-23 13:05",
"GDG","02:39","2014-09-23 09:42","2014-09-23 12:21",""
"GDG","00:03","2014-09-23 09:38","2014-09-23 09:42",
"Chaos","00:58","2014-09-23 08:40","2014-09-23 09:38",
"家务","01:12","2014-09-23 07:27","2014-09-23 08:40",
"睡眠","06:18","2014-09-23 01:09","2014-09-23 07:27",""
"Chaos","01:39","2014-09-22 23:30","2014-09-23 01:09",
"交通","00:40","2014-09-22 22:49","2014-09-22 23:29",
"GDG","00:39","2014-09-22 22:10","2014-09-22 22:49",
"Chaos","00:43","2014-09-22 21:26","2014-09-22 22:10",
"GDG","02:22","2014-09-22 19:04","2014-09-22 21:26",""
"交流","01:33","2014-09-22 17:31","2014-09-22 19:04",
"Chaos","01:38","2014-09-22 15:52","2014-09-22 17:31",
"家务","00:07","2014-09-22 15:44","2014-09-22 15:52",
"Chaos","00:55","2014-09-22 14:49","2014-09-22 15:44",
"交通","00:22","2014-09-22 14:27","2014-09-22 14:49",
"Chaos","00:48","2014-09-22 13:38","2014-09-22 14:27",
"用餐","00:32","2014-09-22 13:06","2014-09-22 13:38",
"交通","00:21","2014-09-22 12:45","2014-09-22 13:06",
"GDG","01:15","2014-09-22 11:30","2014-09-22 12:45",
"家务","00:54","2014-09-22 10:35","2014-09-22 11:30",
"GDG","01:05","2014-09-22 09:29","2014-09-22 10:35",
"Chaos","00:00","2014-09-22 09:29","2014-09-22 09:29",
"家务","00:22","2014-09-22 09:07","2014-09-22 09:29",
"Chaos","00:10","2014-09-22 08:56","2014-09-22 09:06",
"用餐","00:27","2014-09-22 08:28","2014-09-22 08:56",
"交通","00:30","2014-09-22 07:58","2014-09-22 08:28",
"家务","00:23","2014-09-22 07:35","2014-09-22 07:58",
"睡眠","06:14","2014-09-22 01:20","2014-09-22 07:35",
"Chaos","01:21","2014-09-21 23:59","2014-09-22 01:20",
"家务","01:00","2014-09-21 22:55","2014-09-21 23:55",""
"OBP","02:00","2014-09-21 20:55","2014-09-21 22:55",""
"用餐","01:07","2014-09-21 19:48","2014-09-21 20:55",""
"GDG","02:39","2014-09-21 17:05","2014-09-21 19:45",""
"娱乐","00:52","2014-09-21 16:13","2014-09-21 17:05",""
"交通","00:11","2014-09-21 16:02","2014-09-21 16:13",
"Chaos","01:00","2014-09-21 15:00","2014-09-21 16:00",""
"OBP","00:35","2014-09-21 14:24","2014-09-21 15:00",""
"Chaos","00:20","2014-09-21 14:04","2014-09-21 14:24",
"用餐","00:06","2014-09-21 13:57","2014-09-21 14:04",
"GDG","00:45","2014-09-21 13:12","2014-09-21 13:57",""
"Chaos","01:43","2014-09-21 11:29","2014-09-21 13:12",
"交通","01:00","2014-09-21 10:28","2014-09-21 11:29",
"用餐","00:31","2014-09-21 09:57","2014-09-21 10:28",
"家务","00:51","2014-09-21 09:05","2014-09-21 09:57",
"睡眠","08:53","2014-09-21 00:11","2014-09-21 09:05",
"Chaos","02:43","2014-09-20 21:28","2014-09-21 00:11",
"交通","00:27","2014-09-20 21:01","2014-09-20 21:28",
"交通","01:00","2014-09-20 20:00","2014-09-20 21:00",""
"Chaos","01:15","2014-09-20 18:44","2014-09-20 20:00",""
"交通","01:16","2014-09-20 17:27","2014-09-20 18:44",
"交流","01:26","2014-09-20 16:01","2014-09-20 17:27",
"Chaos","00:36","2014-09-20 15:25","2014-09-20 16:01",
"交流","01:33","2014-09-20 13:52","2014-09-20 15:25",
"Chaos","00:18","2014-09-20 13:33","2014-09-20 13:52",
"交通","00:17","2014-09-20 13:16","2014-09-20 13:33",
"用餐","01:00","2014-09-20 12:15","2014-09-20 13:15",""
"Chaos","00:21","2014-09-20 11:53","2014-09-20 12:15",""
"交通","02:47","2014-09-20 09:06","2014-09-20 11:53",
"家务","00:00","2014-09-20 08:12","2014-09-20 08:12",
"家务","00:53","2014-09-20 08:12","2014-09-20 09:06",
"睡眠","07:23","2014-09-20 00:49","2014-09-20 08:12",
"Chaos","01:00","2014-09-19 23:48","2014-09-20 00:49",
"电影","00:48","2014-09-19 23:00","2014-09-19 23:48",
"Chaos","01:03","2014-09-19 21:56","2014-09-19 23:00",
"用餐","00:32","2014-09-19 21:24","2014-09-19 21:56",
"交通","00:11","2014-09-19 21:12","2014-09-19 21:24",
"Chaos","00:07","2014-09-19 21:05","2014-09-19 21:12",
"OBP","00:24","2014-09-19 20:40","2014-09-19 21:05",
"GDG","03:50","2014-09-19 16:50","2014-09-19 20:40",
"Chaos","00:00","2014-09-19 16:50","2014-09-19 16:50",
"工作","00:04","2014-09-19 16:46","2014-09-19 16:50",
"Chaos","00:44","2014-09-19 16:01","2014-09-19 16:45",
"家务","00:05","2014-09-19 15:56","2014-09-19 16:01",
"Chaos","00:27","2014-09-19 15:28","2014-09-19 15:56",
"交通","00:34","2014-09-19 14:54","2014-09-19 15:28",""
"Chaos","01:00","2014-09-19 13:50","2014-09-19 14:50",""
"交通","00:20","2014-09-19 13:29","2014-09-19 13:50",""
"GDG","01:18","2014-09-19 12:10","2014-09-19 13:29",
"Chaos","00:56","2014-09-19 11:13","2014-09-19 12:10",
"家务","00:09","2014-09-19 11:04","2014-09-19 11:13",
"Chaos","00:37","2014-09-19 10:27","2014-09-19 11:04",
"工作","00:50","2014-09-19 09:36","2014-09-19 10:27",
"Chaos","01:06","2014-09-19 08:30","2014-09-19 09:36",
"用餐","00:22","2014-09-19 08:07","2014-09-19 08:30",
"家务","00:39","2014-09-19 07:27","2014-09-19 08:07",
"睡眠","06:29","2014-09-19 00:58","2014-09-19 07:27",""
"Chaos","00:45","2014-09-19 00:12","2014-09-19 00:57",
"OBP","01:59","2014-09-18 22:10","2014-09-19 00:10",""
"家务","01:00","2014-09-18 21:10","2014-09-18 22:10",""
"Chaos","01:00","2014-09-18 20:10","2014-09-18 21:10",""
"交通","00:43","2014-09-18 19:26","2014-09-18 20:10",""
"工作","02:32","2014-09-18 16:53","2014-09-18 19:26",
"购物","00:54","2014-09-18 15:59","2014-09-18 16:53",""
"Chaos","00:01","2014-09-18 15:57","2014-09-18 15:59",
"交流","00:18","2014-09-18 15:39","2014-09-18 15:57",
"工作","00:31","2014-09-18 15:07","2014-09-18 15:39",
"Chaos","00:24","2014-09-18 14:43","2014-09-18 15:07",
"交通","00:10","2014-09-18 14:32","2014-09-18 14:43",
"Chaos","00:58","2014-09-18 13:33","2014-09-18 14:32",
"交通","00:48","2014-09-18 12:45","2014-09-18 13:33",
"Chaos","00:22","2014-09-18 12:23","2014-09-18 12:45",
"交流","01:56","2014-09-18 10:26","2014-09-18 12:23",
"家务","00:30","2014-09-18 09:56","2014-09-18 10:26",
"Chaos","00:31","2014-09-18 09:24","2014-09-18 09:56",
"交通","01:21","2014-09-18 08:03","2014-09-18 09:24",
"家务","00:38","2014-09-18 07:25","2014-09-18 08:03",
"睡眠","08:02","2014-09-17 23:22","2014-09-18 07:25",""
"Chaos","00:59","2014-09-17 22:20","2014-09-17 23:20",""
"用餐","01:02","2014-09-17 21:18","2014-09-17 22:20",""
"Chaos","00:00","2014-09-17 21:18","2014-09-17 21:18",
"阅读","00:25","2014-09-17 20:53","2014-09-17 21:18",
"Chaos","01:00","2014-09-17 19:50","2014-09-17 20:50",""
"交通","00:13","2014-09-17 19:36","2014-09-17 19:50",""
"电影","01:24","2014-09-17 18:12","2014-09-17 19:36",
"交通","00:13","2014-09-17 17:59","2014-09-17 18:12",
"GDG","02:33","2014-09-17 15:26","2014-09-17 17:59",
"交流","00:01","2014-09-17 15:24","2014-09-17 15:26",
"Chaos","00:12","2014-09-17 15:11","2014-09-17 15:24",
"交通","00:20","2014-09-17 14:51","2014-09-17 15:11",
"Chaos","01:38","2014-09-17 13:13","2014-09-17 14:51",
"用餐","00:59","2014-09-17 12:13","2014-09-17 13:13",
"交通","00:56","2014-09-17 11:17","2014-09-17 12:13",""
"交流","01:00","2014-09-17 10:15","2014-09-17 11:15",""
"交通","01:19","2014-09-17 08:55","2014-09-17 10:15",""
"用餐","00:30","2014-09-17 08:25","2014-09-17 08:55",
"交通","00:19","2014-09-17 08:05","2014-09-17 08:25",
"家务","00:38","2014-09-17 07:27","2014-09-17 08:05",
"睡眠","05:48","2014-09-17 01:38","2014-09-17 07:27",
"Chaos","03:28","2014-09-16 22:10","2014-09-17 01:38",
"用餐","00:40","2014-09-16 21:30","2014-09-16 22:10",
"交通","00:32","2014-09-16 20:57","2014-09-16 21:30",
"Chaos","00:24","2014-09-16 20:33","2014-09-16 20:57",
"工作","03:06","2014-09-16 17:26","2014-09-16 20:33",
"交流","00:19","2014-09-16 17:07","2014-09-16 17:26",
"工作","01:04","2014-09-16 16:02","2014-09-16 17:07",
"家务","00:11","2014-09-16 15:50","2014-09-16 16:02",
"GDG","01:17","2014-09-16 14:33","2014-09-16 15:50",""
"交通","00:11","2014-09-16 14:21","2014-09-16 14:33",
"Chaos","02:24","2014-09-16 11:57","2014-09-16 14:21",
"家务","01:00","2014-09-16 10:56","2014-09-16 11:57",
"交通","01:33","2014-09-16 09:23","2014-09-16 10:56",
"Chaos","00:23","2014-09-16 08:59","2014-09-16 09:23",
"用餐","00:23","2014-09-16 08:36","2014-09-16 08:59",
"家务","01:00","2014-09-16 07:35","2014-09-16 08:35",""
"睡眠","06:03","2014-09-16 01:32","2014-09-16 07:35",""
"Chaos","03:05","2014-09-15 22:26","2014-09-16 01:32",
"用餐","00:36","2014-09-15 21:50","2014-09-15 22:26",
"交通","00:33","2014-09-15 21:17","2014-09-15 21:50",
"GDG","02:38","2014-09-15 18:39","2014-09-15 21:17",""
"工作","02:00","2014-09-15 16:38","2014-09-15 18:39",
"GDG","00:36","2014-09-15 16:01","2014-09-15 16:38",
"Chaos","01:31","2014-09-15 14:30","2014-09-15 16:01",
"交通","00:18","2014-09-15 14:12","2014-09-15 14:30",
"Chaos","01:16","2014-09-15 12:55","2014-09-15 14:12",
"交通","00:12","2014-09-15 12:42","2014-09-15 12:55",
"用餐","00:22","2014-09-15 12:19","2014-09-15 12:42",
"Chaos","00:10","2014-09-15 12:09","2014-09-15 12:19",
"GDG","00:55","2014-09-15 11:13","2014-09-15 12:09",
"购物","01:20","2014-09-15 09:52","2014-09-15 11:13",""
"Chaos","01:20","2014-09-15 08:32","2014-09-15 09:52",
"用餐","00:25","2014-09-15 08:06","2014-09-15 08:32",
"交通","00:11","2014-09-15 07:55","2014-09-15 08:06",
"家务","00:34","2014-09-15 07:21","2014-09-15 07:55",
"睡眠","06:15","2014-09-15 01:05","2014-09-15 07:21",
"Chaos","01:17","2014-09-14 23:48","2014-09-15 01:05",
"家务","03:26","2014-09-14 20:22","2014-09-14 23:48",
"交通","00:13","2014-09-14 20:08","2014-09-14 20:22",
"用餐","01:35","2014-09-14 18:32","2014-09-14 20:08",
"交流","01:59","2014-09-14 16:33","2014-09-14 18:32",
"Chaos","00:25","2014-09-14 16:08","2014-09-14 16:33",
"交通","00:17","2014-09-14 15:50","2014-09-14 16:08",
"Chaos","02:27","2014-09-14 13:23","2014-09-14 15:50",
"用餐","01:00","2014-09-14 12:23","2014-09-14 13:23",
"交通","00:27","2014-09-14 11:55","2014-09-14 12:23",
"家务","02:48","2014-09-14 09:07","2014-09-14 11:55",
"睡眠","07:55","2014-09-14 01:11","2014-09-14 09:07",
"Chaos","03:09","2014-09-13 22:01","2014-09-14 01:11",
"交通","00:25","2014-09-13 21:35","2014-09-13 22:01",
"用餐","02:01","2014-09-13 19:34","2014-09-13 21:35",
"Chaos","01:02","2014-09-13 18:31","2014-09-13 19:34",
"睡眠","01:08","2014-09-13 17:23","2014-09-13 18:31",
"Chaos","04:29","2014-09-13 12:54","2014-09-13 17:23",
"OBP","01:10","2014-09-13 11:43","2014-09-13 12:54",
"家务","02:16","2014-09-13 09:27","2014-09-13 11:43",
"睡眠","08:33","2014-09-13 00:53","2014-09-13 09:27",
"Chaos","01:10","2014-09-12 23:42","2014-09-13 00:53",
"交通","00:56","2014-09-12 22:45","2014-09-12 23:42",
"Chaos","01:38","2014-09-12 21:07","2014-09-12 22:45",
"交通","00:15","2014-09-12 20:52","2014-09-12 21:07",
"家务","00:19","2014-09-12 20:32","2014-09-12 20:52",""
"家务","01:01","2014-09-12 19:30","2014-09-12 20:32",
"Chaos","00:34","2014-09-12 18:55","2014-09-12 19:30",""
"交通","00:12","2014-09-12 18:43","2014-09-12 18:55",""
"工作","01:17","2014-09-12 17:26","2014-09-12 18:43",
"交流","01:44","2014-09-12 15:41","2014-09-12 17:26",
"交通","00:52","2014-09-12 14:49","2014-09-12 15:41",
"电影","02:25","2014-09-12 12:23","2014-09-12 14:49",
"交通","00:08","2014-09-12 12:15","2014-09-12 12:23",
"Chaos","00:28","2014-09-12 11:46","2014-09-12 12:15",
"Chaos","00:00","2014-09-12 11:46","2014-09-12 11:46",
"家务","00:10","2014-09-12 11:36","2014-09-12 11:46",
"工作","00:53","2014-09-12 10:42","2014-09-12 11:36",
"OBP","01:31","2014-09-12 09:10","2014-09-12 10:42",
"家务","01:19","2014-09-12 07:51","2014-09-12 09:10",
"睡眠","06:29","2014-09-12 01:22","2014-09-12 07:51",
"娱乐","00:15","2014-09-12 01:07","2014-09-12 01:22",
"Chaos","03:45","2014-09-11 21:21","2014-09-12 01:07",
"用餐","00:27","2014-09-11 20:53","2014-09-11 21:21",
"交通","00:29","2014-09-11 20:24","2014-09-11 20:53",
"GDG","02:07","2014-09-11 18:16","2014-09-11 20:24",""
"GDG","01:57","2014-09-11 16:19","2014-09-11 18:16",
"Chaos","00:57","2014-09-11 15:21","2014-09-11 16:19",
"交通","00:21","2014-09-11 15:00","2014-09-11 15:21",
"Chaos","00:51","2014-09-11 14:08","2014-09-11 15:00",
"交流","01:30","2014-09-11 12:37","2014-09-11 14:08",""
"交流","01:29","2014-09-11 11:05","2014-09-11 12:35",""
"工作","01:56","2014-09-11 09:09","2014-09-11 11:05",""
"Chaos","00:12","2014-09-11 08:57","2014-09-11 09:09",
"用餐","00:32","2014-09-11 08:25","2014-09-11 08:57",
"交通","00:18","2014-09-11 08:06","2014-09-11 08:25",
"家务","00:39","2014-09-11 07:26","2014-09-11 08:06",
"睡眠","06:46","2014-09-11 00:39","2014-09-11 07:26",
"睡眠","00:01","2014-09-11 00:38","2014-09-11 00:39",
"Chaos","01:24","2014-09-10 23:13","2014-09-11 00:38",
"家务","00:59","2014-09-10 22:10","2014-09-10 23:10",""
"交流","03:40","2014-09-10 18:30","2014-09-10 22:10",""
"GDG","00:50","2014-09-10 17:39","2014-09-10 18:30",
"Chaos","01:34","2014-09-10 16:05","2014-09-10 17:39",""
"GDG","00:47","2014-09-10 15:17","2014-09-10 16:05",
"Chaos","00:24","2014-09-10 14:53","2014-09-10 15:17",
"交通","00:16","2014-09-10 14:36","2014-09-10 14:53",
"Chaos","00:47","2014-09-10 13:49","2014-09-10 14:36",
"用餐","00:17","2014-09-10 13:31","2014-09-10 13:49",
"交通","00:27","2014-09-10 13:04","2014-09-10 13:31",
"GDG","02:25","2014-09-10 10:38","2014-09-10 13:04",
"GDG","00:48","2014-09-10 09:50","2014-09-10 10:38",
"Chaos","01:20","2014-09-10 08:29","2014-09-10 09:50",
"用餐","00:23","2014-09-10 08:05","2014-09-10 08:29",
"家务","00:43","2014-09-10 07:22","2014-09-10 08:05",
"睡眠","06:42","2014-09-10 00:39","2014-09-10 07:22",
"Chaos","00:38","2014-09-10 00:01","2014-09-10 00:39",
"用餐","01:38","2014-09-09 22:22","2014-09-10 00:01",
"交通","00:24","2014-09-09 21:57","2014-09-09 22:22",
"GDG","01:57","2014-09-09 20:00","2014-09-09 21:57",
"Chaos","02:35","2014-09-09 17:24","2014-09-09 20:00",
"GDG","02:44","2014-09-09 14:40","2014-09-09 17:24",
"交通","00:19","2014-09-09 14:20","2014-09-09 14:40",""
"Chaos","01:02","2014-09-09 13:18","2014-09-09 14:20",""
"交通","00:48","2014-09-09 12:30","2014-09-09 13:18",
"工作","00:30","2014-09-09 11:59","2014-09-09 12:29",""
"GDG","00:48","2014-09-09 11:11","2014-09-09 11:59",
"家务","00:26","2014-09-09 10:44","2014-09-09 11:11",
"Chaos","00:16","2014-09-09 10:28","2014-09-09 10:44",
"家务","00:12","2014-09-09 10:15","2014-09-09 10:28",
"Chaos","00:23","2014-09-09 09:52","2014-09-09 10:15",
"家务","00:13","2014-09-09 09:38","2014-09-09 09:52",
"Chaos","01:01","2014-09-09 08:36","2014-09-09 09:38",
"用餐","00:31","2014-09-09 08:05","2014-09-09 08:36",
"交通","00:14","2014-09-09 07:51","2014-09-09 08:05",
"家务","00:23","2014-09-09 07:27","2014-09-09 07:51",
"睡眠","08:19","2014-09-08 23:07","2014-09-09 07:27",
"Chaos","03:41","2014-09-08 19:26","2014-09-08 23:07",
"家务","02:00","2014-09-08 17:25","2014-09-08 19:25",""
"交通","02:54","2014-09-08 14:31","2014-09-08 17:25",""
"用餐","00:40","2014-09-08 13:50","2014-09-08 14:31",
"用餐","01:00","2014-09-08 12:50","2014-09-08 13:50",""
"家务","02:46","2014-09-08 10:04","2014-09-08 12:50",""
"家务","01:07","2014-09-08 08:56","2014-09-08 10:04",
