活动类别,持续时间,开始时间,结束时间,备注
工作,0.10,2015-09-24 15:21,2015-09-24 15:27,
交通,0.73,2015-09-24 14:37,2015-09-24 15:21,
Chaos,0.87,2015-09-24 13:45,2015-09-24 14:37,
交通,0.08,2015-09-24 13:40,2015-09-24 13:45,
用餐,0.20,2015-09-24 13:28,2015-09-24 13:40,
Chaos,0.25,2015-09-24 13:13,2015-09-24 13:28,
GDG,1.53,2015-09-24 11:41,2015-09-24 13:13,
工作,0.37,2015-09-24 11:19,2015-09-24 11:41,
家务,0.45,2015-09-24 10:52,2015-09-24 11:19,
Chaos,0.08,2015-09-24 10:47,2015-09-24 10:52,
工作,1.45,2015-09-24 09:20,2015-09-24 10:47,
交通,0.33,2015-09-24 09:0,2015-09-24 09:20,
家务,0.63,2015-09-24 08:22,2015-09-24 09:0,
睡眠,5.87,2015-09-24 02:30,2015-09-24 08:22,
家务,1.15,2015-09-24 01:21,2015-09-24 02:30,
交通,0.28,2015-09-24 01:4,2015-09-24 01:21,
GDG,0.63,2015-09-24 00:26,2015-09-24 01:4,
工作,2.12,2015-09-23 22:19,2015-09-24 00:26,
OBP,0.22,2015-09-23 22:6,2015-09-23 22:19,
工作,0.80,2015-09-23 21:18,2015-09-23 22:6,
Chaos,0.58,2015-09-23 20:43,2015-09-23 21:18,
交通,0.18,2015-09-23 20:32,2015-09-23 20:43,
用餐,0.30,2015-09-23 20:14,2015-09-23 20:32,
交通,0.23,2015-09-23 20:0,2015-09-23 20:14,
GDG,0.45,2015-09-23 19:33,2015-09-23 20:0,
Chaos,0.28,2015-09-23 19:16,2015-09-23 19:33,
交流,1.73,2015-09-23 17:32,2015-09-23 19:16,
工作,1.38,2015-09-23 16:9,2015-09-23 17:32,
Chaos,1.28,2015-09-23 14:52,2015-09-23 16:9,
交通,0.22,2015-09-23 14:39,2015-09-23 14:52,
Chaos,1.42,2015-09-23 13:14,2015-09-23 14:39,
交通,0.10,2015-09-23 13:8,2015-09-23 13:14,
用餐,0.32,2015-09-23 12:49,2015-09-23 13:8,
交通,0.20,2015-09-23 12:37,2015-09-23 12:49,
Chaos,0.50,2015-09-23 12:7,2015-09-23 12:37,
工作,0.33,2015-09-23 11:47,2015-09-23 12:7,
GDG,0.60,2015-09-23 11:11,2015-09-23 11:47,
交流,0.92,2015-09-23 10:16,2015-09-23 11:11,
GDG,1.38,2015-09-23 08:53,2015-09-23 10:16,
交通,0.38,2015-09-23 08:30,2015-09-23 08:53,
家务,0.33,2015-09-23 08:10,2015-09-23 08:30,
睡眠,6.22,2015-09-23 01:57,2015-09-23 08:10,
Chaos,1.55,2015-09-23 00:24,2015-09-23 01:57,
交通,0.48,2015-09-22 23:55,2015-09-23 00:24,
工作,2.55,2015-09-22 21:22,2015-09-22 23:55,
用餐,1.03,2015-09-22 20:20,2015-09-22 21:22,
交通,0.18,2015-09-22 20:9,2015-09-22 20:20,
Chaos,0.77,2015-09-22 19:23,2015-09-22 20:9,
学习,0.77,2015-09-22 18:37,2015-09-22 19:23,
阅读,0.10,2015-09-22 18:31,2015-09-22 18:37,
工作,1.55,2015-09-22 16:58,2015-09-22 18:31,
交流,1.33,2015-09-22 15:38,2015-09-22 16:58,
工作,0.45,2015-09-22 15:11,2015-09-22 15:38,
Chaos,0.53,2015-09-22 14:39,2015-09-22 15:11,
交通,0.27,2015-09-22 14:23,2015-09-22 14:39,
Chaos,0.62,2015-09-22 13:46,2015-09-22 14:23,
交通,0.85,2015-09-22 12:55,2015-09-22 13:46,
交流,0.27,2015-09-22 12:39,2015-09-22 12:55,
工作,0.92,2015-09-22 11:44,2015-09-22 12:39,
交流,1.48,2015-09-22 10:15,2015-09-22 11:44,
Chaos,0.32,2015-09-22 09:56,2015-09-22 10:15,
用餐,1.10,2015-09-22 08:50,2015-09-22 09:56,
交通,0.40,2015-09-22 08:26,2015-09-22 08:50,
家务,0.30,2015-09-22 08:8,2015-09-22 08:26,
睡眠,5.63,2015-09-22 02:30,2015-09-22 08:8,
Chaos,0.68,2015-09-22 01:49,2015-09-22 02:30,
交通,0.30,2015-09-22 01:31,2015-09-22 01:49,
Chaos,0.23,2015-09-22 01:17,2015-09-22 01:31,
GDG,0.95,2015-09-22 00:20,2015-09-22 01:17,
工作,1.03,2015-09-21 23:18,2015-09-22 00:20,
Chaos,0.78,2015-09-21 22:31,2015-09-21 23:18,
GDG,2.55,2015-09-21 19:58,2015-09-21 22:31,
交通,0.18,2015-09-21 19:47,2015-09-21 19:58,
购物,0.25,2015-09-21 19:32,2015-09-21 19:47,
交通,0.57,2015-09-21 18:58,2015-09-21 19:32,
GDG,1.10,2015-09-21 17:52,2015-09-21 18:58,
Chaos,0.45,2015-09-21 17:25,2015-09-21 17:52,
GDG,2.63,2015-09-21 14:47,2015-09-21 17:25,
交通,0.42,2015-09-21 14:22,2015-09-21 14:47,
家务,0.85,2015-09-21 13:31,2015-09-21 14:22,
用餐,0.67,2015-09-21 12:51,2015-09-21 13:31,
交通,0.18,2015-09-21 12:40,2015-09-21 12:51,
上网,0.78,2015-09-21 11:53,2015-09-21 12:40,
交流,0.30,2015-09-21 11:34,2015-09-21 11:52,
工作,0.02,2015-09-21 11:33,2015-09-21 11:34,
交流,2.05,2015-09-21 09:30,2015-09-21 11:33,
Chaos,0.08,2015-09-21 09:25,2015-09-21 09:30,
交通,1.18,2015-09-21 08:14,2015-09-21 09:25,
Air,1.35,2015-09-21 06:53,2015-09-21 08:14,
交通,0.38,2015-09-21 06:30,2015-09-21 06:53,
家务,0.35,2015-09-21 06:9,2015-09-21 06:30,
睡眠,4.98,2015-09-21 01:10,2015-09-21 06:9,
Chaos,1.72,2015-09-20 23:27,2015-09-21 01:10,
家务,0.22,2015-09-20 23:14,2015-09-20 23:27,
GDG,0.98,2015-09-20 22:15,2015-09-20 23:14,
GDG,0.05,2015-09-20 22:12,2015-09-20 22:15,
家务,3.90,2015-09-20 18:18,2015-09-20 22:12,
用餐,0.45,2015-09-20 17:51,2015-09-20 18:18,
交通,0.90,2015-09-20 16:57,2015-09-20 17:51,
交流,1.25,2015-09-20 15:42,2015-09-20 16:57,
交通,0.40,2015-09-20 15:18,2015-09-20 15:42,
GDG,2.18,2015-09-20 13:7,2015-09-20 15:18,
交通,0.15,2015-09-20 12:58,2015-09-20 13:7,
用餐,1.65,2015-09-20 11:19,2015-09-20 12:58,
交通,0.37,2015-09-20 10:57,2015-09-20 11:19,
家务,0.82,2015-09-20 10:8,2015-09-20 10:57,
家务,0.92,2015-09-20 09:13,2015-09-20 10:8,
睡眠,7.83,2015-09-20 01:23,2015-09-20 09:13,
Chaos,2.27,2015-09-19 23:7,2015-09-20 01:23,
家务,0.10,2015-09-19 23:1,2015-09-19 23:7,
GDG,0.83,2015-09-19 22:11,2015-09-19 23:1,
Chaos,2.60,2015-09-19 19:35,2015-09-19 22:11,
家务,0.87,2015-09-19 18:43,2015-09-19 19:35,
用餐,0.62,2015-09-19 18:6,2015-09-19 18:43,
Chaos,0.17,2015-09-19 17:56,2015-09-19 18:6,
家务,0.83,2015-09-19 17:6,2015-09-19 17:56,
Chaos,0.52,2015-09-19 16:35,2015-09-19 17:6,
家务,0.20,2015-09-19 16:23,2015-09-19 16:35,
睡眠,1.38,2015-09-19 15:0,2015-09-19 16:23,
Chaos,0.23,2015-09-19 14:46,2015-09-19 15:0,
家务,0.35,2015-09-19 14:25,2015-09-19 14:46,
交通,0.73,2015-09-19 13:41,2015-09-19 14:25,
交通,0.18,2015-09-19 13:30,2015-09-19 13:41,
家务,0.18,2015-09-19 13:19,2015-09-19 13:30,
用餐,0.97,2015-09-19 12:21,2015-09-19 13:19,
家务,2.23,2015-09-19 10:7,2015-09-19 12:21,
交通,0.40,2015-09-19 09:43,2015-09-19 10:7,
家务,0.57,2015-09-19 09:9,2015-09-19 09:43,
用餐,0.55,2015-09-19 08:36,2015-09-19 09:9,
家务,1.50,2015-09-19 07:6,2015-09-19 08:36,
睡眠,7.03,2015-09-19 00:4,2015-09-19 07:6,
GDG,2.25,2015-09-18 21:49,2015-09-19 00:4,
家务,0.22,2015-09-18 21:36,2015-09-18 21:49,
用餐,0.85,2015-09-18 20:45,2015-09-18 21:36,
交通,0.55,2015-09-18 20:12,2015-09-18 20:45,
Air,1.45,2015-09-18 18:45,2015-09-18 20:12,
Chaos,0.32,2015-09-18 18:26,2015-09-18 18:45,
交通,1.03,2015-09-18 17:24,2015-09-18 18:26,
OBP,0.23,2015-09-18 17:10,2015-09-18 17:24,
工作,2.20,2015-09-18 14:58,2015-09-18 17:10,
Chaos,0.08,2015-09-18 14:53,2015-09-18 14:58,
交通,0.27,2015-09-18 14:37,2015-09-18 14:53,
交通,0.13,2015-09-18 14:29,2015-09-18 14:37,
Chaos,1.18,2015-09-18 13:18,2015-09-18 14:29,
交通,0.08,2015-09-18 13:13,2015-09-18 13:18,
用餐,0.28,2015-09-18 12:56,2015-09-18 13:13,
交通,0.22,2015-09-18 12:43,2015-09-18 12:56,
Chaos,2.27,2015-09-18 10:27,2015-09-18 12:43,
交流,0.17,2015-09-18 10:17,2015-09-18 10:27,
Chaos,0.82,2015-09-18 09:28,2015-09-18 10:17,
交通,0.40,2015-09-18 09:4,2015-09-18 09:28,
家务,0.57,2015-09-18 08:30,2015-09-18 09:4,
睡眠,6.10,2015-09-18 02:24,2015-09-18 08:30,
Chaos,0.50,2015-09-18 01:54,2015-09-18 02:24,
交通,0.35,2015-09-18 01:33,2015-09-18 01:54,
GDG,1.23,2015-09-18 00:19,2015-09-18 01:33,
Chaos,2.68,2015-09-17 21:38,2015-09-18 00:19,
交通,0.20,2015-09-17 21:26,2015-09-17 21:38,
用餐,1.62,2015-09-17 19:49,2015-09-17 21:26,
交通,0.60,2015-09-17 19:13,2015-09-17 19:49,
交流,0.77,2015-09-17 18:27,2015-09-17 19:13,
交通,0.03,2015-09-17 18:25,2015-09-17 18:27,
Chaos,0.37,2015-09-17 18:3,2015-09-17 18:25,
工作,0.47,2015-09-17 17:35,2015-09-17 18:3,
GDG,0.07,2015-09-17 17:31,2015-09-17 17:35,
工作,2.07,2015-09-17 15:27,2015-09-17 17:31,
Chaos,0.42,2015-09-17 15:2,2015-09-17 15:27,
交通,0.23,2015-09-17 14:48,2015-09-17 15:2,
Chaos,0.97,2015-09-17 13:50,2015-09-17 14:48,
交通,0.35,2015-09-17 13:29,2015-09-17 13:50,
Chaos,0.25,2015-09-17 13:14,2015-09-17 13:29,
Chaos,1.20,2015-09-17 12:2,2015-09-17 13:14,
交流,1.93,2015-09-17 10:6,2015-09-17 12:2,
Chaos,0.05,2015-09-17 10:3,2015-09-17 10:6,
用餐,0.73,2015-09-17 09:19,2015-09-17 10:3,
交通,0.20,2015-09-17 09:7,2015-09-17 09:19,
家务,1.02,2015-09-17 08:6,2015-09-17 09:7,
睡眠,5.92,2015-09-17 02:11,2015-09-17 08:6,
Chaos,0.80,2015-09-17 01:23,2015-09-17 02:11,
交通,0.27,2015-09-17 01:7,2015-09-17 01:23,
GDG,3.62,2015-09-16 21:30,2015-09-17 01:7,
交通,0.20,2015-09-16 21:18,2015-09-16 21:30,
用餐,2.37,2015-09-16 18:56,2015-09-16 21:18,
交流,0.83,2015-09-16 18:6,2015-09-16 18:56,
学习,0.60,2015-09-16 17:31,2015-09-16 18:7,
GDG,0.78,2015-09-16 16:44,2015-09-16 17:31,
Chaos,1.47,2015-09-16 15:16,2015-09-16 16:44,
交流,0.43,2015-09-16 14:50,2015-09-16 15:16,
交通,0.35,2015-09-16 14:29,2015-09-16 14:50,
Chaos,0.83,2015-09-16 13:39,2015-09-16 14:29,
交通,0.05,2015-09-16 13:36,2015-09-16 13:39,
用餐,0.57,2015-09-16 13:2,2015-09-16 13:36,
交通,0.17,2015-09-16 12:52,2015-09-16 13:2,
交流,0.35,2015-09-16 12:31,2015-09-16 12:52,
GDG,1.42,2015-09-16 11:6,2015-09-16 12:31,
交流,0.90,2015-09-16 10:12,2015-09-16 11:6,
Chaos,0.15,2015-09-16 10:3,2015-09-16 10:12,
交流,0.18,2015-09-16 09:52,2015-09-16 10:3,
交流,0.05,2015-09-16 09:48,2015-09-16 09:51,
Chaos,0.28,2015-09-16 09:31,2015-09-16 09:48,
交通,0.30,2015-09-16 09:13,2015-09-16 09:31,
家务,0.82,2015-09-16 08:24,2015-09-16 09:13,
睡眠,6.17,2015-09-16 02:14,2015-09-16 08:24,
Chaos,1.30,2015-09-16 00:56,2015-09-16 02:14,
交通,0.52,2015-09-16 00:25,2015-09-16 00:56,
GDG,1.00,2015-09-15 23:25,2015-09-16 00:25,
交流,2.15,2015-09-15 21:16,2015-09-15 23:25,
交流,1.07,2015-09-15 20:12,2015-09-15 21:16,
交通,0.13,2015-09-15 20:4,2015-09-15 20:12,
用餐,0.48,2015-09-15 19:35,2015-09-15 20:4,
交通,0.27,2015-09-15 19:19,2015-09-15 19:35,
Chaos,0.50,2015-09-15 18:49,2015-09-15 19:19,
Pt0,1.00,2015-09-15 17:49,2015-09-15 18:49,
Pt0,1.72,2015-09-15 16:6,2015-09-15 17:49,
交流,0.05,2015-09-15 16:3,2015-09-15 16:6,
Chaos,0.22,2015-09-15 15:50,2015-09-15 16:3,
上网,1.98,2015-09-15 13:51,2015-09-15 15:50,
交流,0.68,2015-09-15 13:10,2015-09-15 13:51,
GDG,0.97,2015-09-15 12:12,2015-09-15 13:10,
Pt0,0.08,2015-09-15 12:7,2015-09-15 12:12,
GDG,0.13,2015-09-15 11:59,2015-09-15 12:7,
Pt0,1.07,2015-09-15 10:55,2015-09-15 11:59,
Chaos,0.45,2015-09-15 10:28,2015-09-15 10:55,
交流,0.18,2015-09-15 10:17,2015-09-15 10:28,
Chaos,0.35,2015-09-15 09:56,2015-09-15 10:17,
GDG,1.03,2015-09-15 08:54,2015-09-15 09:56,
交通,0.28,2015-09-15 08:37,2015-09-15 08:54,
家务,0.45,2015-09-15 08:10,2015-09-15 08:37,
睡眠,5.85,2015-09-15 02:19,2015-09-15 08:10,
家务,0.85,2015-09-15 01:28,2015-09-15 02:19,
交通,0.38,2015-09-15 01:5,2015-09-15 01:28,
GDG,1.07,2015-09-15 00:1,2015-09-15 01:5,
交流,1.00,2015-09-14 23:1,2015-09-15 00:1,
GDG,1.65,2015-09-14 21:22,2015-09-14 23:1,
交流,1.50,2015-09-14 19:52,2015-09-14 21:22,
用餐,0.55,2015-09-14 19:19,2015-09-14 19:52,
交通,0.18,2015-09-14 19:8,2015-09-14 19:19,
GDG,1.55,2015-09-14 17:35,2015-09-14 19:8,
Chaos,0.27,2015-09-14 17:19,2015-09-14 17:35,
交流,1.17,2015-09-14 16:9,2015-09-14 17:19,
GDG,0.07,2015-09-14 16:5,2015-09-14 16:9,
Chaos,0.52,2015-09-14 15:34,2015-09-14 16:5,
交通,0.62,2015-09-14 14:57,2015-09-14 15:34,
Chaos,1.22,2015-09-14 13:44,2015-09-14 14:57,
用餐,0.82,2015-09-14 12:55,2015-09-14 13:44,
交通,0.27,2015-09-14 12:39,2015-09-14 12:55,
Chaos,1.27,2015-09-14 11:23,2015-09-14 12:39,
交流,0.20,2015-09-14 11:11,2015-09-14 11:23,
Pt0,0.28,2015-09-14 10:54,2015-09-14 11:11,
交流,0.70,2015-09-14 10:12,2015-09-14 10:54,
Chaos,0.57,2015-09-14 09:38,2015-09-14 10:12,
交通,0.30,2015-09-14 09:20,2015-09-14 09:38,
家务,1.13,2015-09-14 08:12,2015-09-14 09:20,
睡眠,7.02,2015-09-14 01:12,2015-09-14 08:13,
Chaos,2.28,2015-09-13 22:55,2015-09-14 01:12,
交通,0.92,2015-09-13 22:0,2015-09-13 22:55,
用餐,2.05,2015-09-13 19:57,2015-09-13 22:0,
购物,0.88,2015-09-13 19:4,2015-09-13 19:57,
交通,0.33,2015-09-13 18:44,2015-09-13 19:4,
交流,5.18,2015-09-13 13:33,2015-09-13 18:44,
交通,1.35,2015-09-13 12:12,2015-09-13 13:33,
交流,2.60,2015-09-13 09:36,2015-09-13 12:12,
GDG,1.72,2015-09-13 07:53,2015-09-13 09:36,
交通,0.22,2015-09-13 07:40,2015-09-13 07:53,
GDG,0.82,2015-09-13 06:51,2015-09-13 07:40,
交通,0.23,2015-09-13 06:37,2015-09-13 06:51,
家务,0.20,2015-09-13 06:25,2015-09-13 06:37,
睡眠,5.35,2015-09-13 01:4,2015-09-13 06:25,
Chaos,0.57,2015-09-13 00:30,2015-09-13 01:4,
交通,0.27,2015-09-13 00:14,2015-09-13 00:30,
娱乐,0.80,2015-09-12 23:26,2015-09-13 00:14,
娱乐,1.00,2015-09-12 22:26,2015-09-12 23:26,
交通,0.57,2015-09-12 21:52,2015-09-12 22:26,
用餐,2.00,2015-09-12 19:52,2015-09-12 21:52,
交通,1.22,2015-09-12 18:39,2015-09-12 19:52,
GDG,0.90,2015-09-12 17:45,2015-09-12 18:39,
Chaos,0.17,2015-09-12 17:35,2015-09-12 17:45,
交通,0.32,2015-09-12 17:16,2015-09-12 17:35,
GDG,3.82,2015-09-12 13:27,2015-09-12 17:16,
购物,0.73,2015-09-12 12:43,2015-09-12 13:27,
用餐,0.25,2015-09-12 12:28,2015-09-12 12:43,
交通,0.27,2015-09-12 12:12,2015-09-12 12:28,
Chaos,0.63,2015-09-12 11:34,2015-09-12 12:12,
OBP,0.33,2015-09-12 11:14,2015-09-12 11:34,
GDG,0.77,2015-09-12 10:28,2015-09-12 11:14,
Chaos,1.02,2015-09-12 09:27,2015-09-12 10:28,
交通,0.25,2015-09-12 09:12,2015-09-12 09:27,
用餐,0.27,2015-09-12 08:56,2015-09-12 09:12,
交通,0.08,2015-09-12 08:51,2015-09-12 08:56,
睡眠,8.18,2015-09-12 00:40,2015-09-12 08:51,
交通,0.78,2015-09-11 23:53,2015-09-12 00:40,
GDG,1.13,2015-09-11 22:45,2015-09-11 23:53,
