活动类别,持续时间,开始时间,结束时间,备注
Chaos,1.32,2015-08-30 13:21,2015-08-30 14:40,
家务,0.08,2015-08-30 13:16,2015-08-30 13:21,
交通,0.17,2015-08-30 13:6,2015-08-30 13:16,
家务,0.52,2015-08-30 12:35,2015-08-30 13:6,
用餐,0.85,2015-08-30 11:44,2015-08-30 12:35,
交通,0.20,2015-08-30 11:32,2015-08-30 11:44,
家务,0.58,2015-08-30 10:57,2015-08-30 11:32,
家务,2.80,2015-08-30 08:9,2015-08-30 10:57,
交通,0.18,2015-08-30 07:58,2015-08-30 08:9,
家务,0.77,2015-08-30 07:12,2015-08-30 07:58,
睡眠,6.10,2015-08-30 01:6,2015-08-30 07:12,
Chaos,3.25,2015-08-29 21:51,2015-08-30 01:6,
家务,0.63,2015-08-29 21:13,2015-08-29 21:51,
交通,0.37,2015-08-29 20:51,2015-08-29 21:13,
电影,2.12,2015-08-29 18:44,2015-08-29 20:51,
用餐,0.50,2015-08-29 18:14,2015-08-29 18:44,
交通,0.25,2015-08-29 17:59,2015-08-29 18:14,
Chaos,0.38,2015-08-29 17:36,2015-08-29 17:59,
家务,0.87,2015-08-29 16:44,2015-08-29 17:36,
睡眠,1.20,2015-08-29 15:32,2015-08-29 16:44,
Chaos,2.28,2015-08-29 13:15,2015-08-29 15:32,
交通,0.87,2015-08-29 12:23,2015-08-29 13:15,
用餐,0.60,2015-08-29 11:47,2015-08-29 12:23,
交通,0.47,2015-08-29 11:19,2015-08-29 11:47,
购物,1.48,2015-08-29 09:50,2015-08-29 11:19,
家务,0.87,2015-08-29 08:58,2015-08-29 09:50,
睡眠,1.87,2015-08-29 07:6,2015-08-29 08:58,
睡眠,6.83,2015-08-29 00:16,2015-08-29 07:6,
上网,1.13,2015-08-28 23:8,2015-08-29 00:16,
家务,0.20,2015-08-28 22:56,2015-08-28 23:8,
Pt0,1.62,2015-08-28 21:19,2015-08-28 22:56,
家务,0.77,2015-08-28 20:33,2015-08-28 21:19,
交通,0.23,2015-08-28 20:19,2015-08-28 20:33,
Air,1.52,2015-08-28 18:47,2015-08-28 20:18,
交通,1.27,2015-08-28 17:31,2015-08-28 18:47,
Pt0,1.95,2015-08-28 15:34,2015-08-28 17:31,
交流,0.27,2015-08-28 15:18,2015-08-28 15:34,
Chaos,1.03,2015-08-28 14:16,2015-08-28 15:18,
Pt0,1.47,2015-08-28 12:48,2015-08-28 14:16,
Chaos,0.07,2015-08-28 12:44,2015-08-28 12:48,
Pt0,1.53,2015-08-28 11:12,2015-08-28 12:44,
Pt0,0.30,2015-08-28 10:54,2015-08-28 11:12,
OBP,0.38,2015-08-28 10:31,2015-08-28 10:54,
交流,0.27,2015-08-28 10:15,2015-08-28 10:31,
Chaos,0.23,2015-08-28 10:1,2015-08-28 10:15,
OBP,1.23,2015-08-28 08:47,2015-08-28 10:1,
Pt0,0.17,2015-08-28 08:37,2015-08-28 08:47,
OBP,0.18,2015-08-28 08:26,2015-08-28 08:37,
Chaos,0.52,2015-08-28 07:55,2015-08-28 08:26,
交通,0.25,2015-08-28 07:40,2015-08-28 07:55,
家务,0.53,2015-08-28 07:8,2015-08-28 07:40,
睡眠,6.50,2015-08-28 00:38,2015-08-28 07:8,
Chaos,0.10,2015-08-28 00:32,2015-08-28 00:38,
用餐,0.32,2015-08-28 00:13,2015-08-28 00:32,
交通,0.38,2015-08-27 23:50,2015-08-28 00:13,
Pt0,1.43,2015-08-27 22:24,2015-08-27 23:50,
Pt0,2.23,2015-08-27 20:10,2015-08-27 22:24,
Pt0,1.82,2015-08-27 18:21,2015-08-27 20:10,
交流,0.98,2015-08-27 17:22,2015-08-27 18:21,
Pt0,0.25,2015-08-27 17:7,2015-08-27 17:22,
购物,1.10,2015-08-27 16:1,2015-08-27 17:7,
Pt0,1.45,2015-08-27 14:34,2015-08-27 16:1,
交通,0.30,2015-08-27 14:16,2015-08-27 14:34,
家务,0.65,2015-08-27 13:37,2015-08-27 14:16,
用餐,0.57,2015-08-27 13:3,2015-08-27 13:37,
交通,0.40,2015-08-27 12:39,2015-08-27 13:3,
Pt0,1.37,2015-08-27 11:17,2015-08-27 12:39,
Chaos,0.25,2015-08-27 11:2,2015-08-27 11:17,
GDG,0.60,2015-08-27 10:26,2015-08-27 11:2,
Chaos,0.57,2015-08-27 09:52,2015-08-27 10:26,
交通,1.22,2015-08-27 08:39,2015-08-27 09:52,
Air,1.45,2015-08-27 07:12,2015-08-27 08:39,
Chaos,0.27,2015-08-27 06:56,2015-08-27 07:12,
交通,0.50,2015-08-27 06:26,2015-08-27 06:56,
家务,0.17,2015-08-27 06:16,2015-08-27 06:26,
睡眠,6.42,2015-08-26 23:51,2015-08-27 06:16,
Chaos,3.40,2015-08-26 20:27,2015-08-26 23:51,
家务,0.80,2015-08-26 19:39,2015-08-26 20:27,
交通,0.30,2015-08-26 19:21,2015-08-26 19:39,
家务,0.57,2015-08-26 18:47,2015-08-26 19:21,
用餐,0.37,2015-08-26 18:25,2015-08-26 18:47,
交通,0.28,2015-08-26 18:8,2015-08-26 18:25,
Chaos,0.72,2015-08-26 17:25,2015-08-26 18:8,
GDG,2.50,2015-08-26 14:55,2015-08-26 17:25,
Chaos,2.23,2015-08-26 12:41,2015-08-26 14:55,
用餐,0.57,2015-08-26 12:7,2015-08-26 12:41,
交通,0.43,2015-08-26 11:41,2015-08-26 12:7,
Chaos,1.07,2015-08-26 10:37,2015-08-26 11:41,
交通,2.20,2015-08-26 08:25,2015-08-26 10:37,
Chaos,0.35,2015-08-26 08:4,2015-08-26 08:25,
Chaos,0.12,2015-08-26 07:57,2015-08-26 08:4,
用餐,0.33,2015-08-26 07:37,2015-08-26 07:57,
家务,0.23,2015-08-26 07:23,2015-08-26 07:37,
睡眠,9.70,2015-08-25 21:41,2015-08-26 07:23,
Chaos,2.67,2015-08-25 19:1,2015-08-25 21:41,
交通,0.53,2015-08-25 18:29,2015-08-25 19:1,
用餐,0.58,2015-08-25 17:54,2015-08-25 18:29,
Chaos,1.52,2015-08-25 16:23,2015-08-25 17:54,
交通,0.27,2015-08-25 16:7,2015-08-25 16:23,
Chaos,0.42,2015-08-25 15:42,2015-08-25 16:7,
交通,3.08,2015-08-25 12:37,2015-08-25 15:42,
用餐,0.55,2015-08-25 12:4,2015-08-25 12:37,
交通,1.82,2015-08-25 10:15,2015-08-25 12:4,
学习,0.97,2015-08-25 09:17,2015-08-25 10:15,
交通,1.28,2015-08-25 08:0,2015-08-25 09:17,
交通,0.90,2015-08-25 07:6,2015-08-25 08:0,
家务,0.43,2015-08-25 06:40,2015-08-25 07:6,
睡眠,5.87,2015-08-25 00:48,2015-08-25 06:40,
Chaos,0.47,2015-08-25 00:20,2015-08-25 00:48,
家务,1.20,2015-08-24 23:8,2015-08-25 00:20,
Chaos,0.63,2015-08-24 22:30,2015-08-24 23:8,
家务,1.45,2015-08-24 21:3,2015-08-24 22:30,
用餐,0.32,2015-08-24 20:44,2015-08-24 21:3,
家务,0.07,2015-08-24 20:40,2015-08-24 20:44,
交通,0.17,2015-08-24 20:30,2015-08-24 20:40,
Chaos,0.25,2015-08-24 20:15,2015-08-24 20:30,
Air,1.55,2015-08-24 18:42,2015-08-24 20:15,
Chaos,0.45,2015-08-24 18:15,2015-08-24 18:42,
交通,1.03,2015-08-24 17:13,2015-08-24 18:15,
Chaos,0.42,2015-08-24 16:48,2015-08-24 17:13,
GDG,1.13,2015-08-24 15:40,2015-08-24 16:48,
Pt0,0.70,2015-08-24 14:58,2015-08-24 15:40,
交通,0.50,2015-08-24 14:28,2015-08-24 14:58,
Chaos,1.38,2015-08-24 13:5,2015-08-24 14:28,
交通,0.10,2015-08-24 12:59,2015-08-24 13:5,
用餐,0.33,2015-08-24 12:39,2015-08-24 12:59,
交通,0.18,2015-08-24 12:28,2015-08-24 12:39,
交流,0.67,2015-08-24 11:48,2015-08-24 12:28,
GDG,0.28,2015-08-24 11:31,2015-08-24 11:48,
Chaos,0.80,2015-08-24 10:43,2015-08-24 11:31,
交流,0.45,2015-08-24 10:16,2015-08-24 10:43,
Chaos,1.85,2015-08-24 08:25,2015-08-24 10:16,
交通,0.28,2015-08-24 08:8,2015-08-24 08:25,
家务,0.08,2015-08-24 08:3,2015-08-24 08:8,
睡眠,7.43,2015-08-24 00:37,2015-08-24 08:3,
家务,1.08,2015-08-23 23:32,2015-08-24 00:37,
交通,0.35,2015-08-23 23:11,2015-08-23 23:32,
Chaos,0.32,2015-08-23 22:52,2015-08-23 23:11,
交通,0.23,2015-08-23 22:38,2015-08-23 22:52,
交通,0.95,2015-08-23 21:41,2015-08-23 22:38,
Air,1.33,2015-08-23 20:21,2015-08-23 21:41,
Chaos,0.68,2015-08-23 19:40,2015-08-23 20:21,
交通,0.30,2015-08-23 19:22,2015-08-23 19:40,
家务,1.05,2015-08-23 18:19,2015-08-23 19:22,
交通,0.78,2015-08-23 17:32,2015-08-23 18:19,
Chaos,2.13,2015-08-23 15:24,2015-08-23 17:32,
阅读,1.00,2015-08-23 14:24,2015-08-23 15:24,
睡眠,2.97,2015-08-23 11:26,2015-08-23 14:24,
家务,1.33,2015-08-23 10:6,2015-08-23 11:26,
交通,0.32,2015-08-23 09:47,2015-08-23 10:6,
家务,0.52,2015-08-23 09:16,2015-08-23 09:47,
睡眠,8.30,2015-08-23 00:58,2015-08-23 09:16,
Chaos,0.77,2015-08-23 00:12,2015-08-23 00:58,
电影,1.03,2015-08-22 23:10,2015-08-23 00:12,
Chaos,2.67,2015-08-22 20:30,2015-08-22 23:10,
交通,0.28,2015-08-22 20:13,2015-08-22 20:30,
用餐,1.72,2015-08-22 18:30,2015-08-22 20:13,
交通,0.55,2015-08-22 17:57,2015-08-22 18:30,
家务,0.35,2015-08-22 17:36,2015-08-22 17:57,
家务,0.67,2015-08-22 16:57,2015-08-22 17:37,
Chaos,1.07,2015-08-22 15:53,2015-08-22 16:57,
家务,1.13,2015-08-22 14:45,2015-08-22 15:53,
交通,0.23,2015-08-22 14:31,2015-08-22 14:45,
GDG,0.92,2015-08-22 13:36,2015-08-22 14:31,
交通,0.77,2015-08-22 12:50,2015-08-22 13:36,
家务,0.10,2015-08-22 12:44,2015-08-22 12:50,
交通,0.27,2015-08-22 12:28,2015-08-22 12:44,
学习,2.65,2015-08-22 09:49,2015-08-22 12:28,
交通,1.17,2015-08-22 08:39,2015-08-22 09:49,
用餐,0.55,2015-08-22 08:6,2015-08-22 08:39,
交通,0.35,2015-08-22 07:45,2015-08-22 08:6,
家务,0.33,2015-08-22 07:25,2015-08-22 07:45,
睡眠,6.62,2015-08-22 00:48,2015-08-22 07:25,
Chaos,1.33,2015-08-21 23:28,2015-08-22 00:48,
OBP,0.87,2015-08-21 22:36,2015-08-21 23:28,
Chaos,1.02,2015-08-21 21:36,2015-08-21 22:37,
交通,0.52,2015-08-21 21:5,2015-08-21 21:36,
Chaos,0.62,2015-08-21 20:28,2015-08-21 21:5,
Air,1.25,2015-08-21 19:13,2015-08-21 20:28,
Chaos,0.53,2015-08-21 18:41,2015-08-21 19:13,
交通,1.10,2015-08-21 17:35,2015-08-21 18:41,
Pt0,1.07,2015-08-21 16:31,2015-08-21 17:35,
Pt0,0.92,2015-08-21 15:36,2015-08-21 16:31,
Chaos,0.83,2015-08-21 14:46,2015-08-21 15:36,
交通,0.45,2015-08-21 14:19,2015-08-21 14:46,
Chaos,1.33,2015-08-21 12:59,2015-08-21 14:19,
交通,0.08,2015-08-21 12:54,2015-08-21 12:59,
用餐,0.22,2015-08-21 12:41,2015-08-21 12:54,
交通,0.22,2015-08-21 12:28,2015-08-21 12:41,
Chaos,0.03,2015-08-21 12:26,2015-08-21 12:28,
交流,1.12,2015-08-21 11:19,2015-08-21 12:26,
上网,0.85,2015-08-21 10:28,2015-08-21 11:19,
交流,0.17,2015-08-21 10:18,2015-08-21 10:28,
Chaos,0.27,2015-08-21 10:2,2015-08-21 10:18,
Chaos,0.73,2015-08-21 09:18,2015-08-21 10:2,
交通,0.45,2015-08-21 08:51,2015-08-21 09:18,
家务,0.73,2015-08-21 08:7,2015-08-21 08:51,
睡眠,6.33,2015-08-21 01:47,2015-08-21 08:7,
Chaos,0.43,2015-08-21 01:21,2015-08-21 01:47,
家务,1.03,2015-08-21 00:19,2015-08-21 01:21,
用餐,0.22,2015-08-21 00:6,2015-08-21 00:19,
交通,0.35,2015-08-20 23:45,2015-08-21 00:6,
交流,3.83,2015-08-20 19:55,2015-08-20 23:45,
GDG,0.73,2015-08-20 19:11,2015-08-20 19:55,
Chaos,0.05,2015-08-20 19:8,2015-08-20 19:11,
Chaos,0.17,2015-08-20 18:58,2015-08-20 19:8,
Pt0,0.93,2015-08-20 18:2,2015-08-20 18:58,
Chaos,0.15,2015-08-20 17:53,2015-08-20 18:2,
Pt0,0.63,2015-08-20 17:15,2015-08-20 17:53,
Chaos,0.03,2015-08-20 17:13,2015-08-20 17:15,
学习,1.10,2015-08-20 16:7,2015-08-20 17:13,
GDG,0.55,2015-08-20 15:34,2015-08-20 16:7,
Chaos,0.50,2015-08-20 15:4,2015-08-20 15:34,
Pt0,0.45,2015-08-20 14:37,2015-08-20 15:4,
交通,0.32,2015-08-20 14:18,2015-08-20 14:37,
Chaos,1.02,2015-08-20 13:17,2015-08-20 14:18,
交通,0.12,2015-08-20 13:10,2015-08-20 13:17,
用餐,0.33,2015-08-20 12:50,2015-08-20 13:10,
交通,0.22,2015-08-20 12:37,2015-08-20 12:50,
Pt0,1.35,2015-08-20 11:16,2015-08-20 12:37,
GDG,0.07,2015-08-20 11:12,2015-08-20 11:16,
Chaos,0.15,2015-08-20 11:3,2015-08-20 11:12,
OBP,0.73,2015-08-20 10:19,2015-08-20 11:3,
上网,0.28,2015-08-20 10:2,2015-08-20 10:19,
Chaos,0.53,2015-08-20 09:30,2015-08-20 10:2,
交通,0.37,2015-08-20 09:8,2015-08-20 09:30,
家务,0.42,2015-08-20 08:43,2015-08-20 09:8,
睡眠,6.47,2015-08-20 02:15,2015-08-20 08:43,
Chaos,0.90,2015-08-20 01:21,2015-08-20 02:15,
交通,0.33,2015-08-20 01:1,2015-08-20 01:21,
GDG,1.68,2015-08-19 23:20,2015-08-20 01:1,
交通,0.42,2015-08-19 22:54,2015-08-19 23:19,
交流,1.18,2015-08-19 21:43,2015-08-19 22:54,
用餐,2.48,2015-08-19 19:14,2015-08-19 21:43,
交通,0.37,2015-08-19 18:52,2015-08-19 19:14,
Chaos,0.18,2015-08-19 18:41,2015-08-19 18:52,
Chaos,0.48,2015-08-19 18:12,2015-08-19 18:41,
学习,0.67,2015-08-19 17:32,2015-08-19 18:12,
Chaos,0.72,2015-08-19 16:49,2015-08-19 17:32,
GDG,0.83,2015-08-19 15:59,2015-08-19 16:49,
GDG,1.12,2015-08-19 14:52,2015-08-19 15:59,
Chaos,0.22,2015-08-19 14:39,2015-08-19 14:52,
交通,0.27,2015-08-19 14:23,2015-08-19 14:39,
家务,1.13,2015-08-19 13:15,2015-08-19 14:23,
交通,0.08,2015-08-19 13:10,2015-08-19 13:15,
用餐,0.47,2015-08-19 12:42,2015-08-19 13:10,
GDG,1.77,2015-08-19 10:56,2015-08-19 12:42,
Chaos,0.20,2015-08-19 10:44,2015-08-19 10:56,
交流,0.48,2015-08-19 10:15,2015-08-19 10:44,
上网,0.78,2015-08-19 09:28,2015-08-19 10:15,
Chaos,0.20,2015-08-19 09:16,2015-08-19 09:28,
交通,0.30,2015-08-19 08:58,2015-08-19 09:16,
家务,0.25,2015-08-19 08:43,2015-08-19 08:58,
睡眠,7.50,2015-08-19 01:13,2015-08-19 08:43,
Chaos,2.42,2015-08-18 22:48,2015-08-19 01:13,
交通,0.37,2015-08-18 22:26,2015-08-18 22:48,
Pt0,1.57,2015-08-18 20:52,2015-08-18 22:26,
GDG,0.82,2015-08-18 20:3,2015-08-18 20:52,
交通,0.20,2015-08-18 19:51,2015-08-18 20:3,
用餐,0.35,2015-08-18 19:30,2015-08-18 19:51,
交通,0.22,2015-08-18 19:17,2015-08-18 19:30,
Chaos,0.62,2015-08-18 18:40,2015-08-18 19:17,
GDG,0.17,2015-08-18 18:30,2015-08-18 18:40,
Chaos,0.27,2015-08-18 18:14,2015-08-18 18:30,
交流,0.07,2015-08-18 18:10,2015-08-18 18:14,
Pt0,1.42,2015-08-18 16:45,2015-08-18 18:10,
Chaos,0.35,2015-08-18 16:24,2015-08-18 16:45,
GDG,1.52,2015-08-18 14:53,2015-08-18 16:24,
Chaos,0.32,2015-08-18 14:34,2015-08-18 14:53,
交通,0.28,2015-08-18 14:17,2015-08-18 14:34,
Chaos,1.30,2015-08-18 12:59,2015-08-18 14:17,
用餐,0.35,2015-08-18 12:38,2015-08-18 12:59,
交通,0.37,2015-08-18 12:16,2015-08-18 12:38,
上网,0.23,2015-08-18 12:2,2015-08-18 12:16,
Chaos,0.08,2015-08-18 11:57,2015-08-18 12:2,
GDG,1.08,2015-08-18 10:52,2015-08-18 11:57,
交流,0.55,2015-08-18 10:19,2015-08-18 10:52,
上网,0.48,2015-08-18 09:50,2015-08-18 10:19,
Chaos,0.57,2015-08-18 09:16,2015-08-18 09:50,
交通,0.33,2015-08-18 08:56,2015-08-18 09:16,
家务,0.53,2015-08-18 08:24,2015-08-18 08:56,
睡眠,5.78,2015-08-18 02:37,2015-08-18 08:24,
娱乐,0.22,2015-08-18 02:24,2015-08-18 02:37,
Chaos,0.88,2015-08-18 01:31,2015-08-18 02:24,
家务,0.33,2015-08-18 01:11,2015-08-18 01:31,
交通,0.27,2015-08-18 00:55,2015-08-18 01:11,
OBP,1.15,2015-08-17 23:46,2015-08-18 00:55,
上网,1.18,2015-08-17 22:35,2015-08-17 23:46,
Chaos,0.45,2015-08-17 22:8,2015-08-17 22:35,
GDG,1.58,2015-08-17 20:33,2015-08-17 22:8,
Pt0,0.52,2015-08-17 20:2,2015-08-17 20:33,
Chaos,0.38,2015-08-17 19:39,2015-08-17 20:2,
用餐,0.57,2015-08-17 19:5,2015-08-17 19:39,
交通,0.27,2015-08-17 18:49,2015-08-17 19:5,
GDG,0.05,2015-08-17 18:46,2015-08-17 18:49,
Pt0,1.23,2015-08-17 17:32,2015-08-17 18:46,
交流,0.50,2015-08-17 17:2,2015-08-17 17:32,
GDG,1.28,2015-08-17 15:45,2015-08-17 17:2,
Pt0,0.78,2015-08-17 14:58,2015-08-17 15:45,
Chaos,0.50,2015-08-17 14:28,2015-08-17 14:58,
交通,0.37,2015-08-17 14:6,2015-08-17 14:28,
家务,1.33,2015-08-17 12:46,2015-08-17 14:6,
交通,0.38,2015-08-17 12:23,2015-08-17 12:46,
Pt0,0.82,2015-08-17 11:34,2015-08-17 12:23,
Chaos,0.75,2015-08-17 10:49,2015-08-17 11:34,
交流,0.52,2015-08-17 10:18,2015-08-17 10:49,
上网,1.08,2015-08-17 09:13,2015-08-17 10:18,
交通,0.53,2015-08-17 08:41,2015-08-17 09:13,
家务,0.33,2015-08-17 08:21,2015-08-17 08:41,
睡眠,6.52,2015-08-17 01:50,2015-08-17 08:21,
Chaos,1.98,2015-08-16 23:51,2015-08-17 01:50,
交通,0.28,2015-08-16 23:34,2015-08-16 23:51,
Pt0,1.20,2015-08-16 22:22,2015-08-16 23:34,
交通,1.30,2015-08-16 21:4,2015-08-16 22:22,
Air,1.37,2015-08-16 19:42,2015-08-16 21:4,
交通,0.73,2015-08-16 18:58,2015-08-16 19:42,
用餐,0.67,2015-08-16 18:18,2015-08-16 18:58,
家务,4.93,2015-08-16 13:22,2015-08-16 18:18,
交通,0.08,2015-08-16 13:17,2015-08-16 13:22,
用餐,0.53,2015-08-16 12:45,2015-08-16 13:17,
家务,2.98,2015-08-16 09:46,2015-08-16 12:45,
睡眠,8.70,2015-08-16 01:4,2015-08-16 09:46,
Chaos,2.82,2015-08-15 22:15,2015-08-16 01:4,
交通,0.52,2015-08-15 21:44,2015-08-15 22:15,
交流,1.37,2015-08-15 20:22,2015-08-15 21:44,
交流,0.82,2015-08-15 19:33,2015-08-15 20:22,
用餐,0.33,2015-08-15 19:13,2015-08-15 19:33,
交流,2.75,2015-08-15 16:28,2015-08-15 19:13,
Chaos,0.62,2015-08-15 15:51,2015-08-15 16:28,
交通,0.37,2015-08-15 15:29,2015-08-15 15:51,
Chaos,1.78,2015-08-15 13:42,2015-08-15 15:29,
交通,0.88,2015-08-15 12:49,2015-08-15 13:42,
用餐,1.08,2015-08-15 11:44,2015-08-15 12:49,
交通,0.87,2015-08-15 10:52,2015-08-15 11:44,
家务,0.55,2015-08-15 10:19,2015-08-15 10:52,
睡眠,9.35,2015-08-15 00:58,2015-08-15 10:19,
Chaos,0.65,2015-08-15 00:19,2015-08-15 00:58,
家务,3.25,2015-08-14 21:4,2015-08-15 00:19,
交通,0.67,2015-08-14 20:24,2015-08-14 21:4,
Air,1.60,2015-08-14 18:48,2015-08-14 20:24,
Chaos,0.23,2015-08-14 18:34,2015-08-14 18:48,
交通,1.40,2015-08-14 17:10,2015-08-14 18:34,
Chaos,0.08,2015-08-14 17:5,2015-08-14 17:10,
GDG,2.20,2015-08-14 14:53,2015-08-14 17:5,
Chaos,0.20,2015-08-14 14:41,2015-08-14 14:53,
交通,0.47,2015-08-14 14:13,2015-08-14 14:41,
Chaos,0.87,2015-08-14 13:21,2015-08-14 14:13,
用餐,0.43,2015-08-14 12:55,2015-08-14 13:21,
交通,0.20,2015-08-14 12:43,2015-08-14 12:55,
OBP,1.02,2015-08-14 11:42,2015-08-14 12:43,
OBP,0.27,2015-08-14 11:28,2015-08-14 11:44,
Chaos,0.48,2015-08-14 10:59,2015-08-14 11:28,
Pt0,0.20,2015-08-14 10:47,2015-08-14 10:59,
交流,0.53,2015-08-14 10:15,2015-08-14 10:47,
Pt0,1.22,2015-08-14 09:2,2015-08-14 10:15,
交通,0.18,2015-08-14 08:51,2015-08-14 09:2,
家务,1.13,2015-08-14 07:43,2015-08-14 08:51,
睡眠,6.33,2015-08-14 01:23,2015-08-14 07:43,
Chaos,0.85,2015-08-14 00:32,2015-08-14 01:23,
家务,0.33,2015-08-14 00:12,2015-08-14 00:32,
交通,0.30,2015-08-13 23:54,2015-08-14 00:12,
Pt0,3.12,2015-08-13 20:47,2015-08-13 23:54,
GDG,0.52,2015-08-13 20:16,2015-08-13 20:47,
Chaos,0.53,2015-08-13 19:44,2015-08-13 20:16,
交通,0.18,2015-08-13 19:33,2015-08-13 19:44,
购物,0.25,2015-08-13 19:18,2015-08-13 19:33,
用餐,0.45,2015-08-13 18:51,2015-08-13 19:18,
交通,0.28,2015-08-13 18:34,2015-08-13 18:51,
Pt0,0.52,2015-08-13 18:3,2015-08-13 18:34,
Chaos,0.08,2015-08-13 17:58,2015-08-13 18:3,
交流,0.25,2015-08-13 17:43,2015-08-13 17:58,
Pt0,1.52,2015-08-13 16:12,2015-08-13 17:43,
Chaos,0.62,2015-08-13 15:35,2015-08-13 16:12,
GDG,0.80,2015-08-13 14:47,2015-08-13 15:35,
Chaos,0.08,2015-08-13 14:42,2015-08-13 14:47,
交通,0.25,2015-08-13 14:27,2015-08-13 14:42,
家务,1.38,2015-08-13 13:4,2015-08-13 14:27,
交通,0.40,2015-08-13 12:40,2015-08-13 13:4,
Chaos,0.78,2015-08-13 11:53,2015-08-13 12:40,
GDG,0.65,2015-08-13 11:14,2015-08-13 11:53,
上网,0.98,2015-08-13 10:15,2015-08-13 11:14,
GDG,0.57,2015-08-13 09:41,2015-08-13 10:15,
Chaos,0.32,2015-08-13 09:22,2015-08-13 09:41,
交通,0.32,2015-08-13 09:3,2015-08-13 09:22,
睡眠,8.15,2015-08-13 00:54,2015-08-13 09:3,
Chaos,1.48,2015-08-12 23:25,2015-08-13 00:54,
交通,1.20,2015-08-12 22:13,2015-08-12 23:25,
