"活动类别","持续时间","开始时间","结束时间","备注"
"交通","00:16","2014-05-28 20:16","2014-05-28 20:33",
"家务","00:29","2014-05-28 19:47","2014-05-28 20:16",
"用餐","00:22","2014-05-28 19:24","2014-05-28 19:47",
"交通","00:26","2014-05-28 18:58","2014-05-28 19:24",
"工作","03:16","2014-05-28 15:41","2014-05-28 18:58",
"交流","01:00","2014-05-28 14:41","2014-05-28 15:42",""
"Chaos","00:51","2014-05-28 13:49","2014-05-28 14:41",""
"交通","00:43","2014-05-28 13:06","2014-05-28 13:49",
"工作","01:39","2014-05-28 11:27","2014-05-28 13:06",
"交流","00:31","2014-05-28 10:56","2014-05-28 11:27",
"工作","00:07","2014-05-28 10:49","2014-05-28 10:56",
"Chaos","01:52","2014-05-28 08:56","2014-05-28 10:49",
"家务","01:29","2014-05-28 07:27","2014-05-28 08:56",
"睡眠","07:24","2014-05-28 00:02","2014-05-28 07:27",
"Chaos","00:00","2014-05-28 00:02","2014-05-28 00:02",
"用餐","02:36","2014-05-27 21:26","2014-05-28 00:02",
"交通","00:46","2014-05-27 20:39","2014-05-27 21:26",
"交通","00:00","2014-05-27 20:39","2014-05-27 20:39",
"Chaos","00:00","2014-05-27 20:39","2014-05-27 20:39",
"工作","02:04","2014-05-27 18:34","2014-05-27 20:39",
"交流","02:14","2014-05-27 16:19","2014-05-27 18:34",
"Chaos","01:26","2014-05-27 14:52","2014-05-27 16:19",
"交通","00:16","2014-05-27 14:36","2014-05-27 14:52",
"Chaos","02:24","2014-05-27 12:11","2014-05-27 14:36",""
"工作","01:13","2014-05-27 10:58","2014-05-27 12:11",
"家务","00:48","2014-05-27 10:09","2014-05-27 10:57",
"家务","00:00","2014-05-27 10:09","2014-05-27 10:09",
"GDG","00:57","2014-05-27 09:12","2014-05-27 10:09",
"用餐","00:44","2014-05-27 08:27","2014-05-27 09:12",
"交通","00:18","2014-05-27 08:09","2014-05-27 08:27",
"家务","00:41","2014-05-27 07:27","2014-05-27 08:09",
"睡眠","05:59","2014-05-27 01:28","2014-05-27 07:27",
"Chaos","02:18","2014-05-26 23:09","2014-05-27 01:28",
"交通","01:40","2014-05-26 21:29","2014-05-26 23:09",
"购物","00:50","2014-05-26 20:39","2014-05-26 21:29",
"GDG","01:47","2014-05-26 18:51","2014-05-26 20:39",
"交流","01:26","2014-05-26 17:24","2014-05-26 18:51",
"Chaos","00:31","2014-05-26 16:52","2014-05-26 17:24",
"OBP","00:48","2014-05-26 16:04","2014-05-26 16:52",
"Chaos","00:16","2014-05-26 15:47","2014-05-26 16:04",""
"GDG","00:10","2014-05-26 15:37","2014-05-26 15:47",
"Chaos","00:58","2014-05-26 14:38","2014-05-26 15:37",
"交通","00:19","2014-05-26 14:18","2014-05-26 14:38",
"Chaos","01:28","2014-05-26 12:50","2014-05-26 14:18",""
"GDG","01:14","2014-05-26 11:35","2014-05-26 12:50",""
"OBP","00:20","2014-05-26 11:15","2014-05-26 11:35",
"工作","00:10","2014-05-26 11:05","2014-05-26 11:15",
"Chaos","01:02","2014-05-26 10:03","2014-05-26 11:05",""
"Chaos","00:10","2014-05-26 09:53","2014-05-26 10:03",
"GDG","00:51","2014-05-26 09:01","2014-05-26 09:53",
"Chaos","00:09","2014-05-26 08:52","2014-05-26 09:01",
"交通","00:16","2014-05-26 08:35","2014-05-26 08:52",
"用餐","00:00","2014-05-26 08:15","2014-05-26 08:15",
"家务","00:19","2014-05-26 08:15","2014-05-26 08:35",
"睡眠","07:05","2014-05-26 01:10","2014-05-26 08:15",
"Chaos","04:45","2014-05-25 20:24","2014-05-26 01:10",
"交通","00:38","2014-05-25 19:46","2014-05-25 20:24",
"家务","00:50","2014-05-25 18:55","2014-05-25 19:46",
"用餐","01:21","2014-05-25 17:34","2014-05-25 18:55",""
"Chaos","03:47","2014-05-25 13:46","2014-05-25 17:34",
"家务","05:09","2014-05-25 08:36","2014-05-25 13:46",
"睡眠","08:00","2014-05-25 00:36","2014-05-25 08:36",""
"Chaos","03:08","2014-05-24 21:27","2014-05-25 00:36",""
"交通","02:02","2014-05-24 19:25","2014-05-24 21:27",
"用餐","01:31","2014-05-24 17:54","2014-05-24 19:25",""
"工作","00:16","2014-05-24 17:37","2014-05-24 17:54",
"GDG","03:19","2014-05-24 14:17","2014-05-24 17:37",
"用餐","01:13","2014-05-24 13:04","2014-05-24 14:17",
"家务","04:53","2014-05-24 08:10","2014-05-24 13:04",
"睡眠","06:39","2014-05-24 01:30","2014-05-24 08:10",
"Chaos","01:09","2014-05-24 00:21","2014-05-24 01:30",
"电影","02:22","2014-05-23 22:00","2014-05-24 00:22",""
"家务","01:38","2014-05-23 20:22","2014-05-23 22:00",""
"交通","00:45","2014-05-23 18:35","2014-05-23 19:21",""
"OBP","00:58","2014-05-23 17:37","2014-05-23 18:35",
"Chaos","00:05","2014-05-23 17:31","2014-05-23 17:37",
"家务","00:16","2014-05-23 17:15","2014-05-23 17:31",
"Chaos","00:09","2014-05-23 17:05","2014-05-23 17:15",
"工作","00:27","2014-05-23 16:38","2014-05-23 17:05",""
"工作","01:28","2014-05-23 15:10","2014-05-23 16:38",
"交流","00:26","2014-05-23 14:43","2014-05-23 15:10",
"Chaos","01:09","2014-05-23 13:33","2014-05-23 14:43",
"交通","00:58","2014-05-23 12:34","2014-05-23 13:33",
"交流","02:11","2014-05-23 10:23","2014-05-23 12:34",
"工作","00:09","2014-05-23 10:13","2014-05-23 10:23",
"Chaos","01:06","2014-05-23 09:07","2014-05-23 10:13",
"家务","01:11","2014-05-23 07:55","2014-05-23 09:07",
"睡眠","06:51","2014-05-23 01:03","2014-05-23 07:55",
"Chaos","00:00","2014-05-23 01:03","2014-05-23 01:03",
"电影","02:01","2014-05-22 23:02","2014-05-23 01:03",
"Chaos","00:00","2014-05-22 23:02","2014-05-22 23:02",
"GDG","01:13","2014-05-22 21:48","2014-05-22 23:02",""
"交流","03:10","2014-05-22 18:37","2014-05-22 21:48",
"Chaos","00:19","2014-05-22 18:17","2014-05-22 18:37",
"阅读","00:00","2014-05-22 17:02","2014-05-22 17:02",
"工作","01:15","2014-05-22 17:02","2014-05-22 18:17",
"家务","00:17","2014-05-22 16:45","2014-05-22 17:02",
"交流","00:07","2014-05-22 16:37","2014-05-22 16:45",
"Chaos","00:45","2014-05-22 15:52","2014-05-22 16:37",
"工作","01:11","2014-05-22 14:40","2014-05-22 15:52",
"交通","00:13","2014-05-22 14:27","2014-05-22 14:40",
"Chaos","01:49","2014-05-22 12:37","2014-05-22 14:27",
"交流","01:37","2014-05-22 11:00","2014-05-22 12:37",
"GDG","01:34","2014-05-22 09:25","2014-05-22 11:00",""
"阅读","00:12","2014-05-22 09:13","2014-05-22 09:25",
"工作","00:26","2014-05-22 08:47","2014-05-22 09:13",
"家务","01:17","2014-05-22 07:30","2014-05-22 08:47",
"睡眠","06:35","2014-05-22 00:54","2014-05-22 07:30",
"阅读","02:04","2014-05-21 22:49","2014-05-22 00:54",
"GDG","02:00","2014-05-21 20:49","2014-05-21 22:49",""
"家务","01:36","2014-05-21 19:13","2014-05-21 20:49",""
"交通","00:00","2014-05-21 19:13","2014-05-21 19:13",
"工作","02:56","2014-05-21 16:16","2014-05-21 19:13",
"GDG","00:29","2014-05-21 15:47","2014-05-21 16:16",
"工作","01:06","2014-05-21 14:40","2014-05-21 15:47",
"Chaos","02:16","2014-05-21 12:24","2014-05-21 14:40",""
"GDG","01:05","2014-05-21 11:19","2014-05-21 12:24",
"工作","00:00","2014-05-21 11:19","2014-05-21 11:19",
"家务","00:10","2014-05-21 11:08","2014-05-21 11:19",
"GDG","00:02","2014-05-21 11:06","2014-05-21 11:08",
"OBP","00:00","2014-05-21 11:06","2014-05-21 11:06",
"Chaos","00:38","2014-05-21 10:27","2014-05-21 11:06",
"家务","00:11","2014-05-21 10:15","2014-05-21 10:27",
"工作","00:50","2014-05-21 09:24","2014-05-21 10:15",
"GDG","00:00","2014-05-21 09:24","2014-05-21 09:24",
"Chaos","00:20","2014-05-21 09:03","2014-05-21 09:24",
"家务","01:02","2014-05-21 08:01","2014-05-21 09:03",
"睡眠","06:55","2014-05-21 01:06","2014-05-21 08:01",
"Chaos","03:03","2014-05-20 22:03","2014-05-21 01:06",
"用餐","00:07","2014-05-20 21:55","2014-05-20 22:03",
"Chaos","01:34","2014-05-20 20:20","2014-05-20 21:55",
"OBP","01:00","2014-05-20 19:20","2014-05-20 20:20",
"工作","00:27","2014-05-20 18:53","2014-05-20 19:20",
"Chaos","00:00","2014-05-20 18:53","2014-05-20 18:53",
"工作","01:05","2014-05-20 17:48","2014-05-20 18:53",""
"GDG","02:38","2014-05-20 15:09","2014-05-20 17:48",
"Chaos","00:41","2014-05-20 14:28","2014-05-20 15:09",
"家务","00:09","2014-05-20 14:18","2014-05-20 14:28",
"Chaos","01:58","2014-05-20 12:20","2014-05-20 14:18",""
"工作","01:00","2014-05-20 11:20","2014-05-20 12:20",
"Chaos","00:02","2014-05-20 11:17","2014-05-20 11:20",
"Chaos","00:00","2014-05-20 10:28","2014-05-20 10:28",
"GDG","00:49","2014-05-20 10:28","2014-05-20 11:17",
"工作","01:04","2014-05-20 09:23","2014-05-20 10:28",
"Chaos","00:31","2014-05-20 08:52","2014-05-20 09:23",
"家务","01:04","2014-05-20 07:47","2014-05-20 08:52",
"Chaos","00:00","2014-05-20 07:47","2014-05-20 07:47",
"睡眠","07:08","2014-05-20 00:38","2014-05-20 07:47",
"Chaos","01:00","2014-05-19 23:38","2014-05-20 00:38",
"工作","01:30","2014-05-19 22:08","2014-05-19 23:39",""
"家务","04:00","2014-05-19 18:08","2014-05-19 22:08",""
"工作","03:13","2014-05-19 14:54","2014-05-19 18:08",""
"Chaos","00:14","2014-05-19 14:40","2014-05-19 14:54",
"交通","00:13","2014-05-19 14:27","2014-05-19 14:40",
"Chaos","00:00","2014-05-19 14:26","2014-05-19 14:27",
"家务","03:00","2014-05-19 11:26","2014-05-19 14:27",""
"交通","05:38","2014-05-19 05:47","2014-05-19 11:26",""
"Chaos","00:20","2014-05-19 05:27","2014-05-19 05:47",
"睡眠","04:05","2014-05-19 01:21","2014-05-19 05:27",
"Chaos","02:25","2014-05-18 22:55","2014-05-19 01:21",
"交通","01:01","2014-05-18 21:54","2014-05-18 22:55",
"娱乐","02:15","2014-05-18 19:40","2014-05-18 21:56",""
"用餐","01:00","2014-05-18 18:40","2014-05-18 19:40",""
"交流","05:00","2014-05-18 13:40","2014-05-18 18:40",""
"用餐","00:46","2014-05-18 12:54","2014-05-18 13:40",""
"工作","04:00","2014-05-18 08:54","2014-05-18 12:54",""
"用餐","01:00","2014-05-18 07:54","2014-05-18 08:54",""
"睡眠","07:22","2014-05-18 00:31","2014-05-18 07:54",""
"娱乐","04:11","2014-05-17 20:20","2014-05-18 00:31",
"交通","00:17","2014-05-17 20:02","2014-05-17 20:20",
"交流","02:00","2014-05-17 18:02","2014-05-17 20:03",""
"交通","01:00","2014-05-17 17:02","2014-05-17 18:02",""
"Chaos","01:04","2014-05-17 15:58","2014-05-17 17:02",""
"交通","00:08","2014-05-17 15:49","2014-05-17 15:58",
"Chaos","01:41","2014-05-17 14:07","2014-05-17 15:49",
"交通","00:19","2014-05-17 13:48","2014-05-17 14:07",
"用餐","00:42","2014-05-17 13:05","2014-05-17 13:48",
"Chaos","00:00","2014-05-17 13:05","2014-05-17 13:05",
"交通","02:00","2014-05-17 11:05","2014-05-17 13:05",""
"用餐","00:48","2014-05-17 10:16","2014-05-17 11:05",""
"Chaos","01:27","2014-05-17 08:49","2014-05-17 10:16",
"睡眠","07:50","2014-05-17 00:58","2014-05-17 08:49",
"交流","05:42","2014-05-16 19:16","2014-05-17 00:58",
"用餐","01:00","2014-05-16 18:16","2014-05-16 19:16",""
"交通","01:02","2014-05-16 17:13","2014-05-16 18:16",""
"娱乐","02:08","2014-05-16 15:05","2014-05-16 17:13",
"用餐","01:42","2014-05-16 13:22","2014-05-16 15:05",
"购物","00:17","2014-05-16 13:04","2014-05-16 13:22",
"工作","02:16","2014-05-16 10:48","2014-05-16 13:04",
"Chaos","00:00","2014-05-16 10:47","2014-05-16 10:48",
"交流","01:00","2014-05-16 09:47","2014-05-16 10:48",""
"交通","01:00","2014-05-16 08:47","2014-05-16 09:47",""
"家务","01:32","2014-05-16 07:15","2014-05-16 08:47",""
"睡眠","05:21","2014-05-16 01:53","2014-05-16 07:15",
"Chaos","03:34","2014-05-15 22:19","2014-05-16 01:53",
"购物","02:00","2014-05-15 20:19","2014-05-15 22:19",""
"用餐","01:00","2014-05-15 19:19","2014-05-15 20:19",""
"交通","01:11","2014-05-15 18:08","2014-05-15 19:19",""
"交流","04:31","2014-05-15 13:36","2014-05-15 18:08",""
"Chaos","00:00","2014-05-15 13:36","2014-05-15 13:36",
"交流","02:48","2014-05-15 10:48","2014-05-15 13:36",
"工作","01:00","2014-05-15 09:48","2014-05-15 10:48",""
"家务","02:14","2014-05-15 07:34","2014-05-15 09:48",""
"睡眠","05:36","2014-05-15 01:57","2014-05-15 07:34",
"Chaos","03:28","2014-05-14 22:28","2014-05-15 01:57",""
"Chaos","00:00","2014-05-14 22:27","2014-05-14 22:28",
"GDG","03:00","2014-05-14 19:27","2014-05-14 22:28",""
"交通","03:24","2014-05-14 16:03","2014-05-14 19:27",""
"娱乐","04:54","2014-05-14 11:08","2014-05-14 16:03",""
"交通","00:35","2014-05-14 10:32","2014-05-14 11:08",
"Chaos","00:34","2014-05-14 09:57","2014-05-14 10:32",
"交通","01:05","2014-05-14 08:52","2014-05-14 09:57",
"用餐","01:00","2014-05-14 07:52","2014-05-14 08:53",""
"睡眠","06:00","2014-05-14 01:52","2014-05-14 07:52",""
"交通","01:53","2014-05-13 23:58","2014-05-14 01:52",""
"娱乐","05:39","2014-05-13 18:19","2014-05-13 23:58",
"交通","00:19","2014-05-13 17:59","2014-05-13 18:19",
"Chaos","00:14","2014-05-13 17:45","2014-05-13 17:59",
"娱乐","01:20","2014-05-13 16:24","2014-05-13 17:45",
"交通","00:04","2014-05-13 16:19","2014-05-13 16:24",
"Chaos","00:45","2014-05-13 15:34","2014-05-13 16:19",
"家务","00:13","2014-05-13 15:20","2014-05-13 15:34",
"交通","00:12","2014-05-13 15:08","2014-05-13 15:20",
"Chaos","00:00","2014-05-13 15:08","2014-05-13 15:08",
"交通","06:10","2014-05-13 08:57","2014-05-13 15:08",
"家务","01:43","2014-05-13 07:14","2014-05-13 08:57",
"睡眠","06:00","2014-05-13 01:14","2014-05-13 07:14",""
"GDG","02:12","2014-05-12 23:01","2014-05-13 01:14",""
"Chaos","00:45","2014-05-12 22:16","2014-05-12 23:01",
"家务","03:54","2014-05-12 18:21","2014-05-12 22:16",""
"Chaos","01:01","2014-05-12 17:19","2014-05-12 18:21",
"OBP","00:56","2014-05-12 16:23","2014-05-12 17:19",
"交流","00:07","2014-05-12 16:16","2014-05-12 16:23",
"OBP","00:54","2014-05-12 15:21","2014-05-12 16:16",
"GDG","00:26","2014-05-12 14:55","2014-05-12 15:21",
"交通","00:19","2014-05-12 14:36","2014-05-12 14:55",
"Chaos","02:37","2014-05-12 11:58","2014-05-12 14:36",
"GDG","01:40","2014-05-12 10:18","2014-05-12 11:58",""
"GDG","01:13","2014-05-12 09:04","2014-05-12 10:18",""
"交通","00:36","2014-05-12 08:28","2014-05-12 09:04",
"家务","00:28","2014-05-12 08:00","2014-05-12 08:28",
"睡眠","07:11","2014-05-12 00:48","2014-05-12 08:00",
"Chaos","04:49","2014-05-11 19:58","2014-05-12 00:48",
"用餐","01:49","2014-05-11 18:08","2014-05-11 19:58",
"交通","00:12","2014-05-11 17:56","2014-05-11 18:08",
"GDG","05:00","2014-05-11 12:56","2014-05-11 17:56",""
"家务","05:00","2014-05-11 07:56","2014-05-11 12:56",""
"睡眠","06:56","2014-05-11 00:59","2014-05-11 07:56",""
"Chaos","01:33","2014-05-10 23:26","2014-05-11 00:59",
"交通","01:05","2014-05-10 22:21","2014-05-10 23:26",
"GDG","05:00","2014-05-10 17:21","2014-05-10 22:22",""
"Chaos","03:15","2014-05-10 14:06","2014-05-10 17:21",""
"家务","05:48","2014-05-10 08:17","2014-05-10 14:06",
"睡眠","06:37","2014-05-10 01:39","2014-05-10 08:17",
"Chaos","00:53","2014-05-10 00:46","2014-05-10 01:39",
"GDG","02:47","2014-05-09 22:00","2014-05-10 00:47",""
"家务","02:43","2014-05-09 19:03","2014-05-09 21:46",""
"交通","00:39","2014-05-09 18:23","2014-05-09 19:03",
"工作","00:46","2014-05-09 17:37","2014-05-09 18:23",
"Chaos","00:33","2014-05-09 17:03","2014-05-09 17:37",
"OBP","01:51","2014-05-09 15:12","2014-05-09 17:03",
"Chaos","00:10","2014-05-09 15:02","2014-05-09 15:12",
"家务","00:00","2014-05-09 15:02","2014-05-09 15:02",
"GDG","00:21","2014-05-09 14:40","2014-05-09 15:02",
"工作","00:13","2014-05-09 14:27","2014-05-09 14:40",
"Chaos","01:35","2014-05-09 12:52","2014-05-09 14:27",""
"工作","01:02","2014-05-09 11:49","2014-05-09 12:52",
"交流","02:43","2014-05-09 09:06","2014-05-09 11:49",""
"家务","01:41","2014-05-09 07:24","2014-05-09 09:06",
"睡眠","07:00","2014-05-09 00:24","2014-05-09 07:24",
"Chaos","01:09","2014-05-08 23:15","2014-05-09 00:24",
"交通","00:36","2014-05-08 22:39","2014-05-08 23:15",
"Chaos","00:28","2014-05-08 22:10","2014-05-08 22:39",
"交流","01:29","2014-05-08 20:40","2014-05-08 22:10",
"Chaos","00:26","2014-05-08 20:14","2014-05-08 20:40",
"OBP","01:06","2014-05-08 19:07","2014-05-08 20:14",""
"OBP","00:00","2014-05-08 19:07","2014-05-08 19:07",
"用餐","00:45","2014-05-08 18:21","2014-05-08 19:07",
"OBP","00:41","2014-05-08 17:40","2014-05-08 18:21",
"Chaos","00:44","2014-05-08 16:55","2014-05-08 17:40",""
"交流","01:15","2014-05-08 15:40","2014-05-08 16:55",
"GDG","00:34","2014-05-08 15:05","2014-05-08 15:40",
"Chaos","00:28","2014-05-08 14:37","2014-05-08 15:05",
"交通","00:17","2014-05-08 14:20","2014-05-08 14:37",
"Chaos","01:56","2014-05-08 12:23","2014-05-08 14:20",""
"GDG","01:05","2014-05-08 11:18","2014-05-08 12:23",
"家务","00:18","2014-05-08 10:59","2014-05-08 11:18",
"GDG","02:17","2014-05-08 08:41","2014-05-08 10:59",""
"GDG","00:22","2014-05-08 08:19","2014-05-08 08:41",""
"用餐","00:18","2014-05-08 08:01","2014-05-08 08:19",
"家务","00:38","2014-05-08 07:22","2014-05-08 08:01",
"睡眠","06:22","2014-05-08 01:00","2014-05-08 07:22",
"Chaos","06:39","2014-05-07 18:21","2014-05-08 01:00",""
"GDG","00:28","2014-05-07 17:53","2014-05-07 18:21",
"Chaos","00:03","2014-05-07 17:50","2014-05-07 17:53",
"工作","01:56","2014-05-07 15:53","2014-05-07 17:50",
"家务","00:37","2014-05-07 15:15","2014-05-07 15:53",
"工作","00:07","2014-05-07 15:07","2014-05-07 15:15",
"Chaos","00:13","2014-05-07 14:54","2014-05-07 15:07",
"交通","02:23","2014-05-07 12:31","2014-05-07 14:54",
"GDG","02:14","2014-05-07 10:17","2014-05-07 12:31",
"Chaos","00:21","2014-05-07 09:56","2014-05-07 10:17",
"家务","00:29","2014-05-07 09:27","2014-05-07 09:56",
"工作","00:18","2014-05-07 09:09","2014-05-07 09:27",
"GDG","00:30","2014-05-07 08:38","2014-05-07 09:09",
"Chaos","00:13","2014-05-07 08:24","2014-05-07 08:38",
"用餐","00:18","2014-05-07 08:06","2014-05-07 08:24",
"交通","00:17","2014-05-07 07:48","2014-05-07 08:06",
"家务","00:46","2014-05-07 07:02","2014-05-07 07:48",
"睡眠","06:37","2014-05-07 00:24","2014-05-07 07:02",
"Chaos","00:13","2014-05-07 00:11","2014-05-07 00:24",
"家务","04:05","2014-05-06 20:05","2014-05-07 00:11",""
"家务","00:42","2014-05-06 19:22","2014-05-06 20:05",
"用餐","00:15","2014-05-06 19:07","2014-05-06 19:22",
"交通","00:31","2014-05-06 18:35","2014-05-06 19:07",
"工作","00:12","2014-05-06 18:23","2014-05-06 18:35",
"OBP","00:40","2014-05-06 17:42","2014-05-06 18:23",
"Chaos","00:02","2014-05-06 17:40","2014-05-06 17:42",
"工作","01:45","2014-05-06 15:54","2014-05-06 17:40",
"Chaos","00:57","2014-05-06 14:56","2014-05-06 15:54",
"交通","00:12","2014-05-06 14:44","2014-05-06 14:56",
"Chaos","01:09","2014-05-06 13:34","2014-05-06 14:44",
"交通","00:42","2014-05-06 12:52","2014-05-06 13:34",
"Chaos","00:00","2014-05-06 12:52","2014-05-06 12:52",
"OBP","00:19","2014-05-06 12:32","2014-05-06 12:52",
"工作","00:31","2014-05-06 12:01","2014-05-06 12:32",
"Chaos","00:33","2014-05-06 11:27","2014-05-06 12:01",
"购物","00:06","2014-05-06 11:21","2014-05-06 11:27",
"工作","00:45","2014-05-06 10:35","2014-05-06 11:20",
"Chaos","00:07","2014-05-06 10:28","2014-05-06 10:35",
"家务","00:18","2014-05-06 10:09","2014-05-06 10:28",
"GDG","00:49","2014-05-06 09:20","2014-05-06 10:09",
"Chaos","00:17","2014-05-06 09:02","2014-05-06 09:20",
"家务","01:30","2014-05-06 07:32","2014-05-06 09:02",
"睡眠","07:08","2014-05-06 00:24","2014-05-06 07:32",
"家务","03:39","2014-05-05 20:45","2014-05-06 00:24",
"交通","00:05","2014-05-05 20:40","2014-05-05 20:45",
"家务","02:24","2014-05-05 18:15","2014-05-05 20:40",""
"Chaos","01:10","2014-05-05 17:04","2014-05-05 18:15",
"GDG","00:19","2014-05-05 16:45","2014-05-05 17:04",
"家务","00:06","2014-05-05 16:39","2014-05-05 16:45",
"GDG","01:41","2014-05-05 14:58","2014-05-05 16:39",
"Chaos","00:18","2014-05-05 14:39","2014-05-05 14:58",
"交通","00:14","2014-05-05 14:25","2014-05-05 14:39",
"Chaos","01:07","2014-05-05 13:17","2014-05-05 14:25",""
"交通","00:54","2014-05-05 12:23","2014-05-05 13:17",
"Chaos","00:00","2014-05-05 12:23","2014-05-05 12:23",
"OBP","02:42","2014-05-05 09:40","2014-05-05 12:23",""
"工作","00:10","2014-05-05 09:30","2014-05-05 09:40",
"Chaos","00:23","2014-05-05 09:06","2014-05-05 09:30",
"交通","00:56","2014-05-05 08:10","2014-05-05 09:06",
"Chaos","00:35","2014-05-05 07:34","2014-05-05 08:10",
"睡眠","07:05","2014-05-05 00:28","2014-05-05 07:34",
"Chaos","01:54","2014-05-04 22:34","2014-05-05 00:28",
"家务","01:09","2014-05-04 21:24","2014-05-04 22:34",""
"Chaos","00:01","2014-05-04 21:23","2014-05-04 21:24",
"购物","00:17","2014-05-04 21:06","2014-05-04 21:23",
"GDG","00:07","2014-05-04 20:58","2014-05-04 21:06",
"工作","01:27","2014-05-04 19:31","2014-05-04 20:58",
"交流","01:02","2014-05-04 18:28","2014-05-04 19:31",
"Chaos","00:21","2014-05-04 18:06","2014-05-04 18:28",
"OBP","00:28","2014-05-04 17:37","2014-05-04 18:06",
"工作","00:40","2014-05-04 16:56","2014-05-04 17:37",
"家务","00:08","2014-05-04 16:48","2014-05-04 16:56",
"工作","00:32","2014-05-04 16:15","2014-05-04 16:48",
"交流","01:52","2014-05-04 14:23","2014-05-04 16:15",""
"Chaos","02:07","2014-05-04 12:16","2014-05-04 14:23",""
"OBP","00:11","2014-05-04 12:04","2014-05-04 12:16",
"GDG","02:22","2014-05-04 09:42","2014-05-04 12:04",
"Chaos","00:40","2014-05-04 09:01","2014-05-04 09:42",
"家务","01:00","2014-05-04 08:01","2014-05-04 09:01",""
"睡眠","08:09","2014-05-03 23:52","2014-05-04 08:01",""
"Chaos","01:14","2014-05-03 22:37","2014-05-03 23:52",
"家务","02:45","2014-05-03 19:51","2014-05-03 22:37",""
