"活动类别","持续时间","开始时间","结束时间","备注"
"交通","00:40","2014-12-29 22:24","2014-12-29 23:04",
"GDG","02:19","2014-12-29 20:04","2014-12-29 22:24",
"Chaos","01:32","2014-12-29 18:32","2014-12-29 20:04",
"家务","00:09","2014-12-29 18:22","2014-12-29 18:32",
"工作","01:10","2014-12-29 17:12","2014-12-29 18:22",
"Chaos","00:43","2014-12-29 16:29","2014-12-29 17:12",
"Chaos","00:00","2014-12-29 15:00","2014-12-29 15:00",
"GDG","01:28","2014-12-29 15:00","2014-12-29 16:29",""
"交通","00:32","2014-12-29 14:27","2014-12-29 15:00",
"Chaos","00:33","2014-12-29 13:53","2014-12-29 14:27",
"家务","00:59","2014-12-29 12:50","2014-12-29 13:50",""
"交流","01:09","2014-12-29 11:41","2014-12-29 12:50",""
"GDG","00:12","2014-12-29 11:29","2014-12-29 11:41",
"家务","00:16","2014-12-29 11:12","2014-12-29 11:29",
"Chaos","00:55","2014-12-29 10:17","2014-12-29 11:12",
"购物","01:00","2014-12-29 09:17","2014-12-29 10:17",
"Chaos","00:29","2014-12-29 08:47","2014-12-29 09:17",
"交通","00:28","2014-12-29 08:18","2014-12-29 08:47",
"家务","00:50","2014-12-29 07:27","2014-12-29 08:18",
"睡眠","06:59","2014-12-29 00:28","2014-12-29 07:27",
"Chaos","03:34","2014-12-28 20:53","2014-12-29 00:28",
"家务","01:13","2014-12-28 19:39","2014-12-28 20:53",
"用餐","00:47","2014-12-28 18:51","2014-12-28 19:39",
"家务","00:37","2014-12-28 18:14","2014-12-28 18:51",
"运动","02:31","2014-12-28 15:42","2014-12-28 18:14",
"家务","00:36","2014-12-28 15:06","2014-12-28 15:42",
"电影","02:09","2014-12-28 12:57","2014-12-28 15:06",
"家务","00:27","2014-12-28 12:29","2014-12-28 12:57",""
"用餐","01:04","2014-12-28 11:25","2014-12-28 12:30",""
"交通","01:15","2014-12-28 10:09","2014-12-28 11:25",""
"家务","01:04","2014-12-28 09:05","2014-12-28 10:09",
"睡眠","08:06","2014-12-28 00:59","2014-12-28 09:05",
"Chaos","00:11","2014-12-28 00:47","2014-12-28 00:59",
"家务","05:06","2014-12-27 19:40","2014-12-28 00:47",""
"用餐","01:24","2014-12-27 18:15","2014-12-27 19:40",
"OBP","01:00","2014-12-27 17:15","2014-12-27 18:15",
"家务","01:04","2014-12-27 16:10","2014-12-27 17:15",
"Chaos","02:50","2014-12-27 13:19","2014-12-27 16:10",
"交通","01:12","2014-12-27 12:07","2014-12-27 13:19",
"Chaos","00:38","2014-12-27 11:28","2014-12-27 12:07",
"家务","01:37","2014-12-27 09:51","2014-12-27 11:28",
"睡眠","08:22","2014-12-27 01:28","2014-12-27 09:51",
"Chaos","00:54","2014-12-27 00:34","2014-12-27 01:28",
"用餐","00:26","2014-12-27 00:07","2014-12-27 00:34",
"交通","00:28","2014-12-26 23:38","2014-12-27 00:07",
"GDG","02:00","2014-12-26 21:35","2014-12-26 23:35",""
"电影","02:21","2014-12-26 19:13","2014-12-26 21:35",""
"GDG","02:19","2014-12-26 16:54","2014-12-26 19:13",
"Chaos","00:33","2014-12-26 16:20","2014-12-26 16:54",
"GDG","01:35","2014-12-26 14:44","2014-12-26 16:20",
"交流","00:13","2014-12-26 14:31","2014-12-26 14:44",""
"交通","00:17","2014-12-26 14:13","2014-12-26 14:31",
"Chaos","00:52","2014-12-26 13:21","2014-12-26 14:13",
"用餐","00:26","2014-12-26 12:54","2014-12-26 13:20",
"交通","00:23","2014-12-26 12:31","2014-12-26 12:54",
"GDG","02:13","2014-12-26 10:17","2014-12-26 12:31",""
"就医","01:28","2014-12-26 08:49","2014-12-26 10:17",
"交通","00:41","2014-12-26 08:07","2014-12-26 08:49",
"家务","00:27","2014-12-26 07:39","2014-12-26 08:07",
"睡眠","06:46","2014-12-26 00:52","2014-12-26 07:39",
"Chaos","02:21","2014-12-25 22:31","2014-12-26 00:52",
"用餐","02:53","2014-12-25 19:37","2014-12-25 22:31",
"交通","00:57","2014-12-25 18:39","2014-12-25 19:37",
"GDG","01:43","2014-12-25 16:55","2014-12-25 18:39",
"交流","00:23","2014-12-25 16:32","2014-12-25 16:55",
"GDG","00:25","2014-12-25 16:06","2014-12-25 16:32",
"家务","00:14","2014-12-25 15:51","2014-12-25 16:06",
"GDG","00:50","2014-12-25 15:01","2014-12-25 15:51",
"Chaos","01:36","2014-12-25 13:24","2014-12-25 15:01",
"用餐","00:45","2014-12-25 12:39","2014-12-25 13:24",
"电影","02:47","2014-12-25 09:51","2014-12-25 12:39",""
"Chaos","00:46","2014-12-25 09:04","2014-12-25 09:51",
"用餐","00:43","2014-12-25 08:20","2014-12-25 09:04",
"交通","00:17","2014-12-25 08:03","2014-12-25 08:20",
"家务","00:45","2014-12-25 07:17","2014-12-25 08:03",
"睡眠","06:23","2014-12-25 00:54","2014-12-25 07:17",
"家务","02:55","2014-12-24 21:59","2014-12-25 00:54",
"运动","01:03","2014-12-24 20:55","2014-12-24 21:59",
"交通","00:04","2014-12-24 20:51","2014-12-24 20:55",
"家务","00:52","2014-12-24 19:58","2014-12-24 20:51",
"用餐","00:54","2014-12-24 19:04","2014-12-24 19:58",
"家务","00:38","2014-12-24 18:25","2014-12-24 19:04",
"交通","00:14","2014-12-24 18:10","2014-12-24 18:25",""
"Chaos","01:59","2014-12-24 16:10","2014-12-24 18:10",""
"交通","03:30","2014-12-24 12:40","2014-12-24 16:10",""
"air","04:40","2014-12-24 07:59","2014-12-24 12:40",
"交通","01:14","2014-12-24 06:45","2014-12-24 07:59",
"Chaos","00:10","2014-12-24 06:34","2014-12-24 06:44",
"交通","00:32","2014-12-24 06:01","2014-12-24 06:34",
"家务","00:27","2014-12-24 05:34","2014-12-24 06:01",
"睡眠","04:37","2014-12-24 00:56","2014-12-24 05:34",
"Chaos","01:36","2014-12-23 23:20","2014-12-24 00:56",
"交通","01:31","2014-12-23 21:48","2014-12-23 23:20",
"交流","00:24","2014-12-23 21:24","2014-12-23 21:48",
"用餐","01:40","2014-12-23 19:40","2014-12-23 21:20",""
"交通","01:01","2014-12-23 18:39","2014-12-23 19:40",""
"Chaos","02:11","2014-12-23 16:19","2014-12-23 18:30",
"交流","02:52","2014-12-23 13:27","2014-12-23 16:19",
"用餐","01:16","2014-12-23 12:10","2014-12-23 13:27",
"Chaos","02:55","2014-12-23 09:14","2014-12-23 12:10",
"用餐","00:20","2014-12-23 08:54","2014-12-23 09:14",
"交通","00:14","2014-12-23 08:40","2014-12-23 08:54",
"睡眠","07:21","2014-12-23 01:18","2014-12-23 08:39",
"Chaos","00:39","2014-12-23 00:39","2014-12-23 01:18",
"交通","01:31","2014-12-22 23:07","2014-12-23 00:39",
"Chaos","01:59","2014-12-22 21:08","2014-12-22 23:07",
"用餐","01:56","2014-12-22 19:12","2014-12-22 21:08",
"Chaos","00:14","2014-12-22 18:57","2014-12-22 19:12",
"交流","02:04","2014-12-22 16:52","2014-12-22 18:57",""
"工作","02:44","2014-12-22 14:05","2014-12-22 16:50",""
"交通","00:08","2014-12-22 13:57","2014-12-22 14:05",""
"用餐","00:58","2014-12-22 12:59","2014-12-22 13:57",
"交流","01:03","2014-12-22 11:55","2014-12-22 12:59",
"工作","01:00","2014-12-22 10:55","2014-12-22 11:55",""
"Chaos","01:23","2014-12-22 09:32","2014-12-22 10:55",""
"用餐","00:25","2014-12-22 09:07","2014-12-22 09:32",
"交通","00:17","2014-12-22 08:49","2014-12-22 09:07",
"家务","00:36","2014-12-22 08:13","2014-12-22 08:49",
"睡眠","07:01","2014-12-22 01:11","2014-12-22 08:13",
"Chaos","01:21","2014-12-21 23:49","2014-12-22 01:11",""
"工作","01:09","2014-12-21 22:40","2014-12-21 23:50",""
"交通","01:00","2014-12-21 21:40","2014-12-21 22:40",""
"交流","01:00","2014-12-21 20:40","2014-12-21 21:40",""
"交通","01:34","2014-12-21 19:06","2014-12-21 20:40",""
"交流","04:20","2014-12-21 14:45","2014-12-21 19:05",""
"交通","01:12","2014-12-21 13:33","2014-12-21 14:45",""
"Chaos","00:07","2014-12-21 13:25","2014-12-21 13:33",
"OBP","00:54","2014-12-21 12:30","2014-12-21 13:25",
"Chaos","01:35","2014-12-21 10:55","2014-12-21 12:30",
"用餐","00:51","2014-12-21 10:03","2014-12-21 10:55",
"交通","00:18","2014-12-21 09:45","2014-12-21 10:03",
"家务","00:21","2014-12-21 09:23","2014-12-21 09:45",
"睡眠","10:32","2014-12-20 22:51","2014-12-21 09:23",
"Chaos","02:15","2014-12-20 20:35","2014-12-20 22:51",
"工作","09:36","2014-12-20 10:59","2014-12-20 20:35",""
"Chaos","01:06","2014-12-20 09:52","2014-12-20 10:59",
"家务","00:52","2014-12-20 08:59","2014-12-20 09:52",
"睡眠","07:30","2014-12-20 01:29","2014-12-20 08:59",
"Chaos","00:30","2014-12-20 00:58","2014-12-20 01:29",
"air","07:24","2014-12-19 17:34","2014-12-20 00:58",
"交通","02:35","2014-12-19 14:59","2014-12-19 17:34",
"Chaos","01:22","2014-12-19 13:37","2014-12-19 14:59",
"用餐","00:27","2014-12-19 13:09","2014-12-19 13:37",
"交通","00:37","2014-12-19 12:31","2014-12-19 13:09",
"Chaos","02:13","2014-12-19 10:18","2014-12-19 12:31",
"交通","00:09","2014-12-19 10:08","2014-12-19 10:18",
"就医","01:35","2014-12-19 08:32","2014-12-19 10:08",
"交通","00:19","2014-12-19 08:13","2014-12-19 08:32",
"家务","00:55","2014-12-19 07:17","2014-12-19 08:13",
"睡眠","06:11","2014-12-19 01:06","2014-12-19 07:17",
"Chaos","01:26","2014-12-18 23:40","2014-12-19 01:06",
"家务","00:44","2014-12-18 22:55","2014-12-18 23:40",
"交通","00:32","2014-12-18 22:23","2014-12-18 22:55",
"Chaos","02:28","2014-12-18 19:54","2014-12-18 22:23",
"交通","00:11","2014-12-18 19:43","2014-12-18 19:54",
"用餐","00:47","2014-12-18 18:55","2014-12-18 19:43",
"Chaos","01:26","2014-12-18 17:28","2014-12-18 18:55",
"GDG","01:23","2014-12-18 16:05","2014-12-18 17:28",
"学习","01:08","2014-12-18 14:57","2014-12-18 16:05",
"Chaos","00:05","2014-12-18 14:51","2014-12-18 14:57",
"交通","00:09","2014-12-18 14:42","2014-12-18 14:51",
"Chaos","01:27","2014-12-18 13:15","2014-12-18 14:42",
"用餐","00:21","2014-12-18 12:54","2014-12-18 13:15",
"交通","00:34","2014-12-18 12:19","2014-12-18 12:54",
"Chaos","00:27","2014-12-18 11:52","2014-12-18 12:19",
"GDG","02:27","2014-12-18 09:24","2014-12-18 11:52",
"Chaos","00:48","2014-12-18 08:35","2014-12-18 09:24",
"交通","00:24","2014-12-18 08:10","2014-12-18 08:35",
"家务","00:39","2014-12-18 07:30","2014-12-18 08:10",
"睡眠","04:29","2014-12-18 03:01","2014-12-18 07:30",
"交通","00:41","2014-12-18 02:20","2014-12-18 03:01",
"电影","02:42","2014-12-17 23:38","2014-12-18 02:20",""
"Chaos","01:20","2014-12-17 22:17","2014-12-17 23:37",
"家务","01:13","2014-12-17 21:04","2014-12-17 22:17",
"交通","00:41","2014-12-17 20:22","2014-12-17 21:04",
"学习","01:46","2014-12-17 18:36","2014-12-17 20:22",""
"GDG","01:34","2014-12-17 17:01","2014-12-17 18:36",""
"家务","00:15","2014-12-17 16:46","2014-12-17 17:01",
"GDG","01:33","2014-12-17 15:12","2014-12-17 16:46",""
"交通","00:25","2014-12-17 14:46","2014-12-17 15:12",
"Chaos","01:19","2014-12-17 13:26","2014-12-17 14:46",
"用餐","00:23","2014-12-17 13:03","2014-12-17 13:26",
"交通","00:54","2014-12-17 12:08","2014-12-17 13:02",""
"GDG","00:23","2014-12-17 11:44","2014-12-17 12:08",
"Chaos","03:00","2014-12-17 08:44","2014-12-17 11:44",
"交通","00:36","2014-12-17 08:07","2014-12-17 08:44",
"家务","01:00","2014-12-17 07:05","2014-12-17 08:05",""
"睡眠","06:09","2014-12-17 00:55","2014-12-17 07:05",""
"Chaos","00:49","2014-12-17 00:06","2014-12-17 00:55",
"用餐","01:45","2014-12-16 22:21","2014-12-17 00:06",
"交通","00:17","2014-12-16 22:04","2014-12-16 22:21",
"OBP","01:30","2014-12-16 20:33","2014-12-16 22:04",
"工作","00:46","2014-12-16 19:46","2014-12-16 20:33",""
"Chaos","01:00","2014-12-16 18:45","2014-12-16 19:45",""
"家务","00:37","2014-12-16 18:08","2014-12-16 18:45",""
"Chaos","01:31","2014-12-16 16:36","2014-12-16 18:08",
"家务","00:12","2014-12-16 16:24","2014-12-16 16:36",
"Chaos","00:52","2014-12-16 15:32","2014-12-16 16:24",
"交流","01:24","2014-12-16 14:05","2014-12-16 15:30",""
"交通","00:10","2014-12-16 13:55","2014-12-16 14:05",""
"Chaos","00:46","2014-12-16 13:08","2014-12-16 13:55",
"用餐","00:19","2014-12-16 12:49","2014-12-16 13:08",
"交通","00:39","2014-12-16 12:09","2014-12-16 12:49",
"GDG","00:38","2014-12-16 11:31","2014-12-16 12:09",
"学习","00:08","2014-12-16 11:22","2014-12-16 11:31",
"Chaos","02:25","2014-12-16 08:56","2014-12-16 11:22",
"交通","01:00","2014-12-16 07:56","2014-12-16 08:56",
"家务","01:00","2014-12-16 06:55","2014-12-16 07:55",""
"睡眠","06:22","2014-12-16 00:33","2014-12-16 06:55",""
"Chaos","02:37","2014-12-15 21:56","2014-12-16 00:33",
"家务","00:46","2014-12-15 21:09","2014-12-15 21:56",
"运动","00:41","2014-12-15 20:27","2014-12-15 21:09",
"交通","00:21","2014-12-15 20:05","2014-12-15 20:27",
"Chaos","00:43","2014-12-15 19:22","2014-12-15 20:05",
"OBP","02:20","2014-12-15 17:01","2014-12-15 19:22",
"Chaos","00:23","2014-12-15 16:37","2014-12-15 17:01",
"家务","00:10","2014-12-15 16:27","2014-12-15 16:37",
"GDG","01:35","2014-12-15 14:51","2014-12-15 16:27",
"Chaos","00:08","2014-12-15 14:43","2014-12-15 14:51",
"交通","00:24","2014-12-15 14:18","2014-12-15 14:43",
"Chaos","01:12","2014-12-15 13:05","2014-12-15 14:18",
"交通","01:00","2014-12-15 12:05","2014-12-15 13:05",
"家务","00:05","2014-12-15 12:00","2014-12-15 12:05",
"OBP","00:21","2014-12-15 11:38","2014-12-15 11:59",
"Chaos","00:36","2014-12-15 11:02","2014-12-15 11:38",
"家务","00:32","2014-12-15 10:29","2014-12-15 11:02",
"GDG","00:51","2014-12-15 09:38","2014-12-15 10:29",
"Chaos","01:02","2014-12-15 08:36","2014-12-15 09:38",
"交通","00:29","2014-12-15 08:06","2014-12-15 08:36",
"家务","00:50","2014-12-15 07:16","2014-12-15 08:06",
"睡眠","06:15","2014-12-15 01:00","2014-12-15 07:16",
"Chaos","02:21","2014-12-14 22:39","2014-12-15 01:00",
"家务","02:35","2014-12-14 20:04","2014-12-14 22:39",
"用餐","01:12","2014-12-14 18:52","2014-12-14 20:04",
"运动","00:53","2014-12-14 17:58","2014-12-14 18:52",
"交通","00:45","2014-12-14 17:12","2014-12-14 17:58",
"交流","01:52","2014-12-14 15:20","2014-12-14 17:12",
"Chaos","01:58","2014-12-14 13:22","2014-12-14 15:20",""
"用餐","01:00","2014-12-14 12:20","2014-12-14 13:20",""
"购物","01:00","2014-12-14 11:20","2014-12-14 12:20",""
"交通","00:14","2014-12-14 11:05","2014-12-14 11:20",""
"家务","01:17","2014-12-14 09:47","2014-12-14 11:05",
"睡眠","09:08","2014-12-14 00:39","2014-12-14 09:47",
"Chaos","04:07","2014-12-13 20:32","2014-12-14 00:39",
"用餐","01:03","2014-12-13 19:28","2014-12-13 20:32",
"Chaos","03:35","2014-12-13 15:52","2014-12-13 19:28",
"交通","01:01","2014-12-13 14:50","2014-12-13 15:52",
"用餐","02:17","2014-12-13 12:33","2014-12-13 14:50",
"交通","00:33","2014-12-13 12:00","2014-12-13 12:33",
"家务","00:59","2014-12-13 11:00","2014-12-13 12:00",""
"交通","00:11","2014-12-13 10:48","2014-12-13 11:00",""
"家务","01:13","2014-12-13 09:35","2014-12-13 10:48",
"交通","00:37","2014-12-13 08:57","2014-12-13 09:35",
"家务","01:00","2014-12-13 07:57","2014-12-13 08:57",
"睡眠","06:38","2014-12-13 01:18","2014-12-13 07:57",
"Chaos","02:16","2014-12-12 23:01","2014-12-13 01:18",
"用餐","00:42","2014-12-12 22:19","2014-12-12 23:01",
"交通","00:27","2014-12-12 21:52","2014-12-12 22:19",
"Chaos","00:11","2014-12-12 21:40","2014-12-12 21:52",
"GDG","02:05","2014-12-12 19:34","2014-12-12 21:40",
"家务","01:02","2014-12-12 18:31","2014-12-12 19:34",
"GDG","03:37","2014-12-12 14:54","2014-12-12 18:31",""
"交通","00:13","2014-12-12 14:40","2014-12-12 14:54",
"Chaos","01:16","2014-12-12 13:24","2014-12-12 14:40",
"交通","01:06","2014-12-12 12:18","2014-12-12 13:24",
"Chaos","00:33","2014-12-12 11:44","2014-12-12 12:18",
"就医","03:16","2014-12-12 08:27","2014-12-12 11:44",
"交通","00:24","2014-12-12 08:03","2014-12-12 08:27",
"家务","00:41","2014-12-12 07:21","2014-12-12 08:03",
"睡眠","06:45","2014-12-12 00:35","2014-12-12 07:21",
"Chaos","01:03","2014-12-11 23:32","2014-12-12 00:35",
"用餐","00:17","2014-12-11 23:14","2014-12-11 23:32",
"交通","00:32","2014-12-11 22:42","2014-12-11 23:14",
"交流","03:29","2014-12-11 19:13","2014-12-11 22:42",
"家务","00:12","2014-12-11 19:00","2014-12-11 19:13",
"工作","00:50","2014-12-11 18:10","2014-12-11 19:00",
"GDG","02:54","2014-12-11 15:15","2014-12-11 18:10",""
"交通","00:25","2014-12-11 14:49","2014-12-11 15:15",""
"Chaos","01:24","2014-12-11 13:25","2014-12-11 14:49",
"交通","00:32","2014-12-11 12:53","2014-12-11 13:25",
"GDG","03:54","2014-12-11 08:58","2014-12-11 12:52",""
"用餐","00:27","2014-12-11 08:30","2014-12-11 08:58",
"交通","00:23","2014-12-11 08:07","2014-12-11 08:30",
"家务","00:35","2014-12-11 07:30","2014-12-11 08:05",""
"睡眠","05:57","2014-12-11 01:33","2014-12-11 07:30",""
"Chaos","03:45","2014-12-10 21:48","2014-12-11 01:33",
"用餐","00:37","2014-12-10 21:10","2014-12-10 21:48",
"家务","00:22","2014-12-10 20:48","2014-12-10 21:10",
"交通","00:29","2014-12-10 20:18","2014-12-10 20:47",
"GDG","01:57","2014-12-10 18:20","2014-12-10 20:18",""
"购物","00:48","2014-12-10 17:31","2014-12-10 18:20",
"Chaos","00:52","2014-12-10 16:39","2014-12-10 17:31",
"GDG","01:22","2014-12-10 15:17","2014-12-10 16:39",""
"交通","00:18","2014-12-10 14:58","2014-12-10 15:17",
"Chaos","01:05","2014-12-10 13:52","2014-12-10 14:58",
"用餐","00:23","2014-12-10 13:28","2014-12-10 13:52",
"交通","00:38","2014-12-10 12:49","2014-12-10 13:28",
"GDG","01:48","2014-12-10 11:01","2014-12-10 12:49",
"交流","00:17","2014-12-10 10:44","2014-12-10 11:01",
"学习","00:27","2014-12-10 10:17","2014-12-10 10:44",
"Chaos","00:20","2014-12-10 09:56","2014-12-10 10:17",
"家务","00:15","2014-12-10 09:40","2014-12-10 09:56",
"Chaos","01:15","2014-12-10 08:25","2014-12-10 09:40",
"交通","00:24","2014-12-10 08:00","2014-12-10 08:25",
"家务","00:32","2014-12-10 07:27","2014-12-10 08:00",
"睡眠","07:16","2014-12-10 00:10","2014-12-10 07:27",""
"用餐","01:58","2014-12-09 22:12","2014-12-10 00:10",
"交通","00:17","2014-12-09 21:55","2014-12-09 22:12",
"上网","01:14","2014-12-09 20:40","2014-12-09 21:55",
"学习","00:34","2014-12-09 20:06","2014-12-09 20:40",
"Chaos","01:57","2014-12-09 18:09","2014-12-09 20:06",
"购物","00:58","2014-12-09 17:11","2014-12-09 18:09",""
"学习","02:34","2014-12-09 14:36","2014-12-09 17:11",""
"交通","00:20","2014-12-09 14:16","2014-12-09 14:36",
"Chaos","01:11","2014-12-09 13:04","2014-12-09 14:16",
"用餐","00:33","2014-12-09 12:30","2014-12-09 13:04",
"交通","00:27","2014-12-09 12:03","2014-12-09 12:30",
"Chaos","00:24","2014-12-09 11:39","2014-12-09 12:03",
"交流","00:02","2014-12-09 11:36","2014-12-09 11:39",
"工作","01:11","2014-12-09 10:25","2014-12-09 11:36",""
"GDG","01:27","2014-12-09 08:57","2014-12-09 10:24",""
"家务","01:34","2014-12-09 07:23","2014-12-09 08:57",
"睡眠","06:22","2014-12-09 01:00","2014-12-09 07:23",
"Chaos","00:00","2014-12-09 00:59","2014-12-09 01:00",
"Chaos","01:04","2014-12-08 23:55","2014-12-09 01:00",""
"家务","01:29","2014-12-08 22:26","2014-12-08 23:55",""
"GDG","01:25","2014-12-08 21:01","2014-12-08 22:26",
"Chaos","01:04","2014-12-08 19:56","2014-12-08 21:01",
"OBP","00:38","2014-12-08 19:17","2014-12-08 19:56",
"GDG","00:00","2014-12-08 19:17","2014-12-08 19:17",
"Chaos","00:36","2014-12-08 18:41","2014-12-08 19:17",
"OBP","01:24","2014-12-08 17:17","2014-12-08 18:41",
"Chaos","00:17","2014-12-08 16:59","2014-12-08 17:17",
"交流","00:15","2014-12-08 16:44","2014-12-08 16:59",
"工作","01:14","2014-12-08 15:29","2014-12-08 16:44",
"GDG","00:00","2014-12-08 15:29","2014-12-08 15:29",
"Chaos","00:26","2014-12-08 15:02","2014-12-08 15:29",
"交通","00:28","2014-12-08 14:34","2014-12-08 15:02",
"Chaos","00:42","2014-12-08 13:52","2014-12-08 14:34",
"交通","01:08","2014-12-08 12:43","2014-12-08 13:52",
"Chaos","00:30","2014-12-08 12:12","2014-12-08 12:43",
"Chaos","00:00","2014-12-08 12:12","2014-12-08 12:12",
"交流","02:31","2014-12-08 09:41","2014-12-08 12:12",""
"家务","00:07","2014-12-08 09:33","2014-12-08 09:41",
"Chaos","01:02","2014-12-08 08:31","2014-12-08 09:33",
"交通","00:15","2014-12-08 08:15","2014-12-08 08:31",
"家务","00:48","2014-12-08 07:27","2014-12-08 08:15",
"睡眠","05:31","2014-12-08 01:56","2014-12-08 07:27",
"Chaos","00:23","2014-12-08 01:32","2014-12-08 01:56",
"OBP","01:54","2014-12-07 23:38","2014-12-08 01:32",""
"Chaos","02:48","2014-12-07 20:49","2014-12-07 23:38",
"家务","01:04","2014-12-07 19:45","2014-12-07 20:50",""
"用餐","02:00","2014-12-07 17:45","2014-12-07 19:45",""
"交通","00:29","2014-12-07 17:15","2014-12-07 17:45",""
"GDG","02:44","2014-12-07 14:31","2014-12-07 17:15",""
"Chaos","03:30","2014-12-07 11:00","2014-12-07 14:31",
"家务","02:21","2014-12-07 08:39","2014-12-07 11:00",
"睡眠","08:00","2014-12-07 00:38","2014-12-07 08:39",
"Chaos","02:20","2014-12-06 22:15","2014-12-07 00:35",""
"用餐","04:00","2014-12-06 18:15","2014-12-06 22:15",""
"GDG","04:00","2014-12-06 14:15","2014-12-06 18:15",""
"家务","00:29","2014-12-06 13:45","2014-12-06 14:15",""
"购物","02:30","2014-12-06 11:15","2014-12-06 13:45",
"交通","00:14","2014-12-06 11:00","2014-12-06 11:15",
"家务","00:34","2014-12-06 10:25","2014-12-06 11:00",
"睡眠","09:31","2014-12-06 00:53","2014-12-06 10:25",
"Chaos","00:06","2014-12-06 00:47","2014-12-06 00:53",
"家务","02:53","2014-12-05 21:53","2014-12-06 00:47",
"家务","00:26","2014-12-05 21:26","2014-12-05 21:53",
"交通","00:24","2014-12-05 21:02","2014-12-05 21:26",
"交通","00:00","2014-12-05 21:02","2014-12-05 21:02",
"学习","03:20","2014-12-05 17:41","2014-12-05 21:02",""
"交流","00:52","2014-12-05 16:49","2014-12-05 17:41",
"家务","00:44","2014-12-05 16:04","2014-12-05 16:49",
"交流","00:33","2014-12-05 15:30","2014-12-05 16:04",
"Chaos","00:44","2014-12-05 14:46","2014-12-05 15:30",
"交通","00:18","2014-12-05 14:28","2014-12-05 14:46",
"Chaos","02:06","2014-12-05 12:21","2014-12-05 14:28",
"交通","00:17","2014-12-05 12:04","2014-12-05 12:21",
"就医","01:55","2014-12-05 10:09","2014-12-05 12:04",
"就医","02:00","2014-12-05 08:05","2014-12-05 10:05",""
