活动类别,持续时间,开始时间,结束时间,备注
用餐,1.23,2015-03-31 12:55,2015-03-31 14:09,
交通,0.15,2015-03-31 12:46,2015-03-31 12:55,
GDG,0.37,2015-03-31 12:24,2015-03-31 12:46,
GDG,0.13,2015-03-31 12:16,2015-03-31 12:24,
Chaos,1.55,2015-03-31 10:43,2015-03-31 12:16,
交流,0.32,2015-03-31 10:24,2015-03-31 10:43,
Chaos,1.25,2015-03-31 09:09,2015-03-31 10:24,
用餐,0.08,2015-03-31 09:04,2015-03-31 09:09,
交通,0.15,2015-03-31 08:55,2015-03-31 09:04,
用餐,0.15,2015-03-31 08:46,2015-03-31 08:55,
交通,0.17,2015-03-31 08:36,2015-03-31 08:46,
家务,0.13,2015-03-31 08:28,2015-03-31 08:36,
睡眠,7.68,2015-03-31 00:47,2015-03-31 08:28,
Chaos,0.72,2015-03-31 00:04,2015-03-31 00:47,
家务,1.30,2015-03-30 22:46,2015-03-31 00:04,
交通,0.27,2015-03-30 22:30,2015-03-30 22:46,
OBP,2.10,2015-03-30 20:24,2015-03-30 22:30,
GDG,0.93,2015-03-30 19:28,2015-03-30 20:24,
用餐,1.15,2015-03-30 18:19,2015-03-30 19:28,
工作,0.92,2015-03-30 17:24,2015-03-30 18:19,
Chaos,2.02,2015-03-30 15:23,2015-03-30 17:24,
交通,0.85,2015-03-30 14:32,2015-03-30 15:23,
Chaos,0.63,2015-03-30 13:54,2015-03-30 14:32,
Air,5.05,2015-03-30 08:51,2015-03-30 13:54,
Chaos,1.22,2015-03-30 07:38,2015-03-30 08:51,
交通,1.17,2015-03-30 06:28,2015-03-30 07:38,
家务,0.28,2015-03-30 06:11,2015-03-30 06:28,
睡眠,5.58,2015-03-30 00:36,2015-03-30 06:11,
GDG,0.30,2015-03-30 00:18,2015-03-30 00:36,
交流,1.62,2015-03-29 22:41,2015-03-30 00:18,
交流,3.42,2015-03-29 19:16,2015-03-29 22:41,
交通,0.25,2015-03-29 19:01,2015-03-29 19:16,
交流,3.40,2015-03-29 15:37,2015-03-29 19:01,
交通,2.27,2015-03-29 13:21,2015-03-29 15:37,
Chaos,1.30,2015-03-29 12:03,2015-03-29 13:21,
GDG,1.78,2015-03-29 10:16,2015-03-29 12:03,
用餐,1.00,2015-03-29 09:16,2015-03-29 10:16,
睡眠,8.00,2015-03-29 01:16,2015-03-29 09:16,
Chaos,2.20,2015-03-28 23:04,2015-03-29 01:16,
交流,2.57,2015-03-28 20:30,2015-03-28 23:04,
用餐,1.77,2015-03-28 18:44,2015-03-28 20:30,
交流,10.15,2015-03-28 08:35,2015-03-28 18:44,
家务,1.22,2015-03-28 07:22,2015-03-28 08:35,
睡眠,6.10,2015-03-28 01:16,2015-03-28 07:22,
Chaos,0.55,2015-03-28 00:43,2015-03-28 01:16,
GDG,2.18,2015-03-27 22:32,2015-03-28 00:43,
交通,0.60,2015-03-27 21:56,2015-03-27 22:32,
交流,1.48,2015-03-27 20:27,2015-03-27 21:56,
用餐,2.02,2015-03-27 18:27,2015-03-27 20:28,
交流,3.50,2015-03-27 14:57,2015-03-27 18:27,
用餐,1.00,2015-03-27 13:57,2015-03-27 14:57,
交通,2.17,2015-03-27 11:47,2015-03-27 13:57,
Chaos,1.10,2015-03-27 10:41,2015-03-27 11:47,
用餐,1.65,2015-03-27 09:02,2015-03-27 10:41,
睡眠,6.00,2015-03-27 03:02,2015-03-27 09:02,
家务,0.35,2015-03-27 02:41,2015-03-27 03:02,
交通,1.88,2015-03-27 00:48,2015-03-27 02:41,
Air,5.40,2015-03-26 19:24,2015-03-27 00:48,
交通,1.27,2015-03-26 18:08,2015-03-26 19:24,
Chaos,0.23,2015-03-26 17:54,2015-03-26 18:08,
Pt0,2.28,2015-03-26 15:37,2015-03-26 17:54,
购物,0.52,2015-03-26 15:06,2015-03-26 15:37,
Chaos,0.20,2015-03-26 14:54,2015-03-26 15:06,
交流,0.63,2015-03-26 14:16,2015-03-26 14:54,
学习,0.33,2015-03-26 13:56,2015-03-26 14:16,
GDG,0.35,2015-03-26 13:35,2015-03-26 13:56,
Chaos,0.90,2015-03-26 12:41,2015-03-26 13:35,
交通,0.10,2015-03-26 12:35,2015-03-26 12:41,
用餐,0.45,2015-03-26 12:08,2015-03-26 12:35,
Chaos,1.43,2015-03-26 10:42,2015-03-26 12:08,
GDG,0.63,2015-03-26 10:04,2015-03-26 10:42,
用餐,0.80,2015-03-26 09:16,2015-03-26 10:04,
交通,0.70,2015-03-26 08:34,2015-03-26 09:16,
家务,0.62,2015-03-26 07:57,2015-03-26 08:34,
睡眠,6.80,2015-03-26 01:09,2015-03-26 07:57,
Chaos,0.18,2015-03-26 00:58,2015-03-26 01:09,
阅读,1.15,2015-03-25 23:49,2015-03-26 00:58,
家务,0.20,2015-03-25 23:37,2015-03-25 23:49,
交通,0.42,2015-03-25 23:12,2015-03-25 23:37,
工作,2.35,2015-03-25 20:51,2015-03-25 23:12,
Chaos,1.20,2015-03-25 19:39,2015-03-25 20:51,
用餐,0.72,2015-03-25 18:56,2015-03-25 19:39,
Chaos,0.42,2015-03-25 18:31,2015-03-25 18:56,
学习,1.33,2015-03-25 17:11,2015-03-25 18:31,
学习,0.92,2015-03-25 16:16,2015-03-25 17:11,
上网,1.08,2015-03-25 15:11,2015-03-25 16:16,
Chaos,1.12,2015-03-25 14:04,2015-03-25 15:11,
交通,0.17,2015-03-25 13:54,2015-03-25 14:04,
购物,0.38,2015-03-25 13:31,2015-03-25 13:54,
用餐,0.33,2015-03-25 13:11,2015-03-25 13:31,
家务,0.15,2015-03-25 13:02,2015-03-25 13:11,
交通,0.48,2015-03-25 12:33,2015-03-25 13:02,
Chaos,0.12,2015-03-25 12:26,2015-03-25 12:33,
OBP,0.88,2015-03-25 11:33,2015-03-25 12:26,
家务,0.05,2015-03-25 11:30,2015-03-25 11:33,
上网,1.12,2015-03-25 10:23,2015-03-25 11:30,
交流,1.40,2015-03-25 08:59,2015-03-25 10:23,
Chaos,0.07,2015-03-25 08:55,2015-03-25 08:59,
交通,0.58,2015-03-25 08:20,2015-03-25 08:55,
睡眠,7.35,2015-03-25 00:59,2015-03-25 08:20,
家务,0.03,2015-03-25 00:57,2015-03-25 00:59,
交通,0.63,2015-03-25 00:19,2015-03-25 00:57,
用餐,0.75,2015-03-24 23:34,2015-03-25 00:19,
交流,4.37,2015-03-24 19:12,2015-03-24 23:34,
交通,0.58,2015-03-24 18:37,2015-03-24 19:12,
Chaos,0.32,2015-03-24 18:18,2015-03-24 18:37,
Pt0,1.15,2015-03-24 17:09,2015-03-24 18:18,
Chaos,0.40,2015-03-24 16:45,2015-03-24 17:09,
工作,1.28,2015-03-24 15:28,2015-03-24 16:45,
交流,0.85,2015-03-24 14:37,2015-03-24 15:28,
Chaos,0.95,2015-03-24 13:40,2015-03-24 14:37,
用餐,0.73,2015-03-24 12:56,2015-03-24 13:40,
Chaos,0.53,2015-03-24 12:24,2015-03-24 12:56,
家务,0.20,2015-03-24 12:12,2015-03-24 12:24,
OBP,0.48,2015-03-24 11:43,2015-03-24 12:12,
GDG,0.80,2015-03-24 10:55,2015-03-24 11:43,
交流,0.45,2015-03-24 10:28,2015-03-24 10:55,
GDG,0.68,2015-03-24 09:47,2015-03-24 10:28,
家务,1.65,2015-03-24 08:08,2015-03-24 09:47,
睡眠,7.55,2015-03-24 00:35,2015-03-24 08:08,
Chaos,0.05,2015-03-24 00:32,2015-03-24 00:35,
家务,1.48,2015-03-23 23:03,2015-03-24 00:32,
交通,0.30,2015-03-23 22:45,2015-03-23 23:03,
Pt0,1.47,2015-03-23 21:17,2015-03-23 22:45,
Pt0,0.33,2015-03-23 20:57,2015-03-23 21:17,
学习,1.23,2015-03-23 19:43,2015-03-23 20:57,
Chaos,0.27,2015-03-23 19:27,2015-03-23 19:43,
用餐,1.25,2015-03-23 18:12,2015-03-23 19:27,
交流,0.22,2015-03-23 17:59,2015-03-23 18:12,
家务,0.22,2015-03-23 17:46,2015-03-23 17:59,
Pt0,1.52,2015-03-23 16:15,2015-03-23 17:46,
Chaos,0.35,2015-03-23 15:54,2015-03-23 16:15,
Pt0,0.40,2015-03-23 15:30,2015-03-23 15:54,
Chaos,0.20,2015-03-23 15:18,2015-03-23 15:30,
Pt0,0.78,2015-03-23 14:31,2015-03-23 15:18,
Chaos,0.07,2015-03-23 14:27,2015-03-23 14:31,
Pt0,1.03,2015-03-23 13:25,2015-03-23 14:27,
交通,0.20,2015-03-23 13:13,2015-03-23 13:25,
用餐,0.45,2015-03-23 12:46,2015-03-23 13:13,
交通,0.12,2015-03-23 12:39,2015-03-23 12:46,
交流,0.17,2015-03-23 12:29,2015-03-23 12:39,
Chaos,0.35,2015-03-23 12:08,2015-03-23 12:29,
OBP,0.82,2015-03-23 11:19,2015-03-23 12:08,
Chaos,0.32,2015-03-23 11:00,2015-03-23 11:19,
交流,0.18,2015-03-23 10:49,2015-03-23 11:00,
Chaos,0.48,2015-03-23 10:20,2015-03-23 10:49,
交流,0.12,2015-03-23 10:13,2015-03-23 10:20,
Chaos,0.20,2015-03-23 10:01,2015-03-23 10:13,
GDG,0.38,2015-03-23 09:38,2015-03-23 10:01,
Chaos,0.22,2015-03-23 09:25,2015-03-23 09:38,
交通,0.37,2015-03-23 09:03,2015-03-23 09:25,
交通,0.85,2015-03-23 08:12,2015-03-23 09:03,
Chaos,0.07,2015-03-23 08:08,2015-03-23 08:12,
交通,1.78,2015-03-23 06:21,2015-03-23 08:08,
家务,0.23,2015-03-23 06:07,2015-03-23 06:21,
睡眠,5.33,2015-03-23 00:47,2015-03-23 06:07,
GDG,2.00,2015-03-22 22:49,2015-03-23 00:49,
交流,3.00,2015-03-22 19:48,2015-03-22 22:48,
用餐,1.00,2015-03-22 18:48,2015-03-22 19:48,
交通,3.17,2015-03-22 15:37,2015-03-22 18:47,
家务,0.68,2015-03-22 14:56,2015-03-22 15:37,
家务,0.87,2015-03-22 14:04,2015-03-22 14:56,
交通,0.20,2015-03-22 13:52,2015-03-22 14:04,
用餐,0.35,2015-03-22 13:31,2015-03-22 13:52,
家务,2.92,2015-03-22 10:36,2015-03-22 13:31,
交通,3.43,2015-03-22 07:10,2015-03-22 10:36,
家务,0.30,2015-03-22 06:52,2015-03-22 07:10,
睡眠,6.67,2015-03-22 00:12,2015-03-22 06:52,
Chaos,2.77,2015-03-21 21:26,2015-03-22 00:12,
家务,0.37,2015-03-21 21:04,2015-03-21 21:26,
交通,0.27,2015-03-21 20:48,2015-03-21 21:04,
家务,1.53,2015-03-21 19:16,2015-03-21 20:48,
用餐,1.28,2015-03-21 17:59,2015-03-21 19:16,
Chaos,2.03,2015-03-21 15:57,2015-03-21 17:59,
家务,2.68,2015-03-21 13:16,2015-03-21 15:57,
家务,0.37,2015-03-21 12:54,2015-03-21 13:16,
用餐,0.82,2015-03-21 12:05,2015-03-21 12:54,
学习,4.02,2015-03-21 08:04,2015-03-21 12:05,
交通,0.43,2015-03-21 07:38,2015-03-21 08:04,
家务,0.40,2015-03-21 07:14,2015-03-21 07:38,
睡眠,5.47,2015-03-21 01:46,2015-03-21 07:14,
Chaos,1.43,2015-03-21 00:20,2015-03-21 01:46,
交流,2.02,2015-03-20 22:20,2015-03-21 00:21,
家务,1.00,2015-03-20 21:20,2015-03-20 22:20,
交通,0.43,2015-03-20 20:54,2015-03-20 21:20,
Chaos,0.43,2015-03-20 20:28,2015-03-20 20:54,
Air,1.13,2015-03-20 19:20,2015-03-20 20:28,
Chaos,0.38,2015-03-20 18:57,2015-03-20 19:20,
交通,1.40,2015-03-20 17:33,2015-03-20 18:57,
Pt0,0.58,2015-03-20 16:58,2015-03-20 17:33,
Chaos,0.72,2015-03-20 16:15,2015-03-20 16:58,
Pt0,0.20,2015-03-20 16:03,2015-03-20 16:15,
交流,0.65,2015-03-20 15:24,2015-03-20 16:03,
Pt0,0.63,2015-03-20 14:46,2015-03-20 15:24,
GDG,1.68,2015-03-20 13:05,2015-03-20 14:46,
交通,0.07,2015-03-20 13:01,2015-03-20 13:05,
用餐,0.38,2015-03-20 12:38,2015-03-20 13:01,
交通,0.15,2015-03-20 12:29,2015-03-20 12:38,
Chaos,0.33,2015-03-20 12:09,2015-03-20 12:29,
GDG,1.53,2015-03-20 10:37,2015-03-20 12:09,
交流,0.45,2015-03-20 10:10,2015-03-20 10:37,
GDG,1.00,2015-03-20 09:10,2015-03-20 10:10,
交通,0.73,2015-03-20 08:26,2015-03-20 09:10,
家务,0.47,2015-03-20 07:58,2015-03-20 08:26,
睡眠,5.87,2015-03-20 02:06,2015-03-20 07:58,
家务,0.75,2015-03-20 01:21,2015-03-20 02:06,
交通,0.35,2015-03-20 01:00,2015-03-20 01:21,
Pt0,0.97,2015-03-20 00:02,2015-03-20 01:00,
Chaos,0.92,2015-03-19 23:07,2015-03-20 00:02,
购物,0.05,2015-03-19 23:04,2015-03-19 23:07,
Chaos,0.90,2015-03-19 22:10,2015-03-19 23:04,
交流,1.95,2015-03-19 20:13,2015-03-19 22:10,
Chaos,0.07,2015-03-19 20:09,2015-03-19 20:13,
交通,0.15,2015-03-19 20:00,2015-03-19 20:09,
学习,1.37,2015-03-19 18:38,2015-03-19 20:00,
Chaos,0.27,2015-03-19 18:22,2015-03-19 18:38,
Pt0,0.63,2015-03-19 17:44,2015-03-19 18:22,
Chaos,0.45,2015-03-19 17:17,2015-03-19 17:44,
学习,0.17,2015-03-19 17:07,2015-03-19 17:17,
Chaos,0.22,2015-03-19 16:54,2015-03-19 17:07,
交流,0.35,2015-03-19 16:33,2015-03-19 16:54,
GDG,0.57,2015-03-19 15:59,2015-03-19 16:33,
学习,0.18,2015-03-19 15:48,2015-03-19 15:59,
Chaos,0.13,2015-03-19 15:40,2015-03-19 15:48,
Pt0,0.40,2015-03-19 15:16,2015-03-19 15:40,
GDG,1.07,2015-03-19 14:12,2015-03-19 15:16,
交流,0.10,2015-03-19 14:06,2015-03-19 14:12,
交通,0.12,2015-03-19 13:59,2015-03-19 14:06,
用餐,0.67,2015-03-19 13:19,2015-03-19 13:59,
Chaos,0.77,2015-03-19 12:33,2015-03-19 13:19,
GDG,1.13,2015-03-19 11:25,2015-03-19 12:33,
上网,1.73,2015-03-19 09:41,2015-03-19 11:25,
交通,0.67,2015-03-19 09:01,2015-03-19 09:41,
家务,0.55,2015-03-19 08:28,2015-03-19 09:01,
睡眠,7.40,2015-03-19 01:04,2015-03-19 08:28,
家务,0.97,2015-03-19 00:06,2015-03-19 01:04,
交通,0.27,2015-03-18 23:50,2015-03-19 00:06,
Chaos,1.45,2015-03-18 22:23,2015-03-18 23:50,
学习,0.62,2015-03-18 21:46,2015-03-18 22:23,
交流,0.90,2015-03-18 20:52,2015-03-18 21:46,
GDG,0.73,2015-03-18 20:08,2015-03-18 20:52,
Chaos,0.02,2015-03-18 20:07,2015-03-18 20:08,
Pt0,0.63,2015-03-18 19:29,2015-03-18 20:07,
用餐,1.25,2015-03-18 18:14,2015-03-18 19:29,
Pt0,0.47,2015-03-18 17:46,2015-03-18 18:14,
Chaos,0.37,2015-03-18 17:24,2015-03-18 17:46,
工作,0.62,2015-03-18 16:47,2015-03-18 17:24,
Chaos,1.18,2015-03-18 15:36,2015-03-18 16:47,
交流,2.00,2015-03-18 13:36,2015-03-18 15:36,
交通,0.33,2015-03-18 13:16,2015-03-18 13:36,
家务,0.12,2015-03-18 13:09,2015-03-18 13:16,
用餐,0.85,2015-03-18 12:18,2015-03-18 13:09,
交通,0.25,2015-03-18 12:03,2015-03-18 12:18,
Chaos,0.38,2015-03-18 11:40,2015-03-18 12:03,
工作,0.72,2015-03-18 10:57,2015-03-18 11:40,
交流,0.88,2015-03-18 10:04,2015-03-18 10:57,
Chaos,0.52,2015-03-18 09:33,2015-03-18 10:04,
交通,0.95,2015-03-18 08:36,2015-03-18 09:33,
家务,0.40,2015-03-18 08:12,2015-03-18 08:36,
睡眠,6.38,2015-03-18 01:49,2015-03-18 08:12,
Chaos,0.10,2015-03-18 01:43,2015-03-18 01:49,
家务,1.03,2015-03-18 00:41,2015-03-18 01:43,
交通,0.35,2015-03-18 00:20,2015-03-18 00:41,
学习,1.90,2015-03-17 22:26,2015-03-18 00:20,
阅读,0.03,2015-03-17 22:24,2015-03-17 22:26,
Chaos,0.83,2015-03-17 21:34,2015-03-17 22:24,
工作,0.08,2015-03-17 21:29,2015-03-17 21:34,
GDG,0.35,2015-03-17 21:08,2015-03-17 21:29,
Chaos,0.30,2015-03-17 20:50,2015-03-17 21:08,
用餐,0.87,2015-03-17 19:58,2015-03-17 20:50,
学习,1.10,2015-03-17 18:52,2015-03-17 19:58,
Chaos,0.05,2015-03-17 18:49,2015-03-17 18:52,
OBP,1.05,2015-03-17 17:46,2015-03-17 18:49,
GDG,0.60,2015-03-17 17:10,2015-03-17 17:46,
Pt0,1.10,2015-03-17 16:04,2015-03-17 17:10,
Chaos,0.53,2015-03-17 15:32,2015-03-17 16:04,
工作,1.70,2015-03-17 13:50,2015-03-17 15:32,
Chaos,0.87,2015-03-17 12:58,2015-03-17 13:50,
交通,0.07,2015-03-17 12:54,2015-03-17 12:58,
用餐,0.60,2015-03-17 12:18,2015-03-17 12:54,
工作,1.27,2015-03-17 11:02,2015-03-17 12:18,
交流,1.12,2015-03-17 09:55,2015-03-17 11:02,
交通,0.62,2015-03-17 09:18,2015-03-17 09:55,
家务,0.85,2015-03-17 08:27,2015-03-17 09:18,
睡眠,7.38,2015-03-17 01:04,2015-03-17 08:27,
Chaos,0.33,2015-03-17 00:44,2015-03-17 01:04,
GDG,1.30,2015-03-16 23:26,2015-03-17 00:44,
家务,0.75,2015-03-16 22:41,2015-03-16 23:26,
交通,0.57,2015-03-16 22:07,2015-03-16 22:41,
GDG,0.25,2015-03-16 21:52,2015-03-16 22:07,
Pt0,1.13,2015-03-16 20:44,2015-03-16 21:52,
工作,0.42,2015-03-16 20:19,2015-03-16 20:44,
Chaos,0.45,2015-03-16 19:52,2015-03-16 20:19,
交通,0.40,2015-03-16 19:28,2015-03-16 19:52,
用餐,1.02,2015-03-16 18:27,2015-03-16 19:28,
交通,0.02,2015-03-16 18:26,2015-03-16 18:27,
GDG,0.52,2015-03-16 17:55,2015-03-16 18:26,
学习,0.08,2015-03-16 17:50,2015-03-16 17:55,
家务,0.68,2015-03-16 17:08,2015-03-16 17:49,
学习,0.13,2015-03-16 17:00,2015-03-16 17:08,
Chaos,0.60,2015-03-16 16:24,2015-03-16 17:00,
GDG,0.90,2015-03-16 15:30,2015-03-16 16:24,
Chaos,0.35,2015-03-16 15:09,2015-03-16 15:30,
工作,1.80,2015-03-16 13:21,2015-03-16 15:09,
交通,0.25,2015-03-16 13:06,2015-03-16 13:21,
用餐,0.92,2015-03-16 12:11,2015-03-16 13:06,
OBP,0.65,2015-03-16 11:32,2015-03-16 12:11,
Chaos,0.65,2015-03-16 10:53,2015-03-16 11:32,
交流,0.63,2015-03-16 10:15,2015-03-16 10:53,
Chaos,0.92,2015-03-16 09:20,2015-03-16 10:15,
交通,1.27,2015-03-16 08:04,2015-03-16 09:20,
Air,1.22,2015-03-16 06:51,2015-03-16 08:04,
Chaos,0.22,2015-03-16 06:38,2015-03-16 06:51,
交通,0.20,2015-03-16 06:26,2015-03-16 06:38,
家务,0.27,2015-03-16 06:10,2015-03-16 06:26,
睡眠,5.28,2015-03-16 00:53,2015-03-16 06:10,
Chaos,0.82,2015-03-16 00:04,2015-03-16 00:53,
OBP,2.15,2015-03-15 21:55,2015-03-16 00:04,
交流,2.00,2015-03-15 19:55,2015-03-15 21:55,
用餐,2.00,2015-03-15 17:55,2015-03-15 19:55,
家务,0.70,2015-03-15 17:13,2015-03-15 17:55,
交流,1.70,2015-03-15 15:31,2015-03-15 17:13,
交通,0.13,2015-03-15 15:23,2015-03-15 15:31,
Chaos,2.00,2015-03-15 13:23,2015-03-15 15:23,
交通,0.18,2015-03-15 13:12,2015-03-15 13:23,
用餐,0.87,2015-03-15 12:20,2015-03-15 13:12,
交通,1.17,2015-03-15 11:10,2015-03-15 12:20,
Pt0,1.02,2015-03-15 10:10,2015-03-15 11:11,
家务,0.98,2015-03-15 09:11,2015-03-15 10:10,
睡眠,8.35,2015-03-15 00:50,2015-03-15 09:11,
Chaos,2.23,2015-03-14 22:36,2015-03-15 00:50,
GDG,2.88,2015-03-14 19:43,2015-03-14 22:36,
家务,0.92,2015-03-14 18:48,2015-03-14 19:43,
用餐,0.25,2015-03-14 18:33,2015-03-14 18:48,
家务,0.45,2015-03-14 18:06,2015-03-14 18:33,
交通,0.43,2015-03-14 17:40,2015-03-14 18:06,
电影,1.57,2015-03-14 16:06,2015-03-14 17:40,
Chaos,2.88,2015-03-14 13:13,2015-03-14 16:06,
交通,0.43,2015-03-14 12:47,2015-03-14 13:13,
用餐,0.78,2015-03-14 12:00,2015-03-14 12:47,
学习,3.57,2015-03-14 08:26,2015-03-14 12:00,
Chaos,0.30,2015-03-14 08:08,2015-03-14 08:26,
交通,0.30,2015-03-14 07:50,2015-03-14 08:08,
家务,0.47,2015-03-14 07:22,2015-03-14 07:50,
睡眠,6.03,2015-03-14 01:20,2015-03-14 07:22,
电影,0.45,2015-03-14 00:53,2015-03-14 01:20,
电影,0.78,2015-03-14 00:06,2015-03-14 00:53,
Chaos,2.75,2015-03-13 21:21,2015-03-14 00:06,
家务,0.37,2015-03-13 20:59,2015-03-13 21:21,
交通,0.53,2015-03-13 20:27,2015-03-13 20:59,
交通,1.23,2015-03-13 19:13,2015-03-13 20:27,
Chaos,0.48,2015-03-13 18:44,2015-03-13 19:13,
Chaos,0.30,2015-03-13 18:26,2015-03-13 18:44,取票！
交通,1.17,2015-03-13 17:16,2015-03-13 18:26,
交流,2.08,2015-03-13 15:11,2015-03-13 17:16,
工作,0.48,2015-03-13 14:42,2015-03-13 15:11,
Chaos,1.50,2015-03-13 13:12,2015-03-13 14:42,
交通,0.27,2015-03-13 12:56,2015-03-13 13:12,
用餐,0.80,2015-03-13 12:08,2015-03-13 12:56,
Chaos,0.55,2015-03-13 11:35,2015-03-13 12:08,
交流,1.33,2015-03-13 10:15,2015-03-13 11:35,
Chaos,0.28,2015-03-13 09:58,2015-03-13 10:15,
Chaos,0.70,2015-03-13 09:16,2015-03-13 09:58,
交通,0.52,2015-03-13 08:45,2015-03-13 09:16,
家务,0.20,2015-03-13 08:33,2015-03-13 08:45,
睡眠,7.45,2015-03-13 01:06,2015-03-13 08:33,
交通,0.55,2015-03-13 00:33,2015-03-13 01:06,
Pt0,0.50,2015-03-13 00:03,2015-03-13 00:33,
Chaos,0.25,2015-03-12 23:48,2015-03-13 00:03,
交流,0.63,2015-03-12 23:10,2015-03-12 23:48,
GDG,2.88,2015-03-12 20:17,2015-03-12 23:10,
Pt0,0.35,2015-03-12 19:56,2015-03-12 20:17,
Chaos,0.08,2015-03-12 19:51,2015-03-12 19:56,
用餐,1.00,2015-03-12 18:51,2015-03-12 19:51,
Chaos,0.27,2015-03-12 18:35,2015-03-12 18:51,
Pt0,0.48,2015-03-12 18:06,2015-03-12 18:35,
Chaos,0.73,2015-03-12 17:22,2015-03-12 18:06,
GDG,1.97,2015-03-12 15:24,2015-03-12 17:22,
交流,1.05,2015-03-12 14:21,2015-03-12 15:24,
Pt0,0.47,2015-03-12 13:53,2015-03-12 14:21,
GDG,0.78,2015-03-12 13:06,2015-03-12 13:53,
交通,0.28,2015-03-12 12:49,2015-03-12 13:06,
用餐,0.48,2015-03-12 12:20,2015-03-12 12:49,
交通,0.32,2015-03-12 12:01,2015-03-12 12:20,
GDG,1.42,2015-03-12 10:36,2015-03-12 12:01,
购物,0.38,2015-03-12 10:13,2015-03-12 10:36,
交通,0.60,2015-03-12 09:37,2015-03-12 10:13,
家务,1.18,2015-03-12 08:26,2015-03-12 09:37,
睡眠,6.25,2015-03-12 02:11,2015-03-12 08:26,
家务,1.02,2015-03-12 01:10,2015-03-12 02:11,
交通,0.33,2015-03-12 00:50,2015-03-12 01:10,
GDG,1.48,2015-03-11 23:21,2015-03-12 00:50,
Pt0,0.72,2015-03-11 22:38,2015-03-11 23:21,
交流,1.17,2015-03-11 21:28,2015-03-11 22:38,
GDG,1.62,2015-03-11 19:51,2015-03-11 21:28,
Chaos,0.43,2015-03-11 19:25,2015-03-11 19:51,
用餐,1.15,2015-03-11 18:16,2015-03-11 19:25,
Chaos,0.37,2015-03-11 17:54,2015-03-11 18:16,
交流,1.45,2015-03-11 16:27,2015-03-11 17:54,
Chaos,0.50,2015-03-11 15:57,2015-03-11 16:27,
GDG,0.05,2015-03-11 15:54,2015-03-11 15:57,
Chaos,0.33,2015-03-11 15:34,2015-03-11 15:54,
GDG,1.03,2015-03-11 14:32,2015-03-11 15:34,
购物,0.47,2015-03-11 14:04,2015-03-11 14:32,
Chaos,0.25,2015-03-11 13:49,2015-03-11 14:04,
用餐,1.43,2015-03-11 12:23,2015-03-11 13:49,
交通,0.33,2015-03-11 12:03,2015-03-11 12:23,
工作,1.62,2015-03-11 10:26,2015-03-11 12:03,
